hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
Potentilla argentea x inclinata;Potentilla argentea L.;Potentilla inclinata Vill.;10176793;8011540;5365888
Potentilla aurea x brauneana;Potentilla aurea L.;Potentilla brauneana Hoppe;10573027;5365496;5366782
Potentilla aurea x crantzii;Potentilla aurea L.;Potentilla crantzii (Crantz) Beck;10017947;5365496;8285546
Potentilla brauneana x heptaphylla;Potentilla brauneana Hoppe;Potentilla heptaphylla L.;10119258;5366782;5366112
Potentilla crantzii subsp. gelida (C.A.Mey.) Soják;Potentilla crantzii (Crantz) Beck;Potentilla gelida Fr. ex Nyman;5366275;8285546;7660053
Potentilla ferruginea Paxton;Potentilla atrosanguinea Lodd.;Potentilla pedata Willd.;7821303;7813279;8327079
Potentilla glandulifera subsp. gaudini (Gremli) Hayek;Potentilla gaudini Gremli;Potentilla glandulifera Beck;5365782;5598167;7516486
Potentilla heptaphylla x subarenaria;Potentilla ×subarenaria Borbás ex Zimmeter;Potentilla heptaphylla L.;10421413;5365333;5366112
Potentilla hippiana subsp. effusa (Douglas ex Lehm.) Dorn;Potentilla effusa Douglas ex Lehm.;Potentilla hippiana Lehm.;5365735;5365731;5367733
Potentilla hippiana var. pulcherrima (Lehm.) S.Watson;Potentilla hippiana Lehm.;Potentilla pulcherrima Lehm.;5367737;5367733;5365568
Potentilla pamirica var. pamiroalaica (Juz.) M.Shah & C.C.Wilcock;Potentilla pamirica Th.Wolf;Potentilla pamiroalaica Juz.;5366517;5366516;5367841
Potentilla recta var. canescens (Besser) Jess.;Potentilla canescens Besser;Potentilla recta L.;12004204;5365646;5367294
Potentilla verna var. opaca (L.) Döll;Potentilla opaca Besser;Potentilla verna L.;8023467;7565434;8182596
Primula ×boni-auxilii Kress;Primula pedemontana E.Thomas;Primula villosa Lapeyr.;5640621;7290797;7533559
Primula ×chunglenta Mulligan;Primula chungensis Balf.fil. & Kingdon-Ward;Primula pulverulenta Duthie;10767030;5641777;5641003
Primula ×floerkeana Schrad.;Primula glutinosa Wulfen;Primula minima L.;5640529;5640317;5640455
Primula ×jenensis O.Schwarz;Primula edelbergii Schwarz;Primula verticillata Forssk.;5641889;5641002;5641257
Primula ×pumila A.Kern.;Primula minima L.;Primula oenensis E.Thomas ex Schott;7506537;5640455;5641887
Primula ×uzungolensis Terzioglu & Coskunç.;Primula acaulis subsp. rubra (Sm.) Greuter & Burdet;Primula vulgaris Huds.;8387030;10956545;5414335
Primula ×vallarsae Prosser & Scorteg.;Primula auricula Vill.;Primula recubariensis Prosser & Scorteg.;5641358;7290640;5640888
Prosthechea ×chixoyensis E.Mó & Cetzal;Prosthechea cochleata (L.) W.E.Higgins;Prosthechea radiata (Lindl.) W.E.Higgins;8949390;2794350;2793961
Prunella ×coutinhoi Rouy;Prunella hastifolia Brot.;Prunella vulgaris L.;5607948;5607918;5341297
Prunella ×faui Sennen;Prunella hyssopifolia L.;Prunella vulgaris L.;5607934;5607908;5341297
Prunella ×hybrida Knaf, 1864;Prunella alba Pall. ex M.Bieb.;Prunella vulgaris L.;7364798;5608009;5341297
Prunella grandiflora var. alba Trevir.;Prunella alba Pall. ex M.Bieb.;Prunella grandiflora (L.) Turra;7955523;5608009;7666664
Prunella grandiflora x laciniata;Prunella grandiflora (L.) Turra;Prunella laciniata (L.) L.;10134910;7666664;5341296
Prunus ×andarobi Seraf.;Amygdalus kuramica Korsh.;Amygdalus spinosissima Bunge;7770225;5371274;5369481
Prunus ×chichibuensis Kubota & Moriya;Prunus apetala (Siebold & Zucc.) Franch. & Sav.;Prunus pendula f. ascendens (Makino) Ohwi;3030744;3022113;7736120
Prunus ×incam Ingram ex R.Olsen & Whittem.;Prunus campanulata Maxim.;Prunus incisa Thunb.;4938479;3021408;3021955
Prunus ×misayamensis Okuhara & Y.Matsuda ex T.Shimizu;Prunus apetala (Siebold & Zucc.) Franch. & Sav.;Prunus nipponica Matsum.;3021415;3022113;3021357
Prunus ×miyasakana H.Kubota;Prunus incisa Thunb.;Prunus nipponica Matsum.;3030293;3021955;3021357
Prunus ×naganoi H.Kubota & Moriya, 1962;Prunus pendula f. ascendens (Makino) Ohwi;Prunus verecunda (Koidz.) Koehne;3854123;7736120;3021312
Prunus ×pugetensis Jacobson & Zika;Prunus avium (L.) L.;Prunus emarginata (Douglas ex Hook.) Eaton;3853940;3020791;7272137
Prunus ×rossica Eremin, 2006;Prunus cerasifera Ehrh.;Prunus salicina Lindl.;3853892;3021730;3021120
Prunus ×shikokuensis (Moriya) H.Kubota;Prunus incisa var. kinkiensis (Koidz.) Ohwi;Prunus nipponica Matsum.;3023715;6550290;3021357
Prunus ×syodoi Nakai;Prunus incisa Thunb.;Prunus sargentii Rehder;3023509;3021955;3020955
Prunus ×tajimensis Makino;Prunus incisa var. kinkiensis (Koidz.) Ohwi;Prunus jamasakura (Makino) Nakai;3021359;6550290;3020620
Prunus ×yuyamae Sugim.;Prunus incisa Thunb.;Prunus verecunda (Koidz.) Koehne;3030501;3021955;3021312
Prunus avium x mahaleb;Prunus avium (L.) L.;Prunus mahaleb L.;10578238;3020791;3022789
Prunus chichibuensis nothovar. aizuensis Kawas., 2001;Prunus apetala var. pilosa (Koidz.) Wilson;Prunus pendula Maxim.;3030745;6369260;7617880
Prunus insititia var. spinosa (L.) Weston, 1770;Prunus insititia Desv.;Prunus spinosa L.;9306563;7992298;3023221
Prunus persica var. davidiana Maxim.;Prunus davidiana (Carrière) Franch.;Prunus persica (L.) Stokes;6287650;8324181;8149923
Prunus virginiana var. serotina (Ehrh.) Merrem;Prunus serotina Ehrh.;Prunus virginiana L.;12108084;3021850;3022668
Pseudorhiza ×illyrica (HartmutJahn & Kümpel) Seckel;Dactylorhiza cordigera (Fr.) Soó;Pseudorchis frivaldii (Hampe ex Griseb.) P.F.Hunt;5306525;2810926;5323936
Pseudostellaria ×biseulsanensis M.Kim & H.Jo;Pseudostellaria heterophylla (Miq.) Pax;Pseudostellaria okamotoi var. longipedicellata (S.Lee, K.I.Heo & S.C.Kim) H.Jo;10833614;3815617;9586594
Psychilis ×raganii Sauleda;Psychilis kraenzlinii (Bello) Sauleda;Psychilis krugii (Bello) Sauleda;2852351;2852362;2852381
Pteris ×caridadiae Testo & J.E.Watkins;Pteris livida Mett.;Pteris podophylla Sw.;7858623;7310098;8192196
Pteris ×duvalii (Bellair) Mottet;Doryopteris palmata (Willd.) J.Sm.;Doryopteris sagittifolia (Raddi) J.Sm.;10903058;7335261;3750068
Pteris ×pseudosefuricola Ebihara, Nakato & S.Matsumoto;Pteris cretica L.;Pteris multifida Poir.;7608911;5275404;5275415
Pteris multifida x tremula;Pteris multifida Poir.;Pteris tremula R.Br.;10582194;5275415;5275406
Pterostylis ×ralphcranei D.L.Jones & M.A.Clem.;Pterostylis baptistii Fitzg.;Pterostylis nutans R.Br.;10798051;2847629;2847414
Pterygoneurum subsessile x cavifolium;Pterygoneurum cavifolium Jur.;Pterygoneurum subsessile Juratzka, 1882;10208149;9307888;2671557
Pterygoneurum subsessile x ovatum;Pterygoneurum ovatum Dixon, 1934;Pterygoneurum subsessile Juratzka, 1882;10475100;2671552;2671557
Puccinellia distans var. retroflexa (Curtis) Wolley-Dod;Puccinellia distans (Jacq.) Parl.;Puccinellia retroflexa (Curtis) Holmb.;5941902;2704688;4146784
Puccinellia distans x elata;Puccinellia distans (Jacq.) Parl.;Puccinellia elata (Holmb.) Holmb.;10580652;2704688;4148741
Pulmonaria collina x officinalis;Pulmonaria collina W.Sauer;Pulmonaria officinalis L.;10339470;5660551;5341204
Pulmonaria officinalis subsp. angustifolia Bonnier & Layens, 1894;Pulmonaria angustifolia L.;Pulmonaria officinalis L.;9444758;5660569;5341204
Pulsatilla ×bolzanensis Murr;Pulsatilla montana (Hoppe) Rchb.;Pulsatilla vernalis (L.) Mill.;9299708;7277925;3928615
Pulsatilla ×yanbianensis H.Z.Lv;Pulsatilla cernua (Thunb.) Bercht. & J.Presl;Pulsatilla dahurica (Fisch. ex DC.) Spreng.;7600227;7278021;7278006
Pulsatilla patens x vulgaris;Pulsatilla patens (L.) Mill.;Pulsatilla vulgaris Mill.;10579538;3033623;3033621
Pulsatilla vernalis x vulgaris;Pulsatilla vernalis (L.) Mill.;Pulsatilla vulgaris Mill.;10348646;3928615;3033621
Puya ×loxensis Manzan. & W.Till;Puya eryngioides André;Puya parviflora L.B.Sm.;4018674;2696366;2696332
Pyralus kursakovii Mezhenskyj;Malus prunifolia (Willd.) Borkh.;Pyrus communis L.;6712258;3001157;5362573
Pyrus ×amphigenea Dostálek;Pyrus communis Gouan;Pyrus pyraster (L.) Medik.;5362674;7692393;7477995
Pyrus ×babadagensis subsp. eminensis Dostálek;Pyrus elaeagrifolia subsp. bulgarica (Kuth. & Sachokia) Vulev;Pyrus pyraster (L.) Medik.;5362715;7981092;7477995
Pyrus ×bardoensis Dostálek;Pyrus elaeagrifolia Pall.;Pyrus spinosa Forssk.;5362753;5362828;5362560
Pyrus ×hazslinszkyana Terpó;Pyrus pyraster (L.) Medik.;Pyrus salviifolia DC.;5363031;7477995;5362635
Pyrus ×jordanovii Dostálek;Pyrus communis Gouan;Pyrus spinosa Forssk.;5362692;7692393;5362560
Pyrus ×karpatiana Terpó;Pyrus magyarica Terpó;Pyrus pyraster (L.) Medik.;5362910;5362558;7477995
Pyrus ×myloslavensis Czarna & Antkowiak;Pyrus communis L.;Pyrus salicifolia Pall.;8274325;5362573;5362328
Pyrus ×pannonica Terpó;Pyrus nivalis Jacq.;Pyrus pyraster (L.) Medik.;5363013;8151172;7477995
Pyrus ×velenovskyi Dostálek;Pyrus pyraster (L.) Medik.;Pyrus spinosa Forssk.;5362712;7477995;5362560
Pyrus alpina Willd.;Crataegus aria L.;Mespilus arbutifolia L.;5362672;3013319;2988602
Quamoclit ×sloteri Nieuwl.;Quamoclit coccinea (L.) Moench;Quamoclit vulgaris Choisy;8070010;5341733;5341734
Quercus ×alienocrispula H.Ohba;Quercus aliena J.-G.Jack;Quercus crispula Vuk.;3906630;7390484;8084643
Quercus ×andresii R.Alonso, Llamas, E.Puente & Penas;Quercus faginea Lam.;Quercus pauciradiata Penas, Llamas, Pérez Morales & Acedo;2879731;2881480;2880455
Quercus ×arrimatensis Penas, Llamas, Pérez Morales & Acedo;Quercus pauciradiata Penas, Llamas, Pérez Morales & Acedo;Quercus petraea (Matt.) Liebl.;3906450;2880455;2880130
Quercus ×beckyae Gaynor;Quercus macrocarpa Michx.;Quercus prinoides Willd.;2878186;2878213;2879759
Quercus ×celtica F.M.Vázquez, Coombes, Rodr.-Coombes, S.Ramos & Doncel;Quercus lusitanica Lam.;Quercus suber L.;2880357;2881060;2879411
Quercus ×coloradensis Ashe;Quercus macrocarpa Michx.;Quercus virginiana Mill.;2879100;2878213;2878092
Quercus ×coscojosuberiformis Baonza;Quercus coccifera L.;Quercus suber L.;2879553;2879175;2879411
Quercus ×deamii Trel.;Quercus alba L.;Quercus muehlenbergii Engelm.;2880125;2879737;2879947
Quercus ×dentatoserratoides T.B.Lee;Quercus dentata Thunb.;Quercus serrata Murray;2880682;2879353;2879649
Quercus ×diegoi F.M.Vázquez, Pinto Gomes, Vinagre & Vila-Viçosa;Quercus lusitanica Lam.;Quercus pyrenaica Willd.;9373064;2881060;2878826
Quercus ×diosdadoi F.M.Vázquez, Coombes, Rodr.-Coombes, S.Ramos & Doncel;Quercus pyrenaica Willd.;Quercus rotundifolia Lam.;2879769;2878826;2881550
Quercus ×gallaecica Llamas, Lence & Acedo;Quercus lusitanica Lam.;Quercus robur L.;2879485;2881060;2878688
Quercus ×hollickii C.K.Schneid.;Quercus phellos L.;Quercus rubra L.;2881549;2880652;2880539
Quercus ×kabylica Trab.;Quercus afares Pomel;Quercus suber L.;2879679;2878062;2879411
Quercus ×maccormickomongolica T.B.Lee;Quercus aliena J.-G.Jack;Quercus mongolica Fisch. ex Ledeb.;2881266;7390484;2879685
Quercus ×macdanielii T.L.Green & W.J.Hess;Quercus macrocarpa Michx.;Quercus robur L.;3906213;2878213;2878688
Quercus ×pacensis F.M.Vázquez;Quercus faginea subsp. broteroi (Cout.) A.Camus;Quercus suber L.;3906095;5939311;2879411
Quercus ×riparia Laughlin;Quercus rubra L.;Quercus shumardii var. schneckii (Britton) Sarg.;2879544;2880539;2878290
Quercus ×rotensis Penas, Llamas, Pérez Morales & Acedo;Quercus pauciradiata Penas, Llamas, Pérez Morales & Acedo;Quercus pyrenaica Willd.;3906586;2880455;2878826
Quercus ×rudkinii Britton;Quercus nigra L.;Quercus phellos L.;2878419;2879328;2880652
Quercus ×subfalcata Trel.;Quercus cuneata Wangenh.;Quercus phellos L.;2881640;7624287;2880652
Quercus ×urartensis Uribe-Ech.;Quercus ilex subsp. ballota (Desf.) Bonafé;Quercus subpyrenaica Villar;2881645;2881553;2881286
Quercus ×wagneri Gaynor;Quercus bicolor Willd.;Quercus prinoides Willd.;2879828;2878470;2879759
Quercus ×warei T.L.Green & W.J.Hess;Quercus bicolor Willd.;Quercus robur L.;3906564;2878470;2878688
Quercus aquatica var. heterophylla (F.Michx.) Aiton;Quercus ×heterophylla F.Michx.;Quercus aquatica (Lam.) Walter;2881548;2879971;2879357
Quercus faginea subsp. alpestris (Boiss.) Maire;Quercus ×alpestris Boiss.;Quercus faginea Lam.;5939347;3906617;2881480
Quercus nigra var. falcata (Michx.) Kuntze;Quercus falcata Michx.;Quercus nigra L.;2880976;2880967;2879328
Quercus nigra var. marilandica L.;Quercus marilandica (L.) Münchh.;Quercus nigra L.;2881636;2881630;2879328
Quercus robur var. sessiliflora (Salisb.) Wahlb.;Quercus robur L.;Quercus sessiliflora Salisb.;2880139;2878688;2880250
Quercus rubra var. coccinea Kuntze, 1891;Quercus coccinea Münchh.;Quercus rubra L.;2879110;8326061;2880539
Quercus senneniana nothosubsp. tentudaicus F.M.Vázquez, 1996;Quercus faginea subsp. broteroi (Cout.) A.Camus;Quercus rotundifolia Lam.;3906045;5939311;2881550
Quercus subpyrenaica Villar;Quercus faginea Lam.;Quercus pubescens Willd.;2881286;2881480;2881283
Quercus turbinella subsp. ajoensis (C.H.Mull.) Felger & C.H.Lowe;Quercus ajoensis C.H.Mull.;Quercus turbinella Greene;2878466;2878465;2878247
Quercus undulata var. gambelii (Nutt.) Engelm.;Quercus ×undulata Torr.;Quercus gambelii Nutt.;2880084;2879031;2878268
Quercus undulata var. grisea (Liebm.) Engelm.;Quercus ×undulata Torr.;Quercus grisea Liebm.;2879359;2879031;2879358
Racomitrium microcarpum x heterostichum;Racomitrium heterostichum Bridel, 1819;Racomitrium microcarpum Bridel, 1819;10588756;2674275;2674284
Ranunculus ×algidus Brügger;Ranunculus alpestris L.;Ranunculus glacialis L.;3921358;7277610;3033461
Ranunculus ×digeneus A.Kern. ex W.Huber;Ranunculus parnassifolius L.;Ranunculus seguieri Vill.;7278053;7278125;7277339
Ranunculus ×heimburgerae Brayshaw;Ranunculus californicus Benth.;Ranunculus occidentalis Freyn;3033469;3033485;8268347
Ranunculus ×intermediifolius W.Huber;Ranunculus aconitifolius L.;Ranunculus platanifolius L.;3925797;3928139;3928928
Ranunculus ×kelchoensis S.D.Webster;Ranunculus fluitans Lam.;Ranunculus peltatus Moench;3925474;7277865;7278031
Ranunculus ×novae-forestae S.D.Webster;Ranunculus omiophyllus Ten.;Ranunculus tripartitus DC.;3920818;3931022;3922323
Ranunculus ×prietoi Cires;Ranunculus amplexicaulis L.;Ranunculus gramineus L.;7858524;3926895;3927790
Ranunculus ×scissus subsp. disjunctus W.Huber;Ranunculus kuepferi subsp. orientalis W.Huber;Ranunculus platanifolius L.;3929721;3924993;3928928
Ranunculus ×scissus W.Huber;Ranunculus kuepferi Greuter & Burdet;Ranunculus platanifolius L.;3925461;7277284;3928928
Ranunculus acris var. lanuginosus N.H.F.Desp., 1838;Ranunculus acris L.;Ranunculus lanuginosus L.;9283774;3033363;7826351
Ranunculus acris x bulbosus;Ranunculus acris L.;Ranunculus bulbosus L.;9839146;3033363;3033329
Ranunculus acris x polyanthemos;Ranunculus acris L.;Ranunculus polyanthemos L.;10326574;3033363;7277831
Ranunculus aquatilis x trichophyllus;Ranunculus aquatilis L.;Ranunculus trichophyllus Chaix;11431763;3033464;3033377
Ranunculus auricomus subsp. cassubicus (L.) Dostál;Ranunculus auricomus L.;Ranunculus cassubicus L.;7351931;9100915;7276750
Ranunculus baudotii x fluitans;Ranunculus baudotii Godr.;Ranunculus fluitans Lam.;11584605;3923698;7277865
Ranunculus bulbosus x repens;Ranunculus bulbosus L.;Ranunculus repens L.;10356387;3033329;3033339
Ranunculus circinatus x trichophyllus;Ranunculus circinatus Sibth.;Ranunculus trichophyllus Chaix;9989493;3033382;3033377
Ranunculus digeneus nothosubsp. latemarensis W.Huber, 1988;Ranunculus parnassifolius subsp. heterocarpus Kupfer;Ranunculus seguieri Vill.;3929746;3930137;7277339
Ranunculus fluitans x peltatus;Ranunculus fluitans Lam.;Ranunculus peltatum (Schrank) V.V.Petrovsky;10949677;7277865;11996969
Raoulia ×petrimia Kit Tan & R.J.D.Mc Beath;Raoulia eximia Hook.fil.;Raoulia petriensis Kirk;5691973;5402420;5402426
Rauvolfia ×ivanovii Granda & V.R.Fuentes;Rauvolfia ligustrina Willd. ex Roem. & Schult.;Rauvolfia viridis Willd. ex Roem. & Schult.;3617896;3617700;3169771
Reynoutria ×mizushimae Yokouchi ex T.Shimizu;Reynoutria japonica var. uzenensis Honda;Reynoutria sachalinensis (F.Schmidt) Nakai;4038338;8170870;2889088
Reynoutria ×vivax J.Schmitz & Strank;Reynoutria japonica Houtt.;Reynoutria sachalinensis (F.Schmidt) Nakai;4038258;2889173;2889088
Rhamnus ×bermejoi P.Fraga & Rosselló;Rhamnus alaternus L.;Rhamnus ludovici-salvatoris Chodat;3877142;6371424;3877295
Rhamnus ×colmeiroi D.Rivera, Obón & Selma;Rhamnus lycioides Brot.;Rhamnus saxatilis Jacq.;3876060;7942614;6371028
Rhamnus ×gayeri Kárpáti ex Soó;Rhamnus cathartica L.;Rhamnus saxatilis Jacq.;3875237;3039491;6371028
Rhamnus ×pissjaukovae O.A.Popova;Rhamnus davurica Pall.;Rhamnus erythroxylon Pall.;3875992;3039483;7850077
Rheum ×hybridum Murray;Rheum palmatum L.;Rheum rhaponticum L.;4037896;2888864;2888866
Rheum ×svetlanae Krassovsk.;Rheum cordatum Losinsk.;Rheum maximowiczii Losinsk.;4037401;4038076;4928641
Rhinanthus alectorolophus x glacialis;Rhinanthus alectorolophus (Scop.) Pollich;Rhinanthus glacialis Personnat;10183259;3172045;7333429
Rhinanthus alectorolophus x serotinus;Rhinanthus alectorolophus (Scop.) Pollich;Rhinanthus serotinus (Schönh. ex Halácsy & Heinr.Braun) Oborny;10651964;3172045;3172044
Rhinanthus glacialis x serotinus;Rhinanthus glacialis Personnat;Rhinanthus serotinus (Schönh. ex Halácsy & Heinr.Braun) Oborny;10104482;7333429;3172044
Rhinanthus minor x serotinus;Rhinanthus minor L.;Rhinanthus serotinus (Schönh. ex Halácsy & Heinr.Braun) Oborny;10500302;3172043;3172044
Rhodanthemum ×pseudoredieri Flor.Wagner, Vogt & Oberpr.;Rhodanthemum arundanum (Boiss.) B.H.Wilcox, K.Bremer & Humphries;Rhodanthemum redieri (Maire) B.H.Wilcox, K.Bremer & Humphries;10782746;8124638;7821451
Rhodococcum ×hybridum Avrorin;Rhodococcum minus (Lodd., G.Lodd. & W.Lodd.) Avrorin;Rhodococcum vitis-idaea (L.) Avrorin;4169565;4169543;7327999
Rhododendron ×chukirishima T.Yamaz.;Rhododendron indicum (L.) Sweet;Rhododendron scabrum G.Don;4166298;4173541;7327733
Rhododendron ×diversiflorum Danet;Rhododendron herzogii Warb.;Rhododendron pachystigma Sleumer;7901728;4174128;4168442
Rhododendron ×filidactylis R.I.Milne;Rhododendron ponticum L.;Rhododendron ungernii Trautv.;4164004;7327990;4174805
Rhododendron ×geraldii (Hutch.) Ivens;Rhododendron praevernum Hutch.;Rhododendron sutchuenense Franch.;8038249;4167517;4164276
Rhododendron ×kesselringii E.L.Wolf;Rhododendron ponticum L.;Rhododendron smirnowii Trautv. ex Regel;4172659;7327990;8268698
Rhododendron ×kisoanum Okuhara ex T.Shimizu;Rhododendron dilatatum Miq.;Rhododendron reticulatum D.Don ex G.Don;4172588;7327603;7327850
Rhododendron ×kuratanum S.Watan.;Rhododendron dilatatum Miq.;Rhododendron kiyosumense (Makino) Makino;4172432;7327603;4172560
Rhododendron ×liewianum Argent, A.L.Lamb & Phillipps;Rhododendron rugosum H.Low ex Hook.fil.;Rhododendron stenophyllum Hook.fil. ex Becc.;4171590;7327770;7327567
Rhododendron ×loderi Millais;Rhododendron fortunei T.Moore ex Lindl.;Rhododendron griffithianum Wight;6711547;7329003;4174678
Rhododendron ×nebulicola Danet;Rhododendron brassii Sleumer;Rhododendron versteegii J.J.Sm.;4169595;4167705;4174568
Rhododendron ×sesterianum J.J.Veitch;Rhododendron edgeworthii Hook.fil.;Rhododendron formosum Wall.;10696603;4164667;8279876
Rhynchospora ×hakkodensis Mochizuki;Rhynchospora alba (L.) Vahl;Rhynchospora yasudana Makino;2721357;2721119;2721757
Ribes ×gordonii Witte;Ribes aureum Pursh;Ribes sanguineum Pursh;4194692;2986111;2986130
Ribes ×paui Blanca;Ribes alpinum L.;Ribes uva-crispa L.;4194724;2986184;2986185
Ribes ×varoi Blanca;Ribes alpinum L.;Ribes petraeum Wulfen;4194469;2986184;2986176
Ribes nigrum x uva-crispa;Ribes nigrum L.;Ribes uva-crispa L.;10239754;2986192;2986185
Rodriguezia ×kayasimae V.T.Rodrigues & Vinhos;Rodriguezia decora (Lem.) Rchb.f.;Rodriguezia obtusifolia (Lindl.) Rchb.f.;6315271;5313650;5313665
Rondeletia ×incerta Borhidi & M.Fernández;Rondeletia miraflorensis M.Fernández & Borhidi;Rondeletia subcanescens M.Fernández & Borhidi;5335978;5335952;5335851
Rondeletia ×obscura Borhidi & M.Fernández;Rondeletia paucinervis Urb. & Ekman;Rondeletia plicatula Urb.;5335908;5335901;5336011
