hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
Phyllanthus ×fluminis-sabi Radcl.-Sm.;Phyllanthus muellerianus (Kuntze) Exell;Phyllanthus reticulatus Poir.;5381781;5381223;5382478
Phyllanthus fluminis-zambesi Radcl.-Sm.;Phyllanthus engleri Pax;Phyllanthus polyanthus Pax;5381750;5381589;5382734
Phyllocactus ×violaceus F.Sm. & T.Sm.bis ex Mast.;Cactus speciosus Cav.;Epiphyllum ackermanni Haw.;3942481;7962212;7280767
Phyllospadix ×choshiensis Miyata & H.Ohba;Phyllospadix iwatensis Makino;Phyllospadix japonicus Makino;10837673;2863956;2863953
Physalis elliottii Kunze;Physalis angustifolia Nutt.;Physalis walteri Nutt.;7957506;5341771;5341777
Physcomitrium immersum x turbinatum;Physcomitrium immersum Sullivant, 1848;Physcomitrium turbinatum (Michx.) E.Britton;10143095;2673998;4279047
Physcomitrium serratum x turbinatum;Physcomitrium serratum (Wilson & Hook.) Müll.Hal.;Physcomitrium turbinatum (Michx.) E.Britton;10552762;10756436;4279047
Phyteuma betonicifolium x ovatum;Phyteuma betonicifolium Vill.;Phyteuma ovatum Honck.;10050242;3166780;3166757
Phyteuma nigrum x spicatum;Phyteuma nigrum F.W.Schmidt;Phyteuma spicatum L.;10634206;3166917;3166841
Phyteuma orbiculare x spicatum;Phyteuma orbiculare L.;Phyteuma spicatum L.;9993947;3166655;3166841
Phyteuma ovatum x spicatum;Phyteuma ovatum Honck.;Phyteuma spicatum L.;10445680;3166757;3166841
Picea lutzii Little;Picea glauca (Moench) Voss;Picea sitchensis (Bong.) Carrière;5284875;5284745;5284827
Pichisermollodes ×coronaterminalis Fraser-Jenk. & Kandel;Pichisermollodes ebenipes (Hook.) Fraser-Jenk.;Pichisermollodes quasidivaricata (Hayata) Fraser-Jenk.;11120874;8070303;8016694
Pilosella annae-vetterae Zahn ex Gottschl.;Pilosella alpicola (Hoppe) F.W.Schultz & Sch.Bip.;Pilosella glaciella (Nägeli & Peter) Soják;8622321;3123129;9469119
Pilosella byzantina (Boiss.) P.D.Sell & West;Pilosella hoppeana subsp. testimonialis (Nägeli ex Peter) Soják;Pilosella pseudopilosella (Ten.) Soják;3123696;4232385;3122922
Pilosella deschatresii J.-M.Tison;Pilosella kralikii (Rouy) J.-M.Tison;Pilosella officinarum Vaill.;8125555;7416068;9458333
Pilosella dutartrei J.-M.Tison;Pilosella kralikii (Rouy) J.-M.Tison;Pilosella visianii F.W.Schultz & Sch.Bip.;7615238;7416068;9541940
Pilosella floribunda (Wimm. & Grab.) Arv.-Touv.;Pilosella caespitosa (Dumort.) P.D.Sell & C.West;Pilosella lactucella (Wallr.) P.D.Sell & C.West;7555535;3123663;9509071
Pilosella gudarica G.Mateo;Pilosella pseudopilosella (Ten.) Soják;Pilosella pseudovahlii (de Retz) Mateo;4232485;3122922;3123522
Pilosella officinarum subsp. peleteriana (Mérat) T.Tyler;Pilosella officinarum Vaill.;Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip.;4231247;9458333;3123717
Pilosella pseudolactucella Gottschl.;Pilosella lactucella (Wallr.) P.D.Sell & C.West;Pilosella sciadophora (Nägeli & Peter) Soják;9278943;9509071;3122932
Pilosella stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.;Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.;Pilosella officinarum Vaill.;3123249;3122924;9458333
Pilosella tambovica Sennikov;Pilosella onegensis Norrl.;Pilosella praealta (Vill. ex Gochnat) F.W.Schultz & Sch.Bip.;9727169;3123142;7597101
Pilosella tremedalis G.Mateo;Pilosella pseudovahlii (de Retz) Mateo;Pilosella tardans (Peter) Soják;6064290;3123522;8348499
Pimpinella major x saxifraga;Pimpinella major (L.) Huds.;Pimpinella saxifraga L.;10554125;5371874;7622278
Pinguicula ×gresivaudanica Roccia;Pinguicula grandiflora subsp. rosea (Mutel) Casper;Pinguicula vulgaris subsp. vulgaris;11055934;7866911;6400689
Pinguicula scullyi nothosubsp. gresivaudanica (Roccia) Schlauer, 2013;Pinguicula grandiflora subsp. rosea (Mutel) Casper;Pinguicula vulgaris L.;10919665;7866911;5415065
Pinus ×cerambycifera Businský;Pinus hwangshanensis W.Y.Hsia;Pinus massoniana D.Don;5686564;5285529;10987870
Pinus ×critchfieldii Businský;Pinus patula Schiede ex Schltdl. & Cham.;Pinus taeda L.;10886617;5285090;5285241
Pinus ×holfordiana A.B.Jacks.;Pinus ayacahuite Ehrenb. ex Schltdl.;Pinus wallichiana A.B.Jacks.;5686652;5285836;5285074
Pinus ×litvinovii L.V.Orlova;Pinus sylvestris L.;Pinus tabuliformis Carrière;5686961;5285637;5285359
Pinus ×murraybanksiana Righter & Stockw.;Pinus banksiana Lamb.;Pinus contorta var. latifolia Engelm. ex S.Watson;5686726;5285533;7963487
Pinus ×naxiorum Businský;Pinus densata var. densata;Pinus yunnanensis Franch.;5686722;10880428;5285783
Pinus ×parapumila P.Landry;Pinus cembra L.;Pinus pumila (Pall.) Regel;5686555;5285134;5285355
Pinus ×schwerinii Fitschen;Pinus griffithii (Hook.f.) Parl.;Pinus strobus L.;5930441;7799701;5284982
Pinus ×transamericana Businský;Pinus muricata D.Don;Pinus rigida Mill.;10798766;5285595;5285635
Pinus ascendens Businský;Pinus mugo Turra;Pinus uncinata Ramond ex DC.;8268138;5285385;5285332
Pinus ascendens subsp. skalickyi Businský;Pinus mugo Turra;Pinus uncinata subsp. uliginosa (Neumann ex Wimm.) Businský;7746535;5285385;5285422
Pinus densithunbergii Uyeki;Pinus densiflora Siebold & Zucc.;Pinus thunbergii Parl.;5285115;5285104;5285799
Pinus hayatana Businský;Pinus morrisonicola Hayata;Pinus uyematsui Hayata;5285540;5285538;5285539
Pinus istratovae L.V.Orlova;Pinus pityusa Steven;Pinus stankewiczii (Sukaczev) Fomin;5686594;5285714;5285712
Pinus monophylla var. edulis (Engelm.) M.E.Jones;Pinus edulis Engelm.;Pinus monophylla Torr. & Frém.;5285798;5285796;5285501
Pinus novaemexicana P.Landry;Pinus flexilis E.James;Pinus strobiformis Engelm.;5285564;5285551;5285004
Pinus rhaetica nothovar. bolosii Rivas Mart., M.J.Costa & P.Soriano;Pinus sylvestris var. pyrenaica;Pinus uncinata Ramond ex DC.;5686670;5686591;5285332
Pinus rhaetica nothovar. borgiae Rivas Mart., M.J.Costa & P.Soriano;Pinus sylvestris var. iberica;Pinus uncinata Ramond ex DC.;5686667;5686602;5285332
Pitcairnia ×daiseyana H.Luther;Pitcairnia heterophylla (Lindl.) Beer;Pitcairnia pungens Kunth;5645042;5288518;5288263
Pittosporum ×pourtetianum Demoly;Pittosporum tobira (Murray) Aiton fil.;Pittosporum truncatum E.Pritz. ex Diels, 1900;4162143;8677924;4161996
Pityrogramma ×mckenneyi W.H.Wagner;Pityrogramma austroamericana Domin;Pityrogramma calomelanos (L.) Link;7961534;2651793;2651790
Pityrogramma ×watkinsii Testo;Pityrogramma calomelanos (L.) Link;Pityrogramma hirsuta Testo;10854577;2651790;10715775
Pityrogramma calomelanos var. chrysophylla (Sw.) Farw.;Pityrogramma calomelanos (L.) Link;Pityrogramma chrysophylla (Sw.) Link;3748617;2651790;2651798
Pityrogramma calomelanos var. peruviana (Desv.) Farw.;Pityrogramma calomelanos (L.) Link;Pityrogramma peruviana (Desv.) Maxon;3748563;2651790;3747328
Pityrogramma calomelanos x ferruginea;Pityrogramma calomelanos (L.) Link;Pityrogramma ferruginea (Kunze) Maxon;10289669;2651790;3748048
Pityrogramma calomelanos x tartarea;Pityrogramma calomelanos (L.) Link;Pityrogramma tartarea (Cav.) Maxon;10242340;2651790;2651797
Pityrogramma chrysophylla x ferruginea;Pityrogramma chrysophylla (Sw.) Link;Pityrogramma ferruginea (Kunze) Maxon;10045670;2651798;3748048
Pityrogramma chrysophylla x pulchella;Pityrogramma chrysophylla (Sw.) Link;Pityrogramma pulchella (T.Moore) Domin;9998554;2651798;3747242
Pityrogramma chrysophylla x sulphurea;Pityrogramma chrysophylla (Sw.) Link;Pityrogramma sulphurea (Sw.) Maxon;9826218;2651798;2651792
Pityrogramma ferruginea x hybrida;Pityrogramma ferruginea (Kunze) Maxon;Pityrogramma hybrida (M.Martens) Domin;10465198;3748048;3747892
Pityrogramma peruviana x tartarea;Pityrogramma peruviana (Desv.) Maxon;Pityrogramma tartarea (Cav.) Maxon;9848073;3747328;2651797
Plantago lanceolata x media;Plantago lanceolata L.;Plantago media L.;10552952;8208358;3189747
Platanthera ×channellii Folsom;Platanthera ciliaris (L.) Lindl.;Platanthera cristata (Michx.) Lindl.;2798087;2798080;2797871
Platanthera ×correllii W.J.Schrenk;Platanthera aquilonis Sheviak;Platanthera stricta Lindl.;3650026;2798385;2798146
Platanthera ×inouei Efimov;Platanthera mandarinorum Rchb.f.;Platanthera tipuloides (L.f.) Lindl.;6316113;2798470;2798184
Platanthera ×mixta Efimov;Platanthera densa Freyn;Platanthera metabifolia F.Maek.;2798413;2797846;2798414
Pleione ×baoshanensis W.Zhang & S.B.Zhang;Pleione albiflora P.J.Cribb & C.Z.Tang;Pleione yunnanensis (Rolfe) Rolfe;10725735;5321396;5321380
Pleione ×christianii Perner;Pleione forrestii Schltr.;Pleione yunnanensis (Rolfe) Rolfe;5321397;5321383;5321380
Pleione ×confusa P.J.Cribb & C.Z.Tang;Pleione albiflora P.J.Cribb & C.Z.Tang;Pleione forrestii Schltr.;5321358;5321396;5321383
Pleione ×kingdonwardii P.J.Cribb & Butterf.;Pleione bulbocodioides (Franch.) Rolfe;Pleione humilis (Sm.) D.Don;10694192;5321422;5321386
Pleione ×maoershanensis W.Zhang & S.B.Zhang;Pleione hookeriana (Lindl.) Rollisson;Pleione pleionoides (Kraenzl.) Braem & H.Mohr;10728586;5321393;8608531
Pleopeltis ×cerro-altoensis Danton & Boudrie;Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.;Pleopeltis masafuerae (Phil.) de la Sota;8556413;7290349;4029376
Pleroma fothergillae x urvilleanum;Pleroma fothergillae (DC.) Triana;Pleroma urvilleanum (DC.) P.J.F.Guim. & Michelang.;10803815;9055997;10863132
Plumeria rubra l x p subsessilis;Plumeria rubra L.;Plumeria subsessilis A.DC.;10185739;3169674;3614474
Poa ×ivlievae Prob.;Poa glauca Vahl;Poa malacantha Kom.;10818677;2704218;4117941
Poa ×jemtlandica (Almq.) K.Richt.;Poa alpina L.;Poa flexuosa Sm.;4119997;2704234;9002189
Poa ×longriensis Prob. & Barkalov;Poa glauca Vahl;Poa macrocalyx Trautv. & C.A.Mey.;10891789;2704218;2704195
Poa ×magadanensis Prob.;Poa glauca Hegetschw. & Heer, 1839;Poa malacantha Kom.;4118047;7449493;4117941
Poa abbreviata x glauca;Poa abbreviata R.Br.;Poa glauca Vahl;9966044;2704323;2704218
Poa alpina var. minor Scribn., 1896;Poa alpina L.;Poa minor Gaudin;7450713;2704234;4117359
Poa alpina var. vivipara (L.) B.Boivin;Poa alpina L.;Poa vivipara Mazziari, 1834;11490706;2704234;10815178
Poa angustifolia f. humilis (Ehrh. ex Hoffm.) K.Richt., 1890;Poa angustifolia L.;Poa humilis Ehrh. ex Hoffm.;7409347;4128839;4120665
Poa angustifolia var. pratensis (L.) Simonk.;Poa angustifolia L.;Poa pratensis L.;5947746;4128839;2704178
Poa inconspicua H.Scholz;Poa infirma Kunth;Poa maroccana Nannf.;8095897;2704194;4117829
Podophyllum ×inexpectatum J.M.H.Shaw;Podophyllum peltatum L.;Podophyllum pleianthum Hance;3981421;3033839;3981308
Polemonium caeruleum var. acutiflorum (Willd. ex Roem. & Schult.) Ledeb.;Polemonium acutiflorum Willd. ex Roem. & Schult.;Polemonium caeruleum L.;6709569;2927866;2927850
Polygala ×dalmaisiana Neumann;Polygala cordifolia Thunb.;Polygala grandiflora Lodd.;10838602;8012336;8175218
Polygala ×kotovii Val.N.Tikhom.;Polygala comosa Schkuhr;Polygala cretacea Kotov;4050184;7293616;4051464
Polygala vulgaris subsp. comosa (Schkuhr) Celak.;Polygala comosa Schkuhr;Polygala vulgaris L.;7659812;7293616;3191374
Polygonatum ×krylovii (Ameljcz. & Malachova) A.L.Ebel;Polygonatum humile Fisch. ex Maxim.;Polygonatum odoratum (Mill.) Druce;7381705;2770302;2770228
Polygonum ×bicolor Borbás;Polygonum mite Schrank;Polygonum tomentosum Schrank;5652022;7576100;5334411
Polygonum ×intercedens Beck;Polygonum hydropiper L.;Polygonum persicaria L.;7722608;7945761;5334358
Polygonum aviculare subsp. calcatum (Lindm.) Thell.;Polygonum aviculare L.;Polygonum calcatum Lindm.;5652196;7821030;5651842
Polygonum aviculare subsp. excelsius Karlsson;Polygonum aviculare L.;Polygonum excelsius (Karlsson) Uotila;5652180;7821030;9534983
Polypodium ×incognitum Cusick;Polypodium appalachianum Haufler & Windham;Polypodium virginianum L.;5649726;5274954;5274950
Polypodium ×vianei Shmakov;Polypodium sibiricum Sipliv.;Polypodium vulgare L.;5649884;5274947;5274951
Polystachya ×nebulicola G.McDonald & McMurtry;Polystachya ottoniana Rchb.f.;Polystachya transvaalensis Schltr.;7653826;2792423;2792324
Polystichum ×lesliei Rumsey & Acock;Polystichum munitum (Kaulf.) C.Presl;Polystichum setiferum (Forssk.) T.Moore ex Woyn.;4046720;2651122;4044517
Polystichum ×mucrolentum Fraser-Jenk.;Polystichum lentum (D.Don) T.Moore;Polystichum mucronifolium (Blume) C.Presl;10584653;7319814;4045949
Polystichum ×phulchowkiense Fraser-Jenk.;Polystichum mucronifolium (Blume) C.Presl;Polystichum yunnanense Christ;10495157;4045949;4043408
Polystichum ×pseudo-ovatopaleaceum Akasawa;Polystichum ovatopaleaceum (Kodama) Kurata;Polystichum tagawanum Kurata;4044991;4045417;4044068
Polystichum ×pseudobraunii Fraser-Jenk.;Polystichum piceopaleaceum Tagawa;Polystichum sinense (Christ) Christ;7833933;7603880;7319548
Polystichum ×pseudolentum Fraser-Jenk.;Polystichum lentum (D.Don) T.Moore;Polystichum pseudotsus-simense Ching;7670034;7319814;4044901
Polystichum ×saltum J.P.Roux;Polystichum transvaalense N.C.Anthony;Polystichum wilsonii Christ;4044619;4043889;4043545
Polystichum ×semiyunnanense Fraser-Jenk. & Kandel;Polystichum semifertile (C.B.Clarke) Ching;Polystichum yunnanense Christ;10888103;4044537;4043408
Polystichum acrostichoides x angulare;Polystichum acrostichoides (Michx.) Schott;Polystichum angulare (Kit. ex Willd.) C.Presl;10526488;2651098;4040862
Polystichum acrostichoides x dryopteris cristata;Dryopteris cristata (L.) A.Gray;Polystichum acrostichoides (Michx.) Schott;10113196;5275110;2651098
Polystichum aculeatum subsp. lobatum (Huds.) Vollm.;Polystichum aculeatum (L.) Roth;Polystichum lobatum (Huds.) Bastard;7993999;7319269;7319796
Polystichum aculeatum subsp. setiferum (Forssk.) Nordh.;Polystichum aculeatum (L.) Roth;Polystichum setiferum (Forssk.) T.Moore ex Woyn.;12061219;7319269;4044517
Polystichum braunii x acrostichoides;Polystichum acrostichoides (Michx.) Schott;Polystichum braunii (Spenn.) Fée;9886963;2651098;2651092
Polystichum lobatum x angulare;Polystichum angulare (Kit. ex Willd.) C.Presl;Polystichum lobatum (Huds.) Bastard;10509070;4040862;7319796
Polystichum lobatum x lonchitis;Polystichum lobatum (Huds.) Bastard;Polystichum lonchitis (L.) Roth;10267909;7319796;2651113
Polystichum lobatum x munitum;Polystichum lobatum (Huds.) Bastard;Polystichum munitum (Kaulf.) C.Presl;10174496;7319796;2651122
Polystichum mohrioides var. scopulinum (D.C.Eaton) Fernald;Polystichum mohrioides (Bory) C.Presl;Polystichum scopulinum (D.C.Eaton) Maxon;2651101;2651105;2651100
Polystichum munitum subsp. imbricans (D.C.Eaton) Piper & Beattie, 1915;Polystichum imbricans (D.C.Eaton) D.H.Wagner;Polystichum munitum (Kaulf.) C.Presl;8206803;2651117;2651122
Polystichum spinulosum subsp. dilatatum (Hoffm.) P.Fourn.;Polystichum dilatatum (Hoffm.) Schumacher;Polystichum spinulosum (O.F.Müll.) Lam. & DC.;7571284;4039470;4044325
Polystichum woronowii x lobatum;Polystichum lobatum (Huds.) Bastard;Polystichum woronowii Fomin;9930940;7319796;4043496
Populus ×generosa A.Henry;Populus angulata Aiton;Populus deltoides W.Bartram ex Marshall;3040245;6363276;3040232
Populus ×kashmirica A.K.Skvortsov;Populus ciliata Wall. ex Royle;Populus nigra L.;7698128;7266620;3040227
Populus ×moskoviensis R.I.Schröd.;Populus laurifolia Ledeb.;Populus suaveolens Fisch. ex Poit. & A.Vilm.;4934432;3803716;11097573
Populus ×nevensis Bogdanov;Populus laurifolia Ledeb.;Populus suaveolens Fisch. ex Camuzet, 1829;11093774;3803716;11092250
Populus ×odorata R.I.Schröd. ex Wolkenst.;Populus balsamifera L.;Populus vetla Wolkenst.;10717887;3040184;10992075
Populus ×petrovskoe R.I.Schröd. ex Wolkenst.;Populus ×canadensis Moench;Populus suaveolens Fisch.;10893496;8190077;7874619
Populus ×petrovskoe-rasumovskoe R.I.Schröd. ex Wolkenst.;Populus laurifolia Ledeb.;Populus suaveolens Fisch.;10730343;3803716;7874619
Populus ×rasumovskoe R.I.Schröd. ex Wolkenst.;Populus nigra L.;Populus suaveolens Fisch.;10785028;3040227;7874619
Populus ×rouleauana B.Boivin;Populus alba L.;Populus grandidentata Michx.;3040214;3040233;3040210
Populus ×sibirica G.V.Krylov & G.V.Grig. ex A.K.Skvortsov;Populus balsamifera L.;Populus nigra L.;8380663;3040184;3040227
Populus ×tomentiglandulosa T.B.Lee;Populus alba L.;Populus glandulosa (Uyeki) Uyeki;10926774;3040233;3804444
Populus ×vernirubens A.Henry;Populus angulata Aiton;Populus trichocarpa Torr. & A.Gray ex Hook.;4934428;6363276;6362904
Populus ×wobstii R.I.Schröd., 1881;Populus candicans Aiton;Populus suaveolens Fisch. ex Poit. & A.Vilm.;8691702;3805639;11097573
Populus ×xiaohei T.S.Hwang & Y.Liang;Populus nigra Mill.;Populus simonii Carrière;3804138;8071885;3040231
Populus ×xiaozhuanica W.Y.Hsu & Y.Liang;Populus nigra var. italica Münchh.;Populus simonii Carrière;3804131;8154049;3040231
Populus alaschanica Kom.;Populus przewalskii Maxim.;Populus tremula L.;3806609;7266727;3040249
Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw;Populus balsamifera L.;Populus trichocarpa Torr. & A.Gray ex Hook.;3806052;3040184;6362904
Populus charkowiensis R.I.Schröd.;Populus nigra L.;Populus pyramidalis Rozier;3805430;3040227;7670982
Populus maximowiczii x trichocarpa;Populus maximowiczii A.Henry;Populus trichocarpa Torr. & A.Gray ex Hook.;10517110;3803497;6362904
Potamogeton ×aemulans Z.Kaplan, Hellq. & Fehrer;Potamogeton bicupulatus Fernald;Potamogeton epihydrus Raf.;7497140;5301229;5301148
Potamogeton ×assidens Z.Kaplan, Zalewska-Gal. & Ronikier;Potamogeton nodosus Poir.;Potamogeton perfoliatus L.;8048559;5301233;5301200
Potamogeton ×belorussicus D.Dubovik;Potamogeton compressus L.;Potamogeton friesii Rupr.;9553471;7689610;5301204
Potamogeton ×clandestinus A.A.Bobrov, Zalewska-Gal. & Chemeris;Potamogeton crispus L.;Potamogeton natans L.;9541875;5301162;5301147
Potamogeton ×drepanoides Z.Kaplan;Potamogeton berchtoldii Fieber;Potamogeton oxyphyllus Miq.;9123429;6389089;5642125
Potamogeton ×haynesii Hellq. & G.E.Crow;Potamogeton strictifolius A.Benn.;Potamogeton zosteriformis Fernald;5301157;5301217;5301192
Potamogeton ×inbaensis Kadono;Potamogeton dentatus Hagstr.;Potamogeton malaianus Miq.;5642397;5642444;5642320
Potamogeton ×jacobsii Z.Kaplan, Fehrer & Hellq.;Potamogeton crispus L.;Potamogeton ochreatus Raoul;7480449;5301162;7289647
Potamogeton ×khuzestanicus S.Abbasi, Afsharz. & Dinarvand;Potamogeton crispus L.;Potamogeton pusillus L.;10840968;5301162;8351789
Potamogeton ×kyushuensis Kadono & Wiegleb;Potamogeton maackianus A.Benn.;Potamogeton oxyphyllus Miq.;5642212;5642407;5642125
Potamogeton ×lintonii Fryer;Potamogeton crispus L.;Potamogeton friesii Rupr.;7854675;5301162;5301204
Potamogeton ×luxurians Z.Kaplan;Potamogeton amplifolius Tuck.;Potamogeton illinoensis Morong;9373822;5301159;5301138
Potamogeton ×maemetsiae Zalewska-Gal. & Ronikier;Potamogeton friesii Rupr.;Potamogeton rutilus Wolfg.;8156382;5301204;8295923
Potamogeton ×mariensis Papch.;Potamogeton biformis Hagstr.;Potamogeton nodosus Poir.;5642288;5642478;5301233
Potamogeton ×mirabilis Z.Kaplan, Hellq. & Fehrer;Potamogeton gramineus L.;Potamogeton oakesianus J.W.Robbins ex A.Gray, 1867;8307304;5301183;7650500
Potamogeton ×serrulifer Z.Kaplan;Potamogeton crispus L.;Potamogeton schweinfurthii A.Benn.;9077892;5301162;5642195
Potamogeton ×tosaensis Kadono, Horii & T.Yaman.;Potamogeton octandrus Poir.;Potamogeton pusillus L.;10818230;7289642;8351789
Potamogeton ×versicolor Z.Kaplan, Hellq. & Fehrer;Potamogeton epihydrus Raf.;Potamogeton perfoliatus L.;7960817;5301148;5301200
Potamogeton biformoides Papch.;Potamogeton biformis Hagstr.;Potamogeton graminifolius (Fr.) Benkö;5642470;5642478;5642092
Potamogeton crispus var. obtusifolius Fieber;Potamogeton crispus L.;Potamogeton obtusifolius Mert. & W.D.J.Koch;9274681;5301162;5301231
Potamogeton natans x nodosus;Potamogeton natans L.;Potamogeton nodosus Poir.;10481959;5301147;5301233
Potamogeton natans x polygonifolius;Potamogeton natans L.;Potamogeton polygonifolius Pourr.;9842840;5301147;5301226
Potamogeton obtusifolius f. latifolius Fieber, 1838;Potamogeton latifolius Cham. & Schltdl., 1827;Potamogeton obtusifolius Mert. & W.D.J.Koch;5641998;7721251;5301231
Potentilla ×ala-arczae Soják;Potentilla hololeuca Boiss. ex Lehm.;Potentilla multifida L.;5369084;5368584;8416400
Potentilla ×aleutica Soják;Potentilla hyparctica Malte;Potentilla villosa Beck;5368513;5367620;7538512
Potentilla ×arctoalaskensis Jurtzev;Potentilla arenosa (Turcz.) Juz.;Potentilla litoralis Rydb.;5365744;5369125;6368584
Potentilla ×aurantiaca Soják;Potentilla gerardiana Lindl.;Potentilla nepalensis Hook.;7951505;5367262;5367214
Potentilla ×borealis Soják;Potentilla anachoretica Soják;Potentilla arenosa (Turcz.) Juz.;5367826;5366159;5369125
Potentilla ×boreocaucasica Kechaykin;Potentilla humifusa Willd. ex Schltdl.;Potentilla incana G.Gaertn., B.Mey. & Scherb.;10720561;5366623;5365655
Potentilla ×burduja Prodan & Ţopa, 1950;Potentilla argentea L.;Potentilla thuringiaca Bernh. ex Link;5598247;8011540;7960595
Potentilla ×burjatica Soják;Potentilla arenosa (Turcz.) Juz.;Potentilla tergemina Soják;5366944;5369125;5368354
Potentilla ×cavarnana Prodan;Potentilla hirta L.;Potentilla taurica Willd. ex Schltdl.;5367642;5365512;5366548
Potentilla ×chamaeleo Soják;Potentilla crebridens Juz.;Potentilla pamirica Th.Wolf;5366907;6368994;5366516
Potentilla ×chemalensis Kechaykin;Potentilla chrysantha Trevir.;Potentilla tanacetifolia Willd. ex D.F.K.Schltdl.;10580596;5366938;5367674
Potentilla ×echizenensis Naruh. & Tak.Sato;Potentilla freyniana Bornm.;Potentilla toyamensis Naruh. & T.Sato;7970934;5366691;5366677
Potentilla ×gabarae Kolodziejek;Potentilla incana G.Gaertn., B.Mey. & Scherb.;Potentilla leucopolitana P.J.Müll. ex F.W.Schultz;7826618;5365655;7436088
Potentilla ×gorodkovii Jurtzev;Potentilla nivea L.;Potentilla uniflora Ledeb.;5368935;5366510;5368869
Potentilla ×habievii Kechaykin;Potentilla exuta Soják;Potentilla multifida L.;9621550;5367061;8416400
Potentilla ×insularis Soják;Potentilla chamissonis Hultén;Potentilla lyngei Jurtzev & Soják;5366804;8969497;5368462
Potentilla ×jakovlevii Kechaykin & Shmakov;Potentilla chrysantha Trevir.;Potentilla longifolia Willd. ex Schltdl.;9465584;5366938;5365820
Potentilla ×lenae Soják;Potentilla arenosa (Turcz.) Juz.;Potentilla conferta Bunge;5366921;5369125;5365415
Potentilla ×masakii Naruh.;Potentilla riparia Murata;Potentilla sprengeliana Hassk.;5368372;5368373;7724178
Potentilla ×microcontigua H.Ikeda & H.Ohba;Potentilla contigua Soják;Potentilla microphylla (Tratt.) Zimmeter;5369036;5365910;7919356
Potentilla ×micropeduncularis H.Ikeda & H.Ohba;Potentilla microphylla (Tratt.) Zimmeter;Potentilla peduncularis var. ganeshii H.Ikeda & H.Ohba;5367392;7919356;5367076
Potentilla ×moeszii Jáv. ex Prodan;Potentilla adscendens Waldst. & Kit. ex Willd.;Potentilla thuringiaca Bernh. ex Link;8327145;8233744;7960595
Potentilla ×nebulosa Danihelka & Soják;Potentilla chrysantha Trevir.;Potentilla pensylvanica L.;7404738;5366938;5368602
Potentilla ×nicolitiela Prodan;Potentilla hirta var. pedata (Willd. ex Spreng.) W.D.J.Koch;Potentilla taurica var. callieri Th.Wolf;5367649;6286523;7378902
Potentilla ×pantotricha Soják;Potentilla gorokana Kalkman;Potentilla philippinensis Merr.;7572037;5367110;5366740
Potentilla ×peyritschii Zimmeter;Potentilla aurea L.;Potentilla grandiflora L.;8063484;5365496;5366106
Potentilla ×polyjosephiana H.Ikeda & H.Ohba;Potentilla josephiana H.Ikeda & H.Ohba;Potentilla polyphylla Wall. ex Lehm.;5368512;5367636;5368432
Potentilla ×porciusii Prodan;Potentilla adscendens Waldst. & Kit. ex Willd.;Potentilla thuringiaca var. elongata (Goldb. ex Ser.) Th.Wolf;5365873;8233744;5367159
Potentilla ×protea Soják;Potentilla crantzii (Crantz) Beck ex Lindm.;Potentilla hyparctica Malte;5369117;8153616;5367620
Potentilla ×rhipidophylla Soják;Potentilla crebridens Juz.;Potentilla multifida Pall.;5366808;6368994;8077813
Potentilla ×rosea Mabb.;Potentilla ×ananassa (Duchesne ex Weston) Mabb.;Potentilla palustris (L.) Scop.;5365565;5370530;5368212
Potentilla ×safronoviae Jurtzev & Soják;Potentilla hyparctica Malte;Potentilla pulchella R.Br.;5367884;5367620;5365824
Potentilla ×savulescui Prodan;Potentilla adscendens f. fallax;Potentilla argentea L.;5368525;5369265;8011540
Potentilla ×scandica Soják;Potentilla crantzii (Crantz) Beck ex Lindm.;Potentilla gelida C.A.Mey.;5366294;8153616;5366219
Potentilla ×solitaria Soják;Potentilla asiatica (Th.Wolf) Juz.;Potentilla fedtschenkoana Siegfr. ex Th.Wolf;7819667;5367940;5367032
Potentilla ×tolmatchevii Jurtzev & Soják;Potentilla arenosa (Turcz.) Juz.;Potentilla pulchella R.Br.;5368969;5369125;5365824
Potentilla ×tomentulosa Jurtzev;Potentilla arenosa (Turcz.) Juz.;Potentilla nivea L.;5369128;5369125;5366510
Potentilla ×tschaunensis Juz. ex Jurtzev;Potentilla anachoretica Soják;Potentilla nivea L.;5366477;5366159;5366510
Potentilla ×tundricola Soják;Potentilla hyparctica Malte;Potentilla litoralis Rydb.;8244106;5367620;6368584
Potentilla ×turdensis Prodan;Potentilla argentea L.;Potentilla buschakii Bl;5368454;8011540;7557133
Potentilla ×vanzhilii Gundegmaa & Kechaykin;Potentilla multifida L.;Potentilla nivea L.;10067886;8416400;5366510
Potentilla alba x sterilis;Potentilla alba L.;Potentilla sterilis (L.) Garcke;10506730;5367987;5366922
Potentilla argentea var. canescens (Besser) Fiori;Potentilla argentea L.;Potentilla canescens Besser;5366023;8011540;5365646
Potentilla argentea var. erecta J.J.Schmitz & Regel;Potentilla argentea L.;Potentilla erecta (L.) Raeusch.;12121500;8011540;5365576
