verbatim;source;edited;type;edited2;usageKey;acceptedUsageKey;parent1;parent2;parent1_usageKey;parent1_acceptedUsageKey;parent2_usageKey;parent2_acceptedUsageKey
Dianthus carthusianorum × deltoides;florkart;Dianthus carthusianorum × deltoides;formula;Dianthus carthusianorum × deltoides;10230008;10230008;Dianthus carthusianorum;Dianthus deltoides;8400876;8400876;3085424;3085424
Dianthus carthusianorum × seguieri;florkart;Dianthus carthusianorum × seguieri;formula;Dianthus carthusianorum × seguieri;10301950;9986283;Dianthus carthusianorum;Dianthus seguieri;8400876;8400876;3085423;3085423
Dianthus deltoides × superbus;florkart;Dianthus deltoides × superbus;formula;Dianthus deltoides × superbus;10598474;10598474;Dianthus deltoides;Dianthus superbus;3085424;3085424;6363496;6363496
Dipsacus fullonum × laciniatus;florkart;Dipsacus fullonum × laciniatus;formula;Dipsacus fullonum × laciniatus;10434036;10434036;Dipsacus fullonum;Dipsacus laciniatus;8435025;8435025;2888814;2888814
Drosera anglica × intermedia;florkart;Drosera anglica × intermedia;formula;Drosera anglica × intermedia;10619333;10619333;Drosera anglica;Drosera intermedia;3190932;3190932;3191157;3191157
Drosera intermedia × rotundifolia;florkart;Drosera intermedia × rotundifolia;formula;Drosera intermedia × rotundifolia;10460645;10460645;Drosera intermedia;Drosera rotundifolia;3191157;3191157;3191030;3191030
Drosera × obovata Mert. & W. D. J. Koch;florkart;Drosera × obovata Mert. & W. D. J. Koch;name;Drosera ×obovata Mert. & W. D. J. Koch;3190848;3190848;NA;NA;NA;NA;NA;NA
Dryopteris carthusiana × remota;florkart;Dryopteris carthusiana × remota;formula;Dryopteris carthusiana × remota;NA;NA;Dryopteris carthusiana;Dryopteris remota;5275149;5275149;7904069;7904069
Dryopteris dilatata × expansa;florkart;Dryopteris dilatata × expansa;formula;Dryopteris dilatata × expansa;10465490;10465490;Dryopteris dilatata;Dryopteris expansa;5275103;5275103;5275102;5275102
Dryopteris carthusiana × filix-mas;florkart;Dryopteris carthusiana × filix-mas;formula;Dryopteris carthusiana × filix-mas;10296662;10296662;Dryopteris carthusiana;Dryopteris filix-mas;5275149;5275149;5275132;5275132
Dryopteris filix-mas × pseudodisjuncta;florkart;Dryopteris filix-mas × pseudodisjuncta;formula;Dryopteris filix-mas × pseudodisjuncta;11583738;11583738;Dryopteris filix-mas;Dryopteris pseudodisjuncta;5275132;5275132;5656895;5656895
Dryopteris cambrensis × filix-mas;florkart;Dryopteris cambrensis × filix-mas;formula;Dryopteris cambrensis × filix-mas;NA;NA;Dryopteris cambrensis;Dryopteris filix-mas;7319502;7319502;5275132;5275132
Dryopteris borreri × filix-mas;florkart;Dryopteris borreri × filix-mas;formula;Dryopteris borreri × filix-mas;11830559;11830559;Dryopteris borreri;Dryopteris filix-mas;7506120;7506120;5275132;5275132
Dryopteris carthusiana × expansa;florkart;Dryopteris carthusiana × expansa;formula;Dryopteris carthusiana × expansa;10067318;10067318;Dryopteris carthusiana;Dryopteris expansa;5275149;5275149;5275102;5275102
Elymus aenaeanus × laxulus;florkart;Elymus aenaeanus × laxulus;formula;Elymus aenaeanus × laxulus;9930795;9930795;Elymus aenaeanus;Elymus laxulus;8269481;8269481;8062026;8766300
Elymus aenaeanus × repens;florkart;Elymus aenaeanus × repens;formula;Elymus aenaeanus × repens;10264310;10264310;Elymus aenaeanus;Elymus repens;8269481;8269481;5290299;5290299
Elymus campestris × repens;florkart;Elymus campestris × repens;formula;Elymus campestris × repens;10081211;10081211;Elymus campestris;Elymus repens;4112043;5671967;5290299;5290299
Elymus laxulus × repens;florkart;Elymus laxulus × repens;formula;Elymus laxulus × repens;10113336;10113336;Elymus laxulus;Elymus repens;8062026;8766300;5290299;5290299
Epilobium × aggregatum Čelak.;florkart;Epilobium × aggregatum Čelak.;name;Epilobium ×aggregatum Čelak.;3664013;3664013;NA;NA;NA;NA;NA;NA
Epilobium × amphibolum Hausskn.;florkart;Epilobium × amphibolum Hausskn.;name;Epilobium ×amphibolum Hausskn.;3663757;3663757;NA;NA;NA;NA;NA;NA
Epilobium roseum × tetragonum;florkart;Epilobium roseum × tetragonum;formula;Epilobium roseum × tetragonum;9799883;9799883;Epilobium roseum;Epilobium tetragonum;3666800;3666800;7322563;7322563
Epilobium × brachiatum Čelak.;florkart;Epilobium × brachiatum Čelak.;name;Epilobium ×brachiatum Čelak.;3667349;3667349;NA;NA;NA;NA;NA;NA
Epilobium collinum × lanceolatum;florkart;Epilobium collinum × lanceolatum;formula;Epilobium collinum × lanceolatum;10021038;10021038;Epilobium collinum;Epilobium lanceolatum;3666788;3666788;6427899;6427899
Epilobium collinum × palustre;florkart;Epilobium collinum × palustre;formula;Epilobium collinum × palustre;9804569;9804569;Epilobium collinum;Epilobium palustre;3666788;3666788;3189080;3189080
Epilobium × dasycarpum Fr.;florkart;Epilobium × dasycarpum Fr.;name;Epilobium ×dasycarpum Fr.;3666522;3666522;NA;NA;NA;NA;NA;NA
Epilobium × erroneum Hausskn.;florkart;Epilobium × erroneum Hausskn.;name;Epilobium ×erroneum Hausskn.;3666136;3666136;NA;NA;NA;NA;NA;NA
Epilobium ciliatum × parviflorum;florkart;Epilobium ciliatum × parviflorum;formula;Epilobium ciliatum × parviflorum;9949999;9949999;Epilobium ciliatum;Epilobium parviflorum;9188840;9188840;3189157;3189157
Epilobium ciliatum × palustre;florkart;Epilobium ciliatum × palustre;formula;Epilobium ciliatum × palustre;10254130;10254130;Epilobium ciliatum;Epilobium palustre;9188840;9188840;3189080;3189080
Epilobium × haussknechtianum Borbás;florkart;Epilobium × haussknechtianum Borbás;name;Epilobium ×haussknechtianum Borbás;3665370;3665370;NA;NA;NA;NA;NA;NA
Epilobium × haynaldianum Hausskn.;florkart;Epilobium × haynaldianum Hausskn.;name;Epilobium ×haynaldianum Hausskn.;3665365;3665365;NA;NA;NA;NA;NA;NA
Epilobium × hectori-leveilleanum Thell.;florkart;Epilobium × hectori-leveilleanum Thell.;name;Epilobium ×hectori-leveilleanum Thell.;3665355;3665355;NA;NA;NA;NA;NA;NA
Epilobium montanum × roseum;florkart;Epilobium montanum × roseum;formula;Epilobium montanum × roseum;9812290;9812290;Epilobium montanum;Epilobium roseum;3664083;3664083;3666800;3666800
Epilobium hirsutum × lamyi;florkart;Epilobium hirsutum × lamyi;formula;Epilobium hirsutum × lamyi;9895158;9895158;Epilobium hirsutum;Epilobium lamyi;3189172;3189172;3664802;3664802
Epilobium ciliatum × lamyi;florkart;Epilobium ciliatum × lamyi;formula;Epilobium ciliatum × lamyi;10380417;10380417;Epilobium ciliatum;Epilobium lamyi;9188840;9188840;3664802;3664802
Epilobium ciliatum × montanum;florkart;Epilobium ciliatum × montanum;formula;Epilobium ciliatum × montanum;10091360;10091360;Epilobium ciliatum;Epilobium montanum;9188840;9188840;3664083;3664083
Epilobium × limosum Schur;florkart;Epilobium × limosum Schur;name;Epilobium ×limosum Schur;3664599;3664599;NA;NA;NA;NA;NA;NA
Epilobium ciliatum × tetragonum;florkart;Epilobium ciliatum × tetragonum;formula;Epilobium ciliatum × tetragonum;10302681;10302681;Epilobium ciliatum;Epilobium tetragonum;9188840;9188840;7322563;7322563
Epilobium ciliatum × roseum;florkart;Epilobium ciliatum × roseum;formula;Epilobium ciliatum × roseum;9716105;9716105;Epilobium ciliatum;Epilobium roseum;9188840;9188840;3666800;3666800
Epilobium × persicinum Rchb.;florkart;Epilobium × persicinum Rchb.;name;Epilobium ×persicinum Rchb.;3667299;3667299;NA;NA;NA;NA;NA;NA
Epilobium × pseudotrigonum Borbás;florkart;Epilobium × pseudotrigonum Borbás;name;Epilobium ×pseudotrigonum Borbás;3667110;3667110;NA;NA;NA;NA;NA;NA
Epilobium × rivulare Wahlenb.;florkart;Epilobium × rivulare Wahlenb.;name;Epilobium ×rivulare Wahlenb.;7571685;7571685;NA;NA;NA;NA;NA;NA
Epilobium obscurum × palustre;florkart;Epilobium obscurum × palustre;formula;Epilobium obscurum × palustre;9826158;9826158;Epilobium obscurum;Epilobium palustre;3189152;3189152;3189080;3189080
Epilobium × similatum Hausskn.;florkart;Epilobium × similatum Hausskn.;name;Epilobium ×similatum Hausskn.;8249498;8249498;NA;NA;NA;NA;NA;NA
Epilobium ciliatum × obscurum;florkart;Epilobium ciliatum × obscurum;formula;Epilobium ciliatum × obscurum;10338293;10338293;Epilobium ciliatum;Epilobium obscurum;9188840;9188840;3189152;3189152
Epipactis atrorubens × microphylla;florkart;Epipactis atrorubens × microphylla;formula;Epipactis atrorubens × microphylla;NA;NA;Epipactis atrorubens;Epipactis microphylla;5318958;5318958;5318948;5318948
Epipactis helleborine × microphylla;florkart;Epipactis helleborine × microphylla;formula;Epipactis helleborine × microphylla;NA;NA;Epipactis helleborine;Epipactis microphylla;8998684;8998684;5318948;5318948
Epipactis helleborine × muelleri;florkart;Epipactis helleborine × muelleri;formula;Epipactis helleborine × muelleri;NA;NA;Epipactis helleborine;Epipactis muelleri;8998684;8998684;5319022;5319022
Epipactis helleborine × purpurata;florkart;Epipactis helleborine × purpurata;formula;Epipactis helleborine × purpurata;10124110;10124110;Epipactis helleborine;Epipactis purpurata;8998684;8998684;5318906;5318906
Epipactis leptochila × muelleri;florkart;Epipactis leptochila × muelleri;formula;Epipactis leptochila × muelleri;NA;NA;Epipactis leptochila;Epipactis muelleri;5319049;5319049;5319022;5319022
Epipactis leptochila × purpurata;florkart;Epipactis leptochila × purpurata;formula;Epipactis leptochila × purpurata;NA;NA;Epipactis leptochila;Epipactis purpurata;5319049;5319049;5318906;5318906
Epipactis atrorubens × helleborine;florkart;Epipactis atrorubens × helleborine;formula;Epipactis atrorubens × helleborine;10275091;10275091;Epipactis atrorubens;Epipactis helleborine;5318958;5318958;8998684;8998684
Equisetum pratense × sylvaticum;florkart;Equisetum pratense × sylvaticum;formula;Equisetum pratense × sylvaticum;10030618;10030618;Equisetum pratense;Equisetum sylvaticum;2687942;2687942;2687929;2687929
Erigeron acris × canadensis;florkart;Erigeron acris × canadensis;formula;Erigeron acris × canadensis;NA;NA;Erigeron acris;Erigeron canadensis;3147080;3147080;3146791;3146791
Erigeron acris × droebachiensis;florkart;Erigeron acris × droebachiensis;formula;Erigeron acris × droebachiensis;NA;NA;Erigeron acris;Erigeron droebachiensis;3147080;3147080;6077032;6077032
Erigeron acris × angulosus;florkart;Erigeron acris × angulosus;formula;Erigeron acris × angulosus;10202845;10084881;Erigeron acris;Erigeron angulosus;3147080;3147080;6063948;6063948
Erigeron canadensis × acris;florkart;Erigeron canadensis × acris;formula;Erigeron canadensis × acris;NA;NA;Erigeron canadensis;Erigeron acris;3146791;3146791;3147080;3147080
Eriophorum angustifolium × latifolium;florkart;Eriophorum angustifolium × latifolium;formula;Eriophorum angustifolium × latifolium;10478746;10478746;Eriophorum angustifolium;Eriophorum latifolium;2730127;2730127;2730210;2730210
Erysimum cheiri (L.) Crantz;florkart;Erysimum cheiri (L.) Crantz;name;Erysimum cheiri (L.) Crantz;3048203;3048203;NA;NA;NA;NA;NA;NA
Euphorbia cyparissias × lucida;florkart;Euphorbia cyparissias × lucida;formula;Euphorbia cyparissias × lucida;NA;NA;Euphorbia cyparissias;Euphorbia lucida;3070106;3070106;3069370;3069370
Euphorbia cyparissias × esula;florkart;Euphorbia cyparissias × esula;formula;Euphorbia cyparissias × esula;10020369;10020369;Euphorbia cyparissias;Euphorbia esula;3070106;3070106;8203538;8203538
Euphrasia nemorosa × stricta;florkart;Euphrasia nemorosa × stricta;formula;Euphrasia nemorosa × stricta;9825678;9825678;Euphrasia nemorosa;Euphrasia stricta;3171964;3171964;3171980;3171980
Euphrasia × haussknechtii Wettst.;florkart;Euphrasia × haussknechtii Wettst.;name;Euphrasia ×haussknechtii Wettst.;7690027;7690027;NA;NA;NA;NA;NA;NA
Euphrasia micrantha × nemorosa;florkart;Euphrasia micrantha × nemorosa;formula;Euphrasia micrantha × nemorosa;10474510;10474510;Euphrasia micrantha;Euphrasia nemorosa;3171979;3171979;3171964;3171964
Euphrasia minima × officinalis;florkart;Euphrasia minima × officinalis;formula;Euphrasia minima × officinalis;NA;NA;Euphrasia minima;Euphrasia officinalis;7989064;7989064;8106874;8106874
Euphrasia nemorosa × officinalis;florkart;Euphrasia nemorosa × officinalis;formula;Euphrasia nemorosa × officinalis;NA;NA;Euphrasia nemorosa;Euphrasia officinalis;3171964;3171964;8106874;8106874
Euphrasia officinalis × stricta;florkart;Euphrasia officinalis × stricta;formula;Euphrasia officinalis × stricta;NA;NA;Euphrasia officinalis;Euphrasia stricta;8106874;8106874;3171980;3171980
Euphrasia salisburgensis × stricta;florkart;Euphrasia salisburgensis × stricta;formula;Euphrasia salisburgensis × stricta;10218869;10218869;Euphrasia salisburgensis;Euphrasia stricta;3171959;3171959;3171980;3171980
Festuca gigantea × Lolium perenne;florkart;Festuca gigantea × Lolium perenne;formula;Festuca gigantea × Lolium perenne;10391783;9996772;Festuca gigantea;Lolium perenne;NA;NA;2706241;2706241
Festuca gigantea × pratensis;florkart;Festuca gigantea × pratensis;formula;Festuca gigantea × pratensis;10660827;9829253;Festuca gigantea;Festuca pratensis;NA;NA;NA;NA
Festuca pratensis × Lolium perenne;florkart;Festuca pratensis × Lolium perenne;formula;Festuca pratensis × Lolium perenne;10233696;10630194;Festuca pratensis;Lolium perenne;NA;NA;2706241;2706241
Festuca pratensis × Lolium multiflorum;florkart;Festuca pratensis × Lolium multiflorum;formula;Festuca pratensis × Lolium multiflorum;10042643;10001562;Festuca pratensis;Lolium multiflorum;NA;NA;4129708;4129708
Filago arvensis × vulgaris;florkart;Filago arvensis × vulgaris;formula;Filago arvensis × vulgaris;NA;NA;Filago arvensis;Filago vulgaris;3115875;3115875;3115858;7533148
Fragaria × intermedia Bach;florkart;Fragaria × intermedia Bach;name;Fragaria ×intermedia Bach;8117305;9968879;NA;NA;NA;NA;NA;NA
Fragaria moschata × viridis;florkart;Fragaria moschata × viridis;formula;Fragaria moschata × viridis;9813708;9813708;Fragaria moschata;Fragaria viridis;8350369;8350369;8400458;8400458
Gagea lutea × pratensis;florkart;Gagea lutea × pratensis;formula;Gagea lutea × pratensis;9967213;9967213;Gagea lutea;Gagea pratensis;5300245;5300245;5300102;5300102
Gagea minima × villosa;florkart;Gagea minima × villosa;formula;Gagea minima × villosa;NA;NA;Gagea minima;Gagea villosa;5300136;5300136;5300296;5300296
Galanthus elwesii × nivalis;florkart;Galanthus elwesii × nivalis;formula;Galanthus elwesii × nivalis;10528516;10528516;Galanthus elwesii;Galanthus nivalis;2855398;2855398;2855356;2855356
Galeopsis pubescens × tetrahit;florkart;Galeopsis pubescens × tetrahit;formula;Galeopsis pubescens × tetrahit;10210466;10210466;Galeopsis pubescens;Galeopsis tetrahit;5341310;5341310;5341300;5341300
Galeopsis angustifolia × ladanum;florkart;Galeopsis angustifolia × ladanum;formula;Galeopsis angustifolia × ladanum;NA;NA;Galeopsis angustifolia;Galeopsis ladanum;5341306;5341306;5341309;5341309
Galeopsis bifida × pubescens;florkart;Galeopsis bifida × pubescens;formula;Galeopsis bifida × pubescens;9834007;9834007;Galeopsis bifida;Galeopsis pubescens;5341303;5341303;5341310;5341310
Galeopsis ladanum × segetum;florkart;Galeopsis ladanum × segetum;formula;Galeopsis ladanum × segetum;NA;NA;Galeopsis ladanum;Galeopsis segetum;5341309;5341309;5341308;5341308
Galeopsis bifida × tetrahit;florkart;Galeopsis bifida × tetrahit;formula;Galeopsis bifida × tetrahit;10482909;10482909;Galeopsis bifida;Galeopsis tetrahit;5341303;5341303;5341300;5341300
Galeopsis speciosa × tetrahit;florkart;Galeopsis speciosa × tetrahit;formula;Galeopsis speciosa × tetrahit;9740998;9740998;Galeopsis speciosa;Galeopsis tetrahit;5341305;5341305;5341300;5341300
Galinsoga ciliata × parviflora;florkart;Galinsoga ciliata × parviflora;formula;Galinsoga ciliata × parviflora;10444859;10238522;Galinsoga ciliata;Galinsoga parviflora;3132590;8298495;3132570;3132570
Galium album × boreale;florkart;Galium album × boreale;formula;Galium album × boreale;NA;NA;Galium album;Galium boreale;2913931;2913931;2914338;2914338
Galium album × glaucum;florkart;Galium album × glaucum;formula;Galium album × glaucum;NA;NA;Galium album;Galium glaucum;2913931;2913931;2914515;2914515
Galium album × sylvaticum;florkart;Galium album × sylvaticum;formula;Galium album × sylvaticum;10074135;10074135;Galium album;Galium sylvaticum;2913931;2913931;2913288;2913288
Galium album × wirtgenii;florkart;Galium album × wirtgenii;formula;Galium album × wirtgenii;10458581;10458581;Galium album;Galium wirtgenii;2913931;2913931;2914405;2914404
Galium aristatum × sylvaticum;florkart;Galium aristatum × sylvaticum;formula;Galium aristatum × sylvaticum;NA;NA;Galium aristatum;Galium sylvaticum;2913280;2913280;2913288;2913288
Gentianella campestris × germanica;florkart;Gentianella campestris × germanica;formula;Gentianella campestris × germanica;10481476;10481476;Gentianella campestris;Gentianella germanica;7270427;7270427;7539382;7539382
Geranium endressii × macrorrhizum;florkart;Geranium endressii × macrorrhizum;formula;Geranium endressii × macrorrhizum;NA;NA;Geranium endressii;Geranium macrorrhizum;2890502;2890502;2891079;2891079
Geranium pusillum × pyrenaicum;florkart;Geranium pusillum × pyrenaicum;formula;Geranium pusillum × pyrenaicum;10021106;10021106;Geranium pusillum;Geranium pyrenaicum;2890212;2890212;2890122;2890122
Geum rivale × urbanum;florkart;Geum rivale × urbanum;formula;Geum rivale × urbanum;9648905;9648905;Geum rivale;Geum urbanum;5369701;5369701;5369652;5369652
Glyceria declinata × fluitans;florkart;Glyceria declinata × fluitans;formula;Glyceria declinata × fluitans;10592764;10592764;Glyceria declinata;Glyceria fluitans;2705488;2705488;2705495;2705495
Gnaphalium norvegicum × sylvaticum;florkart;Gnaphalium norvegicum × sylvaticum;formula;Gnaphalium norvegicum × sylvaticum;10612079;10612079;Gnaphalium norvegicum;Gnaphalium sylvaticum;7982510;7982510;7995437;7995437
Gymnadenia densiflora (Wahlenb.) A. Dietr.;florkart;Gymnadenia densiflora (Wahlenb.) A. Dietr.;name;Gymnadenia densiflora (Wahlenb.) A. Dietr.;2840425;2840425;NA;NA;NA;NA;NA;NA
Gymnadenia conopsea × Pseudorchis albida;florkart;Gymnadenia conopsea × Pseudorchis albida;formula;Gymnadenia conopsea × Pseudorchis albida;10506356;10506356;Gymnadenia conopsea;Pseudorchis albida;7845022;7845022;2787993;2787993
Gymnadenia odoratissima × Nigritella nigra;florkart;Gymnadenia odoratissima × Nigritella nigra;formula;Gymnadenia odoratissima × Nigritella nigra;NA;NA;Gymnadenia odoratissima;Nigritella nigra;2840474;2840474;5323955;2840590
Sorbus aria × aucuparia;florkart;Sorbus aria × aucuparia;formula;Sorbus aria × aucuparia;10127723;10127723;Sorbus aria;Sorbus aucuparia;NA;NA;3012167;3012167
Helianthus × multiflorus L.;florkart;Helianthus × multiflorus L.;name;Helianthus ×multiflorus L.;8279192;3119185;NA;NA;NA;NA;NA;NA
Heracleum mantegazzianum × sphondylium;florkart;Heracleum mantegazzianum × sphondylium;formula;Heracleum mantegazzianum × sphondylium;NA;NA;Heracleum mantegazzianum;Heracleum sphondylium;3034825;3034825;3034830;3034830
Holcus lanatus × mollis;florkart;Holcus lanatus × mollis;formula;Holcus lanatus × mollis;10298204;10298204;Holcus lanatus;Holcus mollis;2706164;2706164;2706163;2706163
Hypericum maculatum × tetrapterum;florkart;Hypericum maculatum × tetrapterum;formula;Hypericum maculatum × tetrapterum;10134367;10134367;Hypericum maculatum;Hypericum tetrapterum;6437017;6437017;6436469;6436469
Hypochaeris glabra × radicata;florkart;Hypochaeris glabra × radicata;formula;Hypochaeris glabra × radicata;9909259;9909259;Hypochaeris glabra;Hypochaeris radicata;3093911;3093911;3093702;3093702
Inula germanica × hirta;florkart;Inula germanica × hirta;formula;Inula germanica × hirta;NA;NA;Inula germanica;Inula hirta;NA;NA;NA;NA
Inula helvetica × salicina;florkart;Inula helvetica × salicina;formula;Inula helvetica × salicina;NA;NA;Inula helvetica;Inula salicina;8158984;8158984;8229935;8229935
Senecio aquaticus × jacobaea;florkart;Senecio aquaticus × jacobaea;formula;Senecio aquaticus × jacobaea;9915715;10809767;Senecio aquaticus;Senecio jacobaea;7908427;7908427;8965572;8965572
Juncus conglomeratus × effusus;florkart;Juncus conglomeratus × effusus;formula;Juncus conglomeratus × effusus;10074597;10074597;Juncus conglomeratus;Juncus effusus;2701418;2701418;2701311;2701311
Juncus bufonius × sphaerocarpus;florkart;Juncus bufonius × sphaerocarpus;formula;Juncus bufonius × sphaerocarpus;NA;NA;Juncus bufonius;Juncus sphaerocarpus;6413649;6413649;2701665;2701665
Juncus compressus × gerardii;florkart;Juncus compressus × gerardii;formula;Juncus compressus × gerardii;10053815;10053815;Juncus compressus;Juncus gerardii;2701599;2701599;NA;NA
Juncus × diffusus Hoppe;florkart;Juncus × diffusus Hoppe;name;Juncus ×diffusus Hoppe;4203925;4203925;NA;NA;NA;NA;NA;NA
Sorbus aria × torminalis;florkart;Sorbus aria × torminalis;formula;Sorbus aria × torminalis;11101407;9306058;Sorbus aria;Sorbus torminalis;NA;NA;3012567;9410160
Sorbus aria × chamaemespilus;florkart;Sorbus aria × chamaemespilus;formula;Sorbus aria × chamaemespilus;NA;NA;Sorbus aria;Sorbus chamaemespilus;NA;NA;3012470;3025093
Knautia arvensis × maxima;florkart;Knautia arvensis × maxima;formula;Knautia arvensis × maxima;NA;NA;Knautia arvensis;Knautia maxima;2888808;2888808;8269211;7301057
Lactuca serriola × virosa;florkart;Lactuca serriola × virosa;formula;Lactuca serriola × virosa;NA;NA;Lactuca serriola;Lactuca virosa;3140490;3140490;3140346;3140346
Lamium galeobdolon × montanum;florkart;Lamium galeobdolon × montanum;formula;Lamium galeobdolon × montanum;NA;NA;Lamium galeobdolon;Lamium montanum;2927324;2927324;7307994;7413964
Galeobdolon luteum × montanum;florkart;Galeobdolon luteum × montanum;formula;Galeobdolon luteum × montanum;NA;NA;Galeobdolon luteum;Galeobdolon montanum;7308427;7308052;3896167;7413964
Lamium × holsaticum E. H. L. Krause;florkart;Lamium × holsaticum E. H. L. Krause;name;Lamium ×holsaticum E. H. L. Krause;9275130;10566629;NA;NA;NA;NA;NA;NA
Larix decidua × kaempferi;florkart;Larix decidua × kaempferi;formula;Larix decidua × kaempferi;10622916;4938682;Larix decidua;Larix kaempferi;2686212;2686212;2686157;2686157
Festuca arundinacea × Lolium perenne;florkart;Festuca arundinacea × Lolium perenne;formula;Festuca arundinacea × Lolium perenne;NA;NA;Festuca arundinacea;Lolium perenne;NA;NA;2706241;2706241
Lolium multiflorum × perenne;florkart;Lolium multiflorum × perenne;formula;Lolium multiflorum × perenne;9990038;9990038;Lolium multiflorum;Lolium perenne;4129708;4129708;2706241;2706241
Luzula campestris × sudetica;florkart;Luzula campestris × sudetica;formula;Luzula campestris × sudetica;10369204;10369204;Luzula campestris;Luzula sudetica;2700828;2700828;2700802;2700802
Luzula congesta × multiflora;florkart;Luzula congesta × multiflora;formula;Luzula congesta × multiflora;NA;NA;Luzula congesta;Luzula multiflora;2700896;2700896;2700934;2700934
Malus domestica × sylvestris;florkart;Malus domestica × sylvestris;formula;Malus domestica × sylvestris;10488587;10488587;Malus domestica;Malus sylvestris;3001244;3001244;3001509;3001509
Malva neglecta × pusilla;florkart;Malva neglecta × pusilla;formula;Malva neglecta × pusilla;10117828;10117828;Malva neglecta;Malva pusilla;3152373;3152373;3152372;3152372
Marrubium creticum × vulgare;florkart;Marrubium creticum × vulgare;formula;Marrubium creticum × vulgare;NA;NA;Marrubium creticum;Marrubium vulgare;3881880;3905970;2927069;2927069
Marrubium peregrinum × vulgare;florkart;Marrubium peregrinum × vulgare;formula;Marrubium peregrinum × vulgare;NA;NA;Marrubium peregrinum;Marrubium vulgare;3905970;3905970;2927069;2927069
Melica nutans × picta;florkart;Melica nutans × picta;formula;Melica nutans × picta;NA;NA;Melica nutans;Melica picta;4118973;4118973;4116914;4116914
Melica nutans × uniflora;florkart;Melica nutans × uniflora;formula;Melica nutans × uniflora;NA;NA;Melica nutans;Melica uniflora;4118973;4118973;4116392;4116392
Melica ciliata × transsilvanica;florkart;Melica ciliata × transsilvanica;formula;Melica ciliata × transsilvanica;NA;NA;Melica ciliata;Melica transsilvanica;2703124;2703124;4125291;4125291
Melilotus albus × officinalis;florkart;Melilotus albus × officinalis;formula;Melilotus albus × officinalis;10342309;10342309;Melilotus albus;Melilotus officinalis;2971095;2971095;8193111;8193111
Mercurialis × paxii Graebn.;florkart;Mercurialis × paxii Graebn.;name;Mercurialis ×paxii Graebn.;3062964;3062964;NA;NA;NA;NA;NA;NA
Myosotis arenaria × ramosissima;florkart;Myosotis arenaria × ramosissima;formula;Myosotis arenaria × ramosissima;NA;NA;Myosotis arenaria;Myosotis ramosissima;5661592;5341190;7589756;7589756
Myosotis ramosissima × stricta;florkart;Myosotis ramosissima × stricta;formula;Myosotis ramosissima × stricta;10041870;10041870;Myosotis ramosissima;Myosotis stricta;7589756;7589756;5341190;5341190
Myosotis laxa × scorpioides;florkart;Myosotis laxa × scorpioides;formula;Myosotis laxa × scorpioides;NA;NA;Myosotis laxa;Myosotis scorpioides;5341182;5341182;5341184;5341184
Orchis tridentata × ustulata;florkart;Orchis tridentata × ustulata;formula;Orchis tridentata × ustulata;NA;NA;Orchis tridentata;Orchis ustulata;NA;NA;2812377;2812375
Orchis militaris × tridentata;florkart;Orchis militaris × tridentata;formula;Orchis militaris × tridentata;NA;NA;Orchis militaris;Orchis tridentata;2809968;2809968;NA;NA
Sorbus chamaemespilus × mougeotii;florkart;Sorbus chamaemespilus × mougeotii;formula;Sorbus chamaemespilus × mougeotii;9858973;9858973;Sorbus chamaemespilus;Sorbus mougeotii;3012470;3025093;7393765;7393765
Nymphaea alba × candida;florkart;Nymphaea alba × candida;formula;Nymphaea alba × candida;9603058;9603058;Nymphaea alba;Nymphaea candida;2882437;2882437;3697615;3697615
Oenothera biennis × ersteinensis;florkart;Oenothera biennis × ersteinensis;formula;Oenothera biennis × ersteinensis;NA;NA;Oenothera biennis;Oenothera ersteinensis;3188924;3188924;3666776;3666776
Oenothera biennis × issleri;florkart;Oenothera biennis × issleri;formula;Oenothera biennis × issleri;NA;NA;Oenothera biennis;Oenothera issleri;3188924;3188924;7322373;7322373
Oenothera biennis × suaveolens;florkart;Oenothera biennis × suaveolens;formula;Oenothera biennis × suaveolens;NA;NA;Oenothera biennis;Oenothera suaveolens;3188924;3188924;8302634;8302634
Oenothera biennis × subterminalis;florkart;Oenothera biennis × subterminalis;formula;Oenothera biennis × subterminalis;NA;NA;Oenothera biennis;Oenothera subterminalis;3188924;3188924;3664677;3664677
Oenothera issleri Renner ex Rostański;florkart;Oenothera issleri Renner ex Rostański;name;Oenothera issleri Renner ex Rostański;7322373;7322373;NA;NA;NA;NA;NA;NA
Oenothera ersteinensis × fallax;florkart;Oenothera ersteinensis × fallax;formula;Oenothera ersteinensis × fallax;NA;NA;Oenothera ersteinensis;Oenothera fallax;3666776;3666776;7915783;7915783
Oenothera fallax × suaveolens;florkart;Oenothera fallax × suaveolens;formula;Oenothera fallax × suaveolens;NA;NA;Oenothera fallax;Oenothera suaveolens;7915783;7915783;8302634;8302634
Ophrys apifera × holoserica;florkart;Ophrys apifera × holoserica;formula;Ophrys apifera × holoserica;10591234;10591234;Ophrys apifera;Ophrys holoserica;2792998;2792998;8922104;2792998
Ophrys apifera × insectifera;florkart;Ophrys apifera × insectifera;formula;Ophrys apifera × insectifera;9942324;9942324;Ophrys apifera;Ophrys insectifera;2792998;2792998;2792588;2792588
Ophrys araneola × insectifera;florkart;Ophrys araneola × insectifera;formula;Ophrys araneola × insectifera;10194937;10194937;Ophrys araneola;Ophrys insectifera;9087404;9087404;2792588;2792588
