verbatim;source;edited;type;parent
Galium album × sylvaticum;florkart;Galium album × sylvaticum;formula;Galium album
Galium album × sylvaticum;florkart;Galium album × sylvaticum;formula;Galium sylvaticum
Galium album × wirtgenii;florkart;Galium album × wirtgenii;formula;Galium album
Galium album × wirtgenii;florkart;Galium album × wirtgenii;formula;Galium wirtgenii
Galium aristatum × sylvaticum;florkart;Galium aristatum × sylvaticum;formula;Galium aristatum
Galium aristatum × sylvaticum;florkart;Galium aristatum × sylvaticum;formula;Galium sylvaticum
Galium × carmineum P. Beauv.;florkart;Galium ×carmineum P. Beauv.;name;NA
Galium pomeranicum Retz.;florkart;Galium pomeranicum Retz.;formula;NA
Gentiana × spuria Lebert;florkart;Gentiana ×spuria Lebert;name;NA
Gentianella campestris × germanica;florkart;Gentianella campestris × germanica;formula;Gentianella campestris
Gentianella campestris × germanica;florkart;Gentianella campestris × germanica;formula;Gentianella germanica
Geranium × cantabrigiense;florkart;Geranium ×cantabrigiense;name;NA
Geranium endressii × macrorrhizum;florkart;Geranium endressii × macrorrhizum;formula;Geranium endressii
Geranium endressii × macrorrhizum;florkart;Geranium endressii × macrorrhizum;formula;Geranium macrorrhizum
Geranium magnificum;florkart;Geranium magnificum;formula;NA
Geranium × oxonianum Yeo;florkart;Geranium ×oxonianum Yeo;name;NA
Geranium pusillum × pyrenaicum;florkart;Geranium pusillum × pyrenaicum;formula;Geranium pusillum
Geranium pusillum × pyrenaicum;florkart;Geranium pusillum × pyrenaicum;formula;Geranium pyrenaicum
Geum rivale × urbanum;florkart;Geum rivale × urbanum;formula;Geum rivale
Geum rivale × urbanum;florkart;Geum rivale × urbanum;formula;Geum urbanum
Gladiolus × colvillei Sweet;florkart;Gladiolus ×colvillei Sweet;name;NA
Glyceria declinata × fluitans;florkart;Glyceria declinata × fluitans;formula;Glyceria declinata
Glyceria declinata × fluitans;florkart;Glyceria declinata × fluitans;formula;Glyceria fluitans
Glyceria pedicellata F. Towns.;florkart;Glyceria pedicellata F. Towns.;formula;NA
Gnaphalium norvegicum × sylvaticum;florkart;Gnaphalium norvegicum × sylvaticum;formula;Gnaphalium norvegicum
Gnaphalium norvegicum × sylvaticum;florkart;Gnaphalium norvegicum × sylvaticum;formula;Gnaphalium sylvaticum
Gymnadenia densiflora (Wahlenb.) A. Dietr.;florkart;Gymnadenia densiflora (Wahlenb.) A. Dietr.;formula;NA
Gymnadenia conopsea × Pseudorchis albida;florkart;Gymnadenia conopsea × Pseudorchis albida;formula;Gymnadenia conopsea
Gymnadenia conopsea × Pseudorchis albida;florkart;Gymnadenia conopsea × Pseudorchis albida;formula;Pseudorchis albida
Gymnadenia × intermedia;florkart;Gymnadenia ×intermedia;name;NA
Gymnadenia odoratissima × Nigritella nigra;florkart;Gymnadenia odoratissima × Nigritella nigra;formula;Gymnadenia odoratissima
Gymnadenia odoratissima × Nigritella nigra;florkart;Gymnadenia odoratissima × Nigritella nigra;formula;Nigritella nigra
Hamamelis × intermedia Rehder;florkart;Hamamelis ×intermedia Rehder;name;NA
Sorbus aria × aucuparia;florkart;Sorbus aria × aucuparia;formula;Sorbus aria
Sorbus aria × aucuparia;florkart;Sorbus aria × aucuparia;formula;Sorbus aucuparia
Sorbus × pinnatifida (Sm.) Düll;florkart;Sorbus ×pinnatifida (Sm.) Düll;name;NA
Helianthemum × sulphureum Willd.;florkart;Helianthemum ×sulphureum Willd.;name;NA
Helianthus × multiflorus L.;florkart;Helianthus ×multiflorus L.;name;NA
Helianthus laetiflorus Pers.;florkart;Helianthus laetiflorus Pers.;formula;NA
Helleborus × hybridus Hort. ex Vilmorin;florkart;Helleborus ×hybridus Hort. ex Vilmorin;name;NA
Heracleum mantegazzianum × sphondylium;florkart;Heracleum mantegazzianum × sphondylium;formula;Heracleum mantegazzianum
Heracleum mantegazzianum × sphondylium;florkart;Heracleum mantegazzianum × sphondylium;formula;Heracleum sphondylium
Hieracium subspeciosum Nägeli ex Prantl;florkart;Hieracium subspeciosum Nägeli ex Prantl;formula;NA
Hieracium × conflatum;florkart;Hieracium ×conflatum;name;NA
Hieracium serratum Nägeli & Peter;florkart;Hieracium serratum Nägeli & Peter;formula;NA
Holcus lanatus × mollis;florkart;Holcus lanatus × mollis;formula;Holcus lanatus
Holcus lanatus × mollis;florkart;Holcus lanatus × mollis;formula;Holcus mollis
Hosta fortunei;florkart;Hosta fortunei;formula;NA
Hosta crispula;florkart;Hosta crispula;formula;NA
Hosta sieboldii (Paxton) J. W. Ingram;florkart;Hosta sieboldii (Paxton) J. W. Ingram;formula;NA
Hyacinthoides massartiana Geerinck;florkart;Hyacinthoides massartiana Geerinck;formula;NA
Hypericum maculatum × tetrapterum;florkart;Hypericum maculatum × tetrapterum;formula;Hypericum maculatum
Hypericum maculatum × tetrapterum;florkart;Hypericum maculatum × tetrapterum;formula;Hypericum tetrapterum
Hypericum × carinthiacum A. Fröhl.;florkart;Hypericum ×carinthiacum A. Fröhl.;name;NA
Hypericum desetangsii Lamotte, nom. cons.;florkart;Hypericum desetangsii Lamotte, nom. cons.;formula;NA
Hypericum × medium Peterm.;florkart;Hypericum ×medium Peterm.;name;NA
Hypochaeris glabra × radicata;florkart;Hypochaeris glabra × radicata;formula;Hypochaeris glabra
Hypochaeris glabra × radicata;florkart;Hypochaeris glabra × radicata;formula;Hypochaeris radicata
Inula germanica × hirta;florkart;Inula germanica × hirta;formula;Inula germanica
Inula germanica × hirta;florkart;Inula germanica × hirta;formula;Inula hirta
Inula helvetica × salicina;florkart;Inula helvetica × salicina;formula;Inula helvetica
Inula helvetica × salicina;florkart;Inula helvetica × salicina;formula;Inula salicina
Inula rigida Döll;florkart;Inula rigida Döll;formula;NA
Iris lurida Aiton;florkart;Iris lurida Aiton;formula;NA
Iris germanica L.;florkart;Iris germanica L.;formula;NA
Iris sambucina L., s. l.;florkart;Iris sambucina L., s. l.;formula;NA
Senecio × lyratifolius Reichenb.;florkart;Senecio ×lyratifolius Reichenb.;name;NA
Senecio aquaticus × jacobaea;florkart;Senecio aquaticus × jacobaea;formula;Senecio aquaticus
Senecio aquaticus × jacobaea;florkart;Senecio aquaticus × jacobaea;formula;Senecio jacobaea
Juncus conglomeratus × effusus;florkart;Juncus conglomeratus × effusus;formula;Juncus conglomeratus
Juncus conglomeratus × effusus;florkart;Juncus conglomeratus × effusus;formula;Juncus effusus
Juncus × buchenaui Dörfler;florkart;Juncus ×buchenaui Dörfler;name;NA
Juncus bufonius × sphaerocarpus;florkart;Juncus bufonius × sphaerocarpus;formula;Juncus bufonius
Juncus bufonius × sphaerocarpus;florkart;Juncus bufonius × sphaerocarpus;formula;Juncus sphaerocarpus
Juncus compressus × gerardii;florkart;Juncus compressus × gerardii;formula;Juncus compressus
Juncus compressus × gerardii;florkart;Juncus compressus × gerardii;formula;Juncus gerardii
Juncus × diffusus Hoppe;florkart;Juncus ×diffusus Hoppe;name;NA
Juncus × kern-reichgeltii;florkart;Juncus ×kern-reichgeltii;name;NA
Juncus × langii Erdner;florkart;Juncus ×langii Erdner;name;NA
Juncus surrejanus Druce ex Stace & Lambinon;florkart;Juncus surrejanus Druce ex Stace & Lambinon;formula;NA
Juncus × ruhmeri Asch. & Graebn.;florkart;Juncus ×ruhmeri Asch. & Graebn.;name;NA
Sorbus × rotundifolia (Bechst.) Hedl.;florkart;Sorbus ×rotundifolia (Bechst.) Hedl.;name;NA
Sorbus aria × torminalis;florkart;Sorbus aria × torminalis;formula;Sorbus aria
Sorbus aria × torminalis;florkart;Sorbus aria × torminalis;formula;Sorbus torminalis
Sorbus aria × chamaemespilus;florkart;Sorbus aria × chamaemespilus;formula;Sorbus aria
Sorbus aria × chamaemespilus;florkart;Sorbus aria × chamaemespilus;formula;Sorbus chamaemespilus
Sorbus decipiens (Bechst.) G. Kirchn.;florkart;Sorbus decipiens (Bechst.) G. Kirchn.;formula;NA
Sorbus franconica Bornm. ex Düll;florkart;Sorbus franconica Bornm. ex Düll;formula;NA
Knautia arvensis × maxima;florkart;Knautia arvensis × maxima;formula;Knautia arvensis
Knautia arvensis × maxima;florkart;Knautia arvensis × maxima;formula;Knautia maxima
Laburnum × watereri;florkart;Laburnum ×watereri;name;NA
Lactuca serriola × virosa;florkart;Lactuca serriola × virosa;formula;Lactuca serriola
Lactuca serriola × virosa;florkart;Lactuca serriola × virosa;formula;Lactuca virosa
Lamium galeobdolon × montanum;florkart;Lamium galeobdolon × montanum;formula;Lamium galeobdolon
Lamium galeobdolon × montanum;florkart;Lamium galeobdolon × montanum;formula;Lamium montanum
Galeobdolon luteum × montanum;florkart;Galeobdolon luteum × montanum;formula;Galeobdolon luteum
Galeobdolon luteum × montanum;florkart;Galeobdolon luteum × montanum;formula;Galeobdolon montanum
Lamium × holsaticum E. H. L. Krause;florkart;Lamium ×holsaticum E. H. L. Krause;name;NA
Larix decidua × kaempferi;florkart;Larix decidua × kaempferi;formula;Larix decidua
Larix decidua × kaempferi;florkart;Larix decidua × kaempferi;formula;Larix kaempferi
Leucanthemum × superbum;florkart;Leucanthemum ×superbum;name;NA
Linaria × sepium Allman;florkart;Linaria ×sepium Allman;name;NA
Festuca arundinacea × Lolium perenne;florkart;Festuca arundinacea × Lolium perenne;formula;Festuca arundinacea
Festuca arundinacea × Lolium perenne;florkart;Festuca arundinacea × Lolium perenne;formula;Lolium perenne
Lolium multiflorum × perenne;florkart;Lolium multiflorum × perenne;formula;Lolium multiflorum
Lolium multiflorum × perenne;florkart;Lolium multiflorum × perenne;formula;Lolium perenne
Festuca × fleischeri Rohlena;florkart;Festuca ×fleischeri Rohlena;name;NA
Lonicera americana (Mill.) K. Koch;florkart;Lonicera americana (Mill.) K. Koch;formula;NA
Lonicera × brownii (Regel) Carrière;florkart;Lonicera ×brownii (Regel) Carrière;name;NA
Lonicera heckrottii;florkart;Lonicera heckrottii;formula;NA
Lonicera yunnanensis;florkart;Lonicera yunnanensis;formula;NA
Ludwigia × kentiana;florkart;Ludwigia ×kentiana;name;NA
Lupinus hybridus;florkart;Lupinus hybridus;formula;NA
Lupinus × regalis;florkart;Lupinus ×regalis;name;NA
Luzula × borreri;florkart;Luzula ×borreri;name;NA
Luzula campestris × sudetica;florkart;Luzula campestris × sudetica;formula;Luzula campestris
Luzula campestris × sudetica;florkart;Luzula campestris × sudetica;formula;Luzula sudetica
Luzula congesta × multiflora;florkart;Luzula congesta × multiflora;formula;Luzula congesta
Luzula congesta × multiflora;florkart;Luzula congesta × multiflora;formula;Luzula multiflora
Anagallis × doerfleri Ronniger;florkart;Anagallis ×doerfleri Ronniger;name;NA
Malus domestica × sylvestris;florkart;Malus domestica × sylvestris;formula;Malus domestica
Malus domestica × sylvestris;florkart;Malus domestica × sylvestris;formula;Malus sylvestris
Malus prunifolia (Willd.) Borkh.;florkart;Malus prunifolia (Willd.) Borkh.;formula;NA
Malus × purpurea;florkart;Malus ×purpurea;name;NA
Malva neglecta × pusilla;florkart;Malva neglecta × pusilla;formula;Malva neglecta
Malva neglecta × pusilla;florkart;Malva neglecta × pusilla;formula;Malva pusilla
Malva × intermedia;florkart;Malva ×intermedia;name;NA
Marrubium creticum × vulgare;florkart;Marrubium creticum × vulgare;formula;Marrubium creticum
Marrubium creticum × vulgare;florkart;Marrubium creticum × vulgare;formula;Marrubium vulgare
Marrubium peregrinum × vulgare;florkart;Marrubium peregrinum × vulgare;formula;Marrubium peregrinum
Marrubium peregrinum × vulgare;florkart;Marrubium peregrinum × vulgare;formula;Marrubium vulgare
Medicago varia Martyn;florkart;Medicago varia Martyn;formula;NA
Melica nutans × picta;florkart;Melica nutans × picta;formula;Melica nutans
Melica nutans × picta;florkart;Melica nutans × picta;formula;Melica picta
Melica nutans × uniflora;florkart;Melica nutans × uniflora;formula;Melica nutans
Melica nutans × uniflora;florkart;Melica nutans × uniflora;formula;Melica uniflora
Melica ciliata × transsilvanica;florkart;Melica ciliata × transsilvanica;formula;Melica ciliata
Melica ciliata × transsilvanica;florkart;Melica ciliata × transsilvanica;formula;Melica transsilvanica
Melilotus albus × officinalis;florkart;Melilotus albus × officinalis;formula;Melilotus albus
Melilotus albus × officinalis;florkart;Melilotus albus × officinalis;formula;Melilotus officinalis
Mentha carinthiaca Host;florkart;Mentha carinthiaca Host;formula;NA
Mentha dumetorum Schult.;florkart;Mentha dumetorum Schult.;formula;NA
Mentha piperita L.;florkart;Mentha piperita L.;formula;NA
Mentha rotundifolia (L.) Huds.;florkart;Mentha rotundifolia (L.) Huds.;formula;NA
Mentha suavis Guss.;florkart;Mentha suavis Guss.;formula;NA
Mentha gracilis Sole;florkart;Mentha gracilis Sole;formula;NA
Mentha dalmatica Tausch;florkart;Mentha dalmatica Tausch;formula;NA
Mentha smithiana R. A. Graham;florkart;Mentha smithiana R. A. Graham;formula;NA
Mentha verticillata L., s. str.;florkart;Mentha verticillata L., s. str.;formula;NA
Mentha villosa Huds.;florkart;Mentha villosa Huds.;formula;NA
Mentha × villosonervata Opiz;florkart;Mentha ×villosonervata Opiz;name;NA
Mercurialis × paxii Graebn.;florkart;Mercurialis ×paxii Graebn.;name;NA
Mercurialis × longistipes (Borbás) Baksay;florkart;Mercurialis ×longistipes (Borbás) Baksay;name;NA
Miscanthus giganteus Greef et Deuter ex Hodkinson et Renvoize;florkart;Miscanthus giganteus Greef et Deuter ex Hodkinson et Renvoize;formula;NA
Myosotis arenaria × ramosissima;florkart;Myosotis arenaria × ramosissima;formula;Myosotis arenaria
Myosotis arenaria × ramosissima;florkart;Myosotis arenaria × ramosissima;formula;Myosotis ramosissima
Myosotis ramosissima × stricta;florkart;Myosotis ramosissima × stricta;formula;Myosotis ramosissima
Myosotis ramosissima × stricta;florkart;Myosotis ramosissima × stricta;formula;Myosotis stricta
Myosotis laxa × scorpioides;florkart;Myosotis laxa × scorpioides;formula;Myosotis laxa
Myosotis laxa × scorpioides;florkart;Myosotis laxa × scorpioides;formula;Myosotis scorpioides
Narcissus × cyclazetta Chater & Stace;florkart;Narcissus ×cyclazetta Chater & Stace;name;NA
Narcissus × incomparabilis;florkart;Narcissus ×incomparabilis;name;NA
Narcissus medioluteus;florkart;Narcissus medioluteus;formula;NA
Nasturtium sterile (Airy Shaw) Oefelein;florkart;Nasturtium sterile (Airy Shaw) Oefelein;formula;NA
Orchis tridentata × ustulata;florkart;Orchis tridentata × ustulata;formula;Orchis tridentata
Orchis tridentata × ustulata;florkart;Orchis tridentata × ustulata;formula;Orchis ustulata
Orchis militaris × tridentata;florkart;Orchis militaris × tridentata;formula;Orchis militaris
Orchis militaris × tridentata;florkart;Orchis militaris × tridentata;formula;Orchis tridentata
Nepeta × faassenii Bergmans ex Stearn;florkart;Nepeta ×faassenii Bergmans ex Stearn;name;NA
Nicotiana × sanderae W. Watson;florkart;Nicotiana ×sanderae W. Watson;name;NA
Sorbus hostii (Jacq.) K. Koch;florkart;Sorbus hostii (Jacq.) K. Koch;formula;NA
Sorbus chamaemespilus × mougeotii;florkart;Sorbus chamaemespilus × mougeotii;formula;Sorbus chamaemespilus
Sorbus chamaemespilus × mougeotii;florkart;Sorbus chamaemespilus × mougeotii;formula;Sorbus mougeotii
Nymphaea × hybrida;florkart;Nymphaea ×hybrida;name;NA
Nuphar spenneriana Gaudin;florkart;Nuphar spenneriana Gaudin;formula;NA
Nymphaea alba × candida;florkart;Nymphaea alba × candida;formula;Nymphaea alba
Nymphaea alba × candida;florkart;Nymphaea alba × candida;formula;Nymphaea candida
Nymphaea × borealis;florkart;Nymphaea ×borealis;name;NA
Oenothera albipercurva Renner ex Hudziok;florkart;Oenothera albipercurva Renner ex Hudziok;formula;NA
Oenothera albivelutina Renner;florkart;Oenothera albivelutina Renner;formula;NA
Oenothera biennis × ersteinensis;florkart;Oenothera biennis × ersteinensis;formula;Oenothera biennis
Oenothera biennis × ersteinensis;florkart;Oenothera biennis × ersteinensis;formula;Oenothera ersteinensis
Oenothera biennis × issleri;florkart;Oenothera biennis × issleri;formula;Oenothera biennis
Oenothera biennis × issleri;florkart;Oenothera biennis × issleri;formula;Oenothera issleri
Oenothera biennis × suaveolens;florkart;Oenothera biennis × suaveolens;formula;Oenothera biennis
Oenothera biennis × suaveolens;florkart;Oenothera biennis × suaveolens;formula;Oenothera suaveolens
Oenothera biennis × subterminalis;florkart;Oenothera biennis × subterminalis;formula;Oenothera biennis
Oenothera biennis × subterminalis;florkart;Oenothera biennis × subterminalis;formula;Oenothera subterminalis
Oenothera flaemingiana Hudziok;florkart;Oenothera flaemingiana Hudziok;formula;NA
Oenothera issleri Renner ex Rostański;florkart;Oenothera issleri Renner ex Rostański;formula;NA
Oenothera clavifera Hudziok;florkart;Oenothera clavifera Hudziok;formula;NA
Oenothera drawertii Renner ex Rostański;florkart;Oenothera drawertii Renner ex Rostański;formula;NA
Oenothera ersteinensis × fallax;florkart;Oenothera ersteinensis × fallax;formula;Oenothera ersteinensis
Oenothera ersteinensis × fallax;florkart;Oenothera ersteinensis × fallax;formula;Oenothera fallax
Oenothera fallax × suaveolens;florkart;Oenothera fallax × suaveolens;formula;Oenothera fallax
Oenothera fallax × suaveolens;florkart;Oenothera fallax × suaveolens;formula;Oenothera suaveolens
Oenothera × hassica;florkart;Oenothera ×hassica;name;NA
Oenothera fallax Renner, s. str.;florkart;Oenothera fallax Renner, s. str.;formula;NA
Oenothera oehlkersii Kappus ex Rostański;florkart;Oenothera oehlkersii Kappus ex Rostański;formula;NA
