verbatim;source;edited;type;parent
Salix daphnoides × eleagnos;germansl;Salix daphnoides × eleagnos;formula;Salix daphnoides
Salix daphnoides × eleagnos;germansl;Salix daphnoides × eleagnos;formula;Salix eleagnos
Salix fragilis × pentandra;germansl;Salix fragilis × pentandra;formula;Salix fragilis
Salix fragilis × pentandra;germansl;Salix fragilis × pentandra;formula;Salix pentandra
Salix purpurea × viminalis;germansl;Salix purpurea × viminalis;formula;Salix purpurea
Salix purpurea × viminalis;germansl;Salix purpurea × viminalis;formula;Salix viminalis
Salix triandra × viminalis;germansl;Salix triandra × viminalis;formula;Salix triandra
Salix triandra × viminalis;germansl;Salix triandra × viminalis;formula;Salix viminalis
Salvia nemorosa × pratensis;germansl;Salvia nemorosa × pratensis;formula;Salvia nemorosa
Salvia nemorosa × pratensis;germansl;Salvia nemorosa × pratensis;formula;Salvia pratensis
Saxifraga biflora × oppositifolia;germansl;Saxifraga biflora × oppositifolia;formula;Saxifraga biflora
Saxifraga biflora × oppositifolia;germansl;Saxifraga biflora × oppositifolia;formula;Saxifraga oppositifolia
Schoenoplectus lacustris × triqueter;germansl;Schoenoplectus lacustris × triqueter;formula;Schoenoplectus lacustris
Schoenoplectus lacustris × triqueter;germansl;Schoenoplectus lacustris × triqueter;formula;Schoenoplectus triqueter
Schoenoplectus tabernaemontani × triqueter;germansl;Schoenoplectus tabernaemontani × triqueter;formula;Schoenoplectus tabernaemontani
Schoenoplectus tabernaemontani × triqueter;germansl;Schoenoplectus tabernaemontani × triqueter;formula;Schoenoplectus triqueter
Schoenus ferrugineus × nigricans;germansl;Schoenus ferrugineus × nigricans;formula;Schoenus ferrugineus
Schoenus ferrugineus × nigricans;germansl;Schoenus ferrugineus × nigricans;formula;Schoenus nigricans
Sempervivum arachnoideum × montanum;germansl;Sempervivum arachnoideum × montanum;formula;Sempervivum arachnoideum
Sempervivum arachnoideum × montanum;germansl;Sempervivum arachnoideum × montanum;formula;Sempervivum montanum
Stachys palustris × sylvatica;germansl;Stachys palustris × sylvatica;formula;Stachys palustris
Stachys palustris × sylvatica;germansl;Stachys palustris × sylvatica;formula;Stachys sylvatica
Thymus alpestris × pulegioides;germansl;Thymus alpestris × pulegioides;formula;Thymus alpestris
Thymus alpestris × pulegioides;germansl;Thymus alpestris × pulegioides;formula;Thymus pulegioides
Thymus praecox × pulegioides;germansl;Thymus praecox × pulegioides;formula;Thymus praecox
Thymus praecox × pulegioides;germansl;Thymus praecox × pulegioides;formula;Thymus pulegioides
Thymus pulegioides × serpyllum;germansl;Thymus pulegioides × serpyllum;formula;Thymus pulegioides
Thymus pulegioides × serpyllum;germansl;Thymus pulegioides × serpyllum;formula;Thymus serpyllum
Tilia cordata × platyphyllos;germansl;Tilia cordata × platyphyllos;formula;Tilia cordata
Tilia cordata × platyphyllos;germansl;Tilia cordata × platyphyllos;formula;Tilia platyphyllos
Viola hirta × odorata;germansl;Viola hirta × odorata;formula;Viola hirta
Viola hirta × odorata;germansl;Viola hirta × odorata;formula;Viola odorata
Viola reichenbachiana × riviniana;germansl;Viola reichenbachiana × riviniana;formula;Viola reichenbachiana
Viola reichenbachiana × riviniana;germansl;Viola reichenbachiana × riviniana;formula;Viola riviniana
Salix × smithiana auct. auct. non Willd.;germansl;Salix ×smithiana auct. auct. non Willd.;name;NA
Agropyron × laxum (Fr.) Tutin;germansl;Agropyron ×laxum (Fr.) Tutin;name;NA
Agropyron × oliveri Druce;germansl;Agropyron ×oliveri Druce;name;NA
Agrostis × intermedia C. Weber non Balbis, nom. illeg.;germansl;Agrostis ×intermedia C. Weber non Balbis, nom. illeg.;name;NA
Anemone × intermedia Winkler;germansl;Anemone ×intermedia Winkler;name;NA
Betula × aschersoniana Hayek;germansl;Betula ×aschersoniana Hayek;name;NA
Crataegus × curvisepaloides R. Doll;germansl;Crataegus ×curvisepaloides R. Doll;name;NA
Elytrigia × obtusiuscula (Lange) Hyl.;germansl;Elytrigia ×obtusiuscula (Lange) Hyl.;name;NA
Populus × hybrida M. Bieb.;germansl;Populus ×hybrida M. Bieb.;name;NA
Viola × dubia Wiesb.;germansl;Viola ×dubia Wiesb.;name;NA
Fragaria × magna NA;germansl;Fragaria ×magna NA;name;NA
Carex × pannewitziana NA;germansl;Carex ×pannewitziana NA;name;NA
Circaea × canadensis NA;germansl;Circaea ×canadensis NA;name;NA
Crataegus × ovalis NA;germansl;Crataegus ×ovalis NA;name;NA
Anemone × lipsiensis NA;germansl;Anemone ×lipsiensis NA;name;NA
Achillea ×incognita Danihelka;pladias;Achillea ×incognita Danihelka;name;NA
Aconitum ×cammarum L.;pladias;Aconitum ×cammarum L.;name;NA
Aesculus ×carnea Hayne;pladias;Aesculus ×carnea Hayne;name;NA
Agrostis gigantea × A. stolonifera;pladias;Agrostis gigantea × A. stolonifera;formula;Agrostis gigantea
Agrostis gigantea × A. stolonifera;pladias;Agrostis gigantea × A. stolonifera;formula;Agrostis  stolonifera
Agrostis stolonifera × A. vinealis;pladias;Agrostis stolonifera × A. vinealis;formula;Agrostis stolonifera
Agrostis stolonifera × A. vinealis;pladias;Agrostis stolonifera × A. vinealis;formula;Agrostis  vinealis
Ajuga ×adulterina Wallr.;pladias;Ajuga ×adulterina Wallr.;name;NA
Ajuga ×hybrida A. Kern.;pladias;Ajuga ×hybrida A. Kern.;name;NA
Ajuga ×pseudopyramidalis Schur;pladias;Ajuga ×pseudopyramidalis Schur;name;NA
Alnus ×pubescens Tausch;pladias;Alnus ×pubescens Tausch;name;NA
Alopecurus ×brachystylus Peterm.;pladias;Alopecurus ×brachystylus Peterm.;name;NA
Amaranthus ×ozanonii Thell.;pladias;Amaranthus ×ozanonii Thell.;name;NA
Amaranthus ×soproniensis Priszter et Kárpáti;pladias;Amaranthus ×soproniensis Priszter et Kárpáti;name;NA
Amaranthus ×turicensis Thell.;pladias;Amaranthus ×turicensis Thell.;name;NA
Arctium ×ambiguum (Čelak.) Nyman;pladias;Arctium ×ambiguum (Čelak.) Nyman;name;NA
Arctium ×cimbricum (E. H. L. Krause) Hayek;pladias;Arctium ×cimbricum (E. H. L. Krause) Hayek;name;NA
Arctium ×maassii (M. Schulze) Rouy;pladias;Arctium ×maassii (M. Schulze) Rouy;name;NA
Arctium ×mixtum (Simonk.) Nyman;pladias;Arctium ×mixtum (Simonk.) Nyman;name;NA
Arctium ×neumannii Rouy ex P. Fourn.;pladias;Arctium ×neumannii Rouy ex P. Fourn.;name;NA
Arctium ×nothum (Ruhmer) J. Weiss;pladias;Arctium ×nothum (Ruhmer) J. Weiss;name;NA
Asplenium adulterinum Milde;pladias;Asplenium adulterinum Milde;formula;NA
Asplenium ×alternifolium Wulfen;pladias;Asplenium ×alternifolium Wulfen;name;NA
Asplenium ×clermontae Syme;pladias;Asplenium ×clermontae Syme;name;NA
Asplenium ×poscharskyanum (H. Hoffm.) Preissm.;pladias;Asplenium ×poscharskyanum (H. Hoffm.) Preissm.;name;NA
Asplenium ×woynarianum Asch. et Graebn.;pladias;Asplenium ×woynarianum Asch. et Graebn.;name;NA
Atriplex ×northusiana K. Wein;pladias;Atriplex ×northusiana K. Wein;name;NA
Betula ×aurata Borkh.;pladias;Betula ×aurata Borkh.;name;NA
Betula ×seideliana Missbach;pladias;Betula ×seideliana Missbach;name;NA
Bidens ×polakii Velen.;pladias;Bidens ×polakii Velen.;name;NA
Bolboschoenus laticarpus Marhold et al.;pladias;Bolboschoenus laticarpus Marhold et al.;formula;NA
Brachypodium ×cugnacii A. Camus;pladias;Brachypodium ×cugnacii A. Camus;name;NA
Calamagrostis ×acutiflora (Schrad.) DC.;pladias;Calamagrostis ×acutiflora (Schrad.) DC.;name;NA
Calamagrostis ×rigens Lindgr. ex Fr.;pladias;Calamagrostis ×rigens Lindgr. ex Fr.;name;NA
Callitriche ×vigens K. Martinsson;pladias;Callitriche ×vigens K. Martinsson;name;NA
Cardamine ×smejkalii Tomšovic;pladias;Cardamine ×smejkalii Tomšovic;name;NA
Carduus ×leptocephalus Peterm.;pladias;Carduus ×leptocephalus Peterm.;name;NA
Carduus ×orthocephalus Wallr.;pladias;Carduus ×orthocephalus Wallr.;name;NA
Carduus ×grenieri Sch. Bip. ex Nyman;pladias;Carduus ×grenieri Sch. Bip. ex Nyman;name;NA
Carduus ×sepincola Hausskn.;pladias;Carduus ×sepincola Hausskn.;name;NA
Carex ×allolepis Rchb.;pladias;Carex ×allolepis Rchb.;name;NA
Carex ×bolina O. Lang;pladias;Carex ×bolina O. Lang;name;NA
Carex ×decolorans Wimm.;pladias;Carex ×decolorans Wimm.;name;NA
Carex ×elytroides Fr.;pladias;Carex ×elytroides Fr.;name;NA
Carex ×figertii Asch. et Graebn.;pladias;Carex ×figertii Asch. et Graebn.;name;NA
Carex ×alsatica Zahn;pladias;Carex ×alsatica Zahn;name;NA
Carex ×schatzii Kneuck.;pladias;Carex ×schatzii Kneuck.;name;NA
Carex ×ruedtii Kneuck.;pladias;Carex ×ruedtii Kneuck.;name;NA
Carex demissa × C. lepidocarpa;pladias;Carex demissa × C. lepidocarpa;formula;Carex demissa
Carex demissa × C. lepidocarpa;pladias;Carex demissa × C. lepidocarpa;formula;Carex  lepidocarpa
Carex ×involuta (Bab.) Syme;pladias;Carex ×involuta (Bab.) Syme;name;NA
Carex ×leutzii Kneuck.;pladias;Carex ×leutzii Kneuck.;name;NA
Carex ×ligniciensis Figert;pladias;Carex ×ligniciensis Figert;name;NA
Carex ×moravica Řepka et Roleček;pladias;Carex ×moravica Řepka et Roleček;name;NA
Carex ×prolixa Fr.;pladias;Carex ×prolixa Fr.;name;NA
Carex ×rotae De Not.;pladias;Carex ×rotae De Not.;name;NA
Carex ×strictiformis Almq.;pladias;Carex ×strictiformis Almq.;name;NA
Carex ×turfosa Fr.;pladias;Carex ×turfosa Fr.;name;NA
Carex ×villacensis Kük.;pladias;Carex ×villacensis Kük.;name;NA
Carex ×vratislaviensis Figert;pladias;Carex ×vratislaviensis Figert;name;NA
Carex ×xanthocarpa Degl.;pladias;Carex ×xanthocarpa Degl.;name;NA
Centaurea ×austriacoides Woł.;pladias;Centaurea ×austriacoides Woł.;name;NA
Centaurea ×beckiana Müllner;pladias;Centaurea ×beckiana Müllner;name;NA
Centaurea ×extranea Beck;pladias;Centaurea ×extranea Beck;name;NA
Centaurea ×fleischeri Hayek;pladias;Centaurea ×fleischeri Hayek;name;NA
Centaurea ×gerstlaueri Erdner;pladias;Centaurea ×gerstlaueri Erdner;name;NA
Centaurea ×javorkae Budai et J. Wagner;pladias;Centaurea ×javorkae Budai et J. Wagner;name;NA
Centaurea ×kupcsokiana J. Wagner;pladias;Centaurea ×kupcsokiana J. Wagner;name;NA
Centaurea ×melanocalathia Borbás ex Csakó;pladias;Centaurea ×melanocalathia Borbás ex Csakó;name;NA
Centaurea ×psammogena Gáyer;pladias;Centaurea ×psammogena Gáyer;name;NA
Centaurea ×similata Hausskn.;pladias;Centaurea ×similata Hausskn.;name;NA
Centaurea ×spuria A. Kern.;pladias;Centaurea ×spuria A. Kern.;name;NA
Chenopodium album × Ch. strictum;pladias;Chenopodium album × Ch. strictum;formula;Chenopodium album
Chenopodium album × Ch. strictum;pladias;Chenopodium album × Ch. strictum;formula;Ch. strictum
Chenopodium ×fursajevii Aellen et Iljin;pladias;Chenopodium ×fursajevii Aellen et Iljin;name;NA
Circaea ×intermedia Ehrh.;pladias;Circaea ×intermedia Ehrh.;name;NA
Cirsium ×affine Tausch;pladias;Cirsium ×affine Tausch;name;NA
Cirsium ×alpestre Nägeli;pladias;Cirsium ×alpestre Nägeli;name;NA
Cirsium ×ambiguum All.;pladias;Cirsium ×ambiguum All.;name;NA
Cirsium ×celakovskyanum Knaf;pladias;Cirsium ×celakovskyanum Knaf;name;NA
Cirsium ×austropannonicum Simonk.;pladias;Cirsium ×austropannonicum Simonk.;name;NA
Cirsium ×erucagineum DC.;pladias;Cirsium ×erucagineum DC.;name;NA
Cirsium ×freyerianum W. D. J. Koch;pladias;Cirsium ×freyerianum W. D. J. Koch;name;NA
Cirsium ×hybridum W. D. J. Koch ex DC.;pladias;Cirsium ×hybridum W. D. J. Koch ex DC.;name;NA
Cirsium ×kirschlegeri Sch. Bip. ex Peterm.;pladias;Cirsium ×kirschlegeri Sch. Bip. ex Peterm.;name;NA
Cirsium ×kornhuberi Heimerl;pladias;Cirsium ×kornhuberi Heimerl;name;NA
Cirsium ×moravicum Petr.;pladias;Cirsium ×moravicum Petr.;name;NA
Cirsium ×muellneri Beck;pladias;Cirsium ×muellneri Beck;name;NA
Cirsium ×sessile Peterm.;pladias;Cirsium ×sessile Peterm.;name;NA
Cirsium ×rigens (Dryand.) Wallr.;pladias;Cirsium ×rigens (Dryand.) Wallr.;name;NA
Cirsium ×siegertii Sch. Bip. ex Reichardt;pladias;Cirsium ×siegertii Sch. Bip. ex Reichardt;name;NA
Cirsium ×subalpinum Gaudin;pladias;Cirsium ×subalpinum Gaudin;name;NA
Cirsium ×subspinuligerum Peterm.;pladias;Cirsium ×subspinuligerum Peterm.;name;NA
Cirsium ×suspiciosum Beck;pladias;Cirsium ×suspiciosum Beck;name;NA
Cirsium ×tataricum (L.) All.;pladias;Cirsium ×tataricum (L.) All.;name;NA
Cirsium ×wankelii Reichardt;pladias;Cirsium ×wankelii Reichardt;name;NA
Cirsium ×wettsteinii Petr.;pladias;Cirsium ×wettsteinii Petr.;name;NA
Cirsium ×wimmeri Čelak.;pladias;Cirsium ×wimmeri Čelak.;name;NA
Cirsium ×winklerianum Čelak.;pladias;Cirsium ×winklerianum Čelak.;name;NA
Corydalis ×campylochila Teyber;pladias;Corydalis ×campylochila Teyber;name;NA
Crataegus ×fallacina Klokov;pladias;Crataegus ×fallacina Klokov;name;NA
Crataegus ×calycina Peterm.;pladias;Crataegus ×calycina Peterm.;name;NA
Crataegus ×macrocarpa Hegetschw.;pladias;Crataegus ×macrocarpa Hegetschw.;name;NA
Crataegus ×lavallei;pladias;Crataegus ×lavallei;name;NA
Crataegus ×media Bechst.;pladias;Crataegus ×media Bechst.;name;NA
Crataegus persimilis Sarg.;pladias;Crataegus persimilis Sarg.;formula;NA
Crocosmia ×crocosmiiflora (Lemoine) N. E. Br.;pladias;Crocosmia ×crocosmiiflora (Lemoine) N. E. Br.;name;NA
Chamaecytisus virescens (Kováts ex Neilr.) Dostál;pladias;Chamaecytisus virescens (Kováts ex Neilr.) Dostál;formula;NA
Dactylis ×intercedens Domin;pladias;Dactylis ×intercedens Domin;name;NA
Dactylorhiza ×aschersoniana (Hausskn.) Borsos et Soó;pladias;Dactylorhiza ×aschersoniana (Hausskn.) Borsos et Soó;name;NA
Dactylorhiza ×braunii (Halácsy) Borsos et Soó;pladias;Dactylorhiza ×braunii (Halácsy) Borsos et Soó;name;NA
Dactylorhiza ×carnea (E. G. Camus ex Fourcy) Soó;pladias;Dactylorhiza ×carnea (E. G. Camus ex Fourcy) Soó;name;NA
Dactylorhiza ×jestrebiensis Businský;pladias;Dactylorhiza ×jestrebiensis Businský;name;NA
Dactylorhiza ×dufftiana (M. Schulze) Soó;pladias;Dactylorhiza ×dufftiana (M. Schulze) Soó;name;NA
Dactylorhiza ×silvae-gabretae F. Proch. et Čurn;pladias;Dactylorhiza ×silvae-gabretae F. Proch. et Čurn;name;NA
Dactylorhiza ×kerneriorum (Soó) Soó;pladias;Dactylorhiza ×kerneriorum (Soó) Soó;name;NA
Dactylorhiza ×prochazkana Businský;pladias;Dactylorhiza ×prochazkana Businský;name;NA
Dactylorhiza ×ruppertii (M. Schulze) Borsos et Soó;pladias;Dactylorhiza ×ruppertii (M. Schulze) Borsos et Soó;name;NA
Dactylorhiza ×vermeuleniana Soó;pladias;Dactylorhiza ×vermeuleniana Soó;name;NA
Danthonia ×breviaristata (Beck) Beck ex Vierh.;pladias;Danthonia ×breviaristata (Beck) Beck ex Vierh.;name;NA
Dentaria ×paxiana (O. E. Schulz) Jáv.;pladias;Dentaria ×paxiana (O. E. Schulz) Jáv.;name;NA
Dianthus ×hellwigii Borbás ex Čelak.;pladias;Dianthus ×hellwigii Borbás ex Čelak.;name;NA
Dianthus ×lorberi Kubát et Abtová;pladias;Dianthus ×lorberi Kubát et Abtová;name;NA
Diphasiastrum ×issleri (Rouy) Holub;pladias;Diphasiastrum ×issleri (Rouy) Holub;name;NA
Diphasiastrum ×oellgaardii Stoor et al.;pladias;Diphasiastrum ×oellgaardii Stoor et al.;name;NA
Diphasiastrum ×zeilleri (Rouy) Holub;pladias;Diphasiastrum ×zeilleri (Rouy) Holub;name;NA
Dipsacus ×pseudosylvestris Schur;pladias;Dipsacus ×pseudosylvestris Schur;name;NA
Drosera ×obovata Mert. et W. D. J. Koch;pladias;Drosera ×obovata Mert. et W. D. J. Koch;name;NA
Dryopteris ×ambroseae Fraser-Jenk. et Jermy;pladias;Dryopteris ×ambroseae Fraser-Jenk. et Jermy;name;NA
Dryopteris ×critica (Fraser-Jenk.) Fraser-Jenk.;pladias;Dryopteris ×critica (Fraser-Jenk.) Fraser-Jenk.;name;NA
Dryopteris ×deweveri (Jansen) Jansen et Wacht.;pladias;Dryopteris ×deweveri (Jansen) Jansen et Wacht.;name;NA
Dryopteris ×uliginosa (Döll) Druce;pladias;Dryopteris ×uliginosa (Döll) Druce;name;NA
Epilobium ×aggregatum Čelak.;pladias;Epilobium ×aggregatum Čelak.;name;NA
Epilobium ×amphibolum Hausskn.;pladias;Epilobium ×amphibolum Hausskn.;name;NA
Epilobium ×beckhausii Hausskn.;pladias;Epilobium ×beckhausii Hausskn.;name;NA
Epilobium ×brachiatum Čelak.;pladias;Epilobium ×brachiatum Čelak.;name;NA
Epilobium ×dasycarpum Fr.;pladias;Epilobium ×dasycarpum Fr.;name;NA
Epilobium ×duftii Hausskn.;pladias;Epilobium ×duftii Hausskn.;name;NA
Epilobium ×erroneum Hausskn.;pladias;Epilobium ×erroneum Hausskn.;name;NA
Epilobium ×floridulum Smejkal;pladias;Epilobium ×floridulum Smejkal;name;NA
Epilobium ×fossicola Smejkal;pladias;Epilobium ×fossicola Smejkal;name;NA
Epilobium ×glanduligerum K. Knaf;pladias;Epilobium ×glanduligerum K. Knaf;name;NA
Epilobium ×haussknechtianum Borbás;pladias;Epilobium ×haussknechtianum Borbás;name;NA
Epilobium ×haynaldianum Hausskn.;pladias;Epilobium ×haynaldianum Hausskn.;name;NA
Epilobium ×hectori-leveilleanum Thell.;pladias;Epilobium ×hectori-leveilleanum Thell.;name;NA
Epilobium ×heterocaule Borbás;pladias;Epilobium ×heterocaule Borbás;name;NA
Epilobium ×iglaviense Smejkal;pladias;Epilobium ×iglaviense Smejkal;name;NA
Epilobium ×interjectum Smejkal;pladias;Epilobium ×interjectum Smejkal;name;NA
Epilobium ×josefi-holubii Krahulec;pladias;Epilobium ×josefi-holubii Krahulec;name;NA
Epilobium ×limosum Schur;pladias;Epilobium ×limosum Schur;name;NA
Epilobium ×montaniforme K. Knaf ex Čelak.;pladias;Epilobium ×montaniforme K. Knaf ex Čelak.;name;NA
Epilobium ×novae-civitatis Smejkal;pladias;Epilobium ×novae-civitatis Smejkal;name;NA
Epilobium ×nutantiflorum Smejkal;pladias;Epilobium ×nutantiflorum Smejkal;name;NA
Epilobium ×weissenburgense F. W. Schultz;pladias;Epilobium ×weissenburgense F. W. Schultz;name;NA
Epilobium ×percollinum Simk.;pladias;Epilobium ×percollinum Simk.;name;NA
Epilobium ×persicinum Rchb.;pladias;Epilobium ×persicinum Rchb.;name;NA
Epilobium ×prochazkae Krahulec;pladias;Epilobium ×prochazkae Krahulec;name;NA
Epilobium ×pseudotrigonum Borbás;pladias;Epilobium ×pseudotrigonum Borbás;name;NA
Epilobium ×rivulare Wahlenb.;pladias;Epilobium ×rivulare Wahlenb.;name;NA
Epilobium ×schmidtianum Rostk.;pladias;Epilobium ×schmidtianum Rostk.;name;NA
Epilobium ×subhirsutum Gennari;pladias;Epilobium ×subhirsutum Gennari;name;NA
Epilobium ×similatum Hausskn.;pladias;Epilobium ×similatum Hausskn.;name;NA
Epilobium ×vicinum Smejkal;pladias;Epilobium ×vicinum Smejkal;name;NA
Epipactis ×heterogama M. Bayer;pladias;Epipactis ×heterogama M. Bayer;name;NA
Epipactis ×schmalhausenii K. Richt.;pladias;Epipactis ×schmalhausenii K. Richt.;name;NA
Equisetum ×littorale Kühlew. ex Rupr.;pladias;Equisetum ×littorale Kühlew. ex Rupr.;name;NA
Equisetum ×meridionale (Milde) Chiov.;pladias;Equisetum ×meridionale (Milde) Chiov.;name;NA
Equisetum ×moorei Newman;pladias;Equisetum ×moorei Newman;name;NA
Erysimum cheiri (L.) Crantz;pladias;Erysimum cheiri (L.) Crantz;formula;NA
Euphorbia ×pseudoesula Schur;pladias;Euphorbia ×pseudoesula Schur;name;NA
Euphorbia ×pseudovirgata (Schur) Soó;pladias;Euphorbia ×pseudovirgata (Schur) Soó;name;NA
Euphrasia ×haussknechtii Wettst.;pladias;Euphrasia ×haussknechtii Wettst.;name;NA
Fallopia ×convolvuloides (Brügger) Holub;pladias;Fallopia ×convolvuloides (Brügger) Holub;name;NA
Filago ×mixta Holuby;pladias;Filago ×mixta Holuby;name;NA
Forsythia ×intermedia Zabel;pladias;Forsythia ×intermedia Zabel;name;NA
Fragaria ×ananassa (Weston) Duchesne ex Rozier;pladias;Fragaria ×ananassa (Weston) Duchesne ex Rozier;name;NA
Fragaria ×bifera Duchesne;pladias;Fragaria ×bifera Duchesne;name;NA
Fragaria ×intermedia Bach;pladias;Fragaria ×intermedia Bach;name;NA
Fragaria ×neglecta Lindem.;pladias;Fragaria ×neglecta Lindem.;name;NA
Galeopsis ×ludwigii Hausskn.;pladias;Galeopsis ×ludwigii Hausskn.;name;NA
Galium ×pomeranicum Retz.;pladias;Galium ×pomeranicum Retz.;name;NA
Gentianella ×austroamarella Moravec et Vollrath;pladias;Gentianella ×austroamarella Moravec et Vollrath;name;NA
Geum ×intermedium Ehrh.;pladias;Geum ×intermedium Ehrh.;name;NA
Verbena ×hybrida hort. ex Groenland et Rümpler;pladias;Verbena ×hybrida hort. ex Groenland et Rümpler;name;NA
Glyceria ×pedicellata F. Towns.;pladias;Glyceria ×pedicellata F. Towns.;name;NA
Gymnadenia densiflora (Wahlenb.) A. Dietr.;pladias;Gymnadenia densiflora (Wahlenb.) A. Dietr.;formula;NA
Sorbus ×abscondita Kovanda;pladias;Sorbus ×abscondita Kovanda;name;NA
Sorbus ×thuringiaca (Nyman) C. Fritsch;pladias;Sorbus ×thuringiaca (Nyman) C. Fritsch;name;NA
Helianthus ×laetiflorus Pers.;pladias;Helianthus ×laetiflorus Pers.;name;NA
Hosta ×sieboldiana (Hook.) Engl.;pladias;Hosta ×sieboldiana (Hook.) Engl.;name;NA
Hypericum ×desetangsii Lamotte;pladias;Hypericum ×desetangsii Lamotte;name;NA
Inula ×rigida Döll;pladias;Inula ×rigida Döll;name;NA
Inula ×stricta Tausch;pladias;Inula ×stricta Tausch;name;NA
Inula ×suaveolens Jacq.;pladias;Inula ×suaveolens Jacq.;name;NA
Iris ×germanica L.;pladias;Iris ×germanica L.;name;NA
Iris ×sambucina L.;pladias;Iris ×sambucina L.;name;NA
Juncus ×brueggeri Domin;pladias;Juncus ×brueggeri Domin;name;NA
Juncus ×diffusus Hoppe;pladias;Juncus ×diffusus Hoppe;name;NA
Juncus ×montserratensis Marcet;pladias;Juncus ×montserratensis Marcet;name;NA
Juncus ×ruhmeri Asch. et Graeb.;pladias;Juncus ×ruhmeri Asch. et Graeb.;name;NA
Sorbus bohemica Kovanda;pladias;Sorbus bohemica Kovanda;formula;NA
Sorbus ×kitaibeliana Baksay et Kárpáti;pladias;Sorbus ×kitaibeliana Baksay et Kárpáti;name;NA
Sorbus ×decipiens Gand.;pladias;Sorbus ×decipiens Gand.;name;NA
Knautia ×posoniensis Degen;pladias;Knautia ×posoniensis Degen;name;NA
Knautia ×sambucifolia (Godet) Briq.;pladias;Knautia ×sambucifolia (Godet) Briq.;name;NA
Knautia ×speciosa Schur;pladias;Knautia ×speciosa Schur;name;NA
Lamium ×holsaticum E. H. L. Krause;pladias;Lamium ×holsaticum E. H. L. Krause;name;NA
Leucanthemum ×superbum (Bergmans ex J. W. Ingram ) D. H. Kent;pladias;Leucanthemum ×superbum (Bergmans ex J. W. Ingram ) D. H. Kent;name;NA
Filago ×intermedia Holuby;pladias;Filago ×intermedia Holuby;name;NA
Lolium ×hybridum Hausskn.;pladias;Lolium ×hybridum Hausskn.;name;NA
Luzula ×hybrida H. Lindb. ex Kirschner;pladias;Luzula ×hybrida H. Lindb. ex Kirschner;name;NA
Luzula ×media Kirschner;pladias;Luzula ×media Kirschner;name;NA
Luzula ×heddae Kirschner;pladias;Luzula ×heddae Kirschner;name;NA
Anagallis ×doerfleri Ronn.;pladias;Anagallis ×doerfleri Ronn.;name;NA
Magnolia ×soulangeana Soul.-Bod.;pladias;Magnolia ×soulangeana Soul.-Bod.;name;NA
Malus ×dasyphylla Borkh.;pladias;Malus ×dasyphylla Borkh.;name;NA
Malus ×purpurea (Barbier et al.) Rehder;pladias;Malus ×purpurea (Barbier et al.) Rehder;name;NA
Malva ×adulterina Wallr.;pladias;Malva ×adulterina Wallr.;name;NA
Medicago ×varia Martyn;pladias;Medicago ×varia Martyn;name;NA
Melica ×aschersonii M. Schultze;pladias;Melica ×aschersonii M. Schultze;name;NA
Mentha ×dumetorum Schult.;pladias;Mentha ×dumetorum Schult.;name;NA
Mentha ×piperita L.;pladias;Mentha ×piperita L.;name;NA
Mentha ×niliaca Juss. ex Jacq.;pladias;Mentha ×niliaca Juss. ex Jacq.;name;NA
Mentha ×rotundifolia (L.) Huds.;pladias;Mentha ×rotundifolia (L.) Huds.;name;NA
Mentha ×dalmatica Tausch;pladias;Mentha ×dalmatica Tausch;name;NA
Mentha ×gracilis Sole;pladias;Mentha ×gracilis Sole;name;NA
Mentha ×verticillata L.;pladias;Mentha ×verticillata L.;name;NA
Mercurialis ×paxii Graebn.;pladias;Mercurialis ×paxii Graebn.;name;NA
Myosotis ×krajinae Domin;pladias;Myosotis ×krajinae Domin;name;NA
Nasturtium ×sterile (Airy Shaw) Oefelein;pladias;Nasturtium ×sterile (Airy Shaw) Oefelein;name;NA
Orchis ×dietrichiana Bogenh.;pladias;Orchis ×dietrichiana Bogenh.;name;NA
Nuphar ×spenneriana Gaudin;pladias;Nuphar ×spenneriana Gaudin;name;NA
Nymphaea ×borealis E. G. Camus;pladias;Nymphaea ×borealis E. G. Camus;name;NA
Oenothera issleri Renner ex Rostański;pladias;Oenothera issleri Renner ex Rostański;formula;NA
Oenothera fallax Renner;pladias;Oenothera fallax Renner;formula;NA
Ononis repens × O. spinosa;pladias;Ononis repens × O. spinosa;formula;Ononis repens
Ononis repens × O. spinosa;pladias;Ononis repens × O. spinosa;formula;Ononis  spinosa
Orchis ×hybrida (Lindl.) Boenn. ex Rchb.;pladias;Orchis ×hybrida (Lindl.) Boenn. ex Rchb.;name;NA
Orchis ×loreziana Brügger;pladias;Orchis ×loreziana Brügger;name;NA
Ornithogalum ×wildtii Podp.;pladias;Ornithogalum ×wildtii Podp.;name;NA
Chenopodium ×schulzeanum Murr;pladias;Chenopodium ×schulzeanum Murr;name;NA
Paeonia suffruticosa Andrews;pladias;Paeonia suffruticosa Andrews;formula;NA
Papaver ×intercedens Kubát;pladias;Papaver ×intercedens Kubát;name;NA
Inula ×hybrida Baumg.;pladias;Inula ×hybrida Baumg.;name;NA
Inula ×hausmannii Huter;pladias;Inula ×hausmannii Huter;name;NA
Inula ×media M. Bieb.;pladias;Inula ×media M. Bieb.;name;NA
Persicaria ×condensata (F. W. Schultz) Soják;pladias;Persicaria ×condensata (F. W. Schultz) Soják;name;NA
