id;verbatim;type;parent;parent_taxonID;edited;source
urn:lsid:ipni.org:names:456258-1;Salvia × fuschii Timb.-Lagr.;name;NA;NA;Salvia ×fuschii Timb.-Lagr.;ipni
urn:lsid:ipni.org:names:456362-1;Salvia × hermanii Timb.-Lagr. ex Nyman;name;NA;NA;Salvia ×hermanii Timb.-Lagr. ex Nyman;ipni
urn:lsid:ipni.org:names:456403-1;Salvia × hybrida Schur;name;Salvia nemorosa L.;urn:lsid:ipni.org:names:456774-1;Salvia ×hybrida Schur;ipni
urn:lsid:ipni.org:names:456403-1;Salvia × hybrida Schur;name;Salvia transsylvanica (Schur ex Griseb. & Schenk) Schur;urn:lsid:ipni.org:names:457417-1;Salvia ×hybrida Schur;ipni
urn:lsid:ipni.org:names:456470-1;Salvia × kanitziana Simonk.;name;NA;NA;Salvia ×kanitziana Simonk.;ipni
urn:lsid:ipni.org:names:456477-1;Salvia × kerneri Błocki;name;NA;NA;Salvia ×kerneri Błocki;ipni
urn:lsid:ipni.org:names:456771-1;Salvia × nemecii Hruby;name;NA;NA;Salvia ×nemecii Hruby;ipni
urn:lsid:ipni.org:names:456973-1;Salvia × podolica Błocki;name;NA;NA;Salvia ×podolica Błocki;ipni
urn:lsid:ipni.org:names:457384-1;Salvia × theodori Sennen;name;NA;NA;Salvia ×theodori Sennen;ipni
urn:lsid:ipni.org:names:457458-1;Salvia × uittienii Hruby;name;NA;NA;Salvia ×uittienii Hruby;ipni
urn:lsid:ipni.org:names:457858-1;Satureja × acinifolia Sennen;name;NA;NA;Satureja ×acinifolia Sennen;ipni
urn:lsid:ipni.org:names:457860-1;Satureja × alboi Sennen;name;NA;NA;Satureja ×alboi Sennen;ipni
urn:lsid:ipni.org:names:457866-1;Satureja × amoena Sünd.;name;NA;NA;Satureja ×amoena Sünd.;ipni
urn:lsid:ipni.org:names:457877-1;Satureja × barolesii Sennen;name;NA;NA;Satureja ×barolesii Sennen;ipni
urn:lsid:ipni.org:names:457914-1;Satureja × dufourii Sennen;name;NA;NA;Satureja ×dufourii Sennen;ipni
urn:lsid:ipni.org:names:457953-1;Satureja × knochei Sennen & Bianor;name;NA;NA;Satureja ×knochei Sennen & Bianor;ipni
urn:lsid:ipni.org:names:457978-1;Satureja × orjenii Šilić;name;NA;NA;Satureja ×orjenii Šilić;ipni
urn:lsid:ipni.org:names:458462-1;Scutellaria × minkwitziae Juz.;name;NA;NA;Scutellaria ×minkwitziae Juz.;ipni
urn:lsid:ipni.org:names:458491-1;Scutellaria × nicholsonii Taub.;name;NA;NA;Scutellaria ×nicholsonii Taub.;ipni
urn:lsid:ipni.org:names:458581-1;Scutellaria × praetervisa Rech.f.;name;NA;NA;Scutellaria ×praetervisa Rech.f.;ipni
urn:lsid:ipni.org:names:458804-1;Sideritis × arasae Sennen;name;NA;NA;Sideritis ×arasae Sennen;ipni
urn:lsid:ipni.org:names:458825-1;Sideritis × biscaina Sennen;name;NA;NA;Sideritis ×biscaina Sennen;ipni
urn:lsid:ipni.org:names:458840-1;Sideritis × cadevallii Font Quer;name;NA;NA;Sideritis ×cadevallii Font Quer;ipni
urn:lsid:ipni.org:names:458867-1;Sideritis × costae Font Quer;name;NA;NA;Sideritis ×costae Font Quer;ipni
urn:lsid:ipni.org:names:458872-1;Sideritis × crisogoni Sennen;name;NA;NA;Sideritis ×crisogoni Sennen;ipni
urn:lsid:ipni.org:names:458889-1;Sideritis × embergeri Sennen & Mauricio;name;NA;NA;Sideritis ×embergeri Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:458890-1;Sideritis × embergeri Sennen;name;NA;NA;Sideritis ×embergeri Sennen;ipni
urn:lsid:ipni.org:names:458904-1;Sideritis × fontqueri Sennen & Mauricio;name;NA;NA;Sideritis ×fontqueri Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:458914-1;Sideritis × garrigae Font Quer;name;NA;NA;Sideritis ×garrigae Font Quer;ipni
urn:lsid:ipni.org:names:458929-1;Sideritis × grosii Font Quer;name;NA;NA;Sideritis ×grosii Font Quer;ipni
urn:lsid:ipni.org:names:458954-1;Sideritis × incanoides Font Quer & Sennen;name;NA;NA;Sideritis ×incanoides Font Quer & Sennen;ipni
urn:lsid:ipni.org:names:458970-1;Sideritis × laurentii Sennen;name;NA;NA;Sideritis ×laurentii Sennen;ipni
urn:lsid:ipni.org:names:458982-1;Sideritis × llenasi Font Quer;name;NA;NA;Sideritis ×llenasi Font Quer;ipni
urn:lsid:ipni.org:names:459004-1;Sideritis × masferreri Font Quer;name;NA;NA;Sideritis ×masferreri Font Quer;ipni
urn:lsid:ipni.org:names:459008-1;Sideritis × mauritii Maire & Sennen;name;NA;NA;Sideritis ×mauritii Maire & Sennen;ipni
urn:lsid:ipni.org:names:459009-1;Sideritis × mauritii Font Quer & Sennen;name;NA;NA;Sideritis ×mauritii Font Quer & Sennen;ipni
urn:lsid:ipni.org:names:459015-1;Sideritis × navasii Font Quer;name;NA;NA;Sideritis ×navasii Font Quer;ipni
urn:lsid:ipni.org:names:459036-1;Sideritis × paui Font Quer;name;NA;NA;Sideritis ×paui Font Quer;ipni
urn:lsid:ipni.org:names:459044-1;Sideritis × philothei Sennen & Mauricio;name;NA;NA;Sideritis ×philothei Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:459055-1;Sideritis × puiggariana Font Quer;name;NA;NA;Sideritis ×puiggariana Font Quer;ipni
urn:lsid:ipni.org:names:459086-1;Sideritis × sanmiguelii Font Quer;name;NA;NA;Sideritis ×sanmiguelii Font Quer;ipni
urn:lsid:ipni.org:names:459091-1;Sideritis × segobricensis Pau ex Sennen;name;NA;NA;Sideritis ×segobricensis Pau ex Sennen;ipni
urn:lsid:ipni.org:names:459092-1;Sideritis × sennenii Font Quer;name;NA;NA;Sideritis ×sennenii Font Quer;ipni
urn:lsid:ipni.org:names:459127-1;Sideritis × viciosoi Pau ex C.Vicioso;name;NA;NA;Sideritis ×viciosoi Pau ex C.Vicioso;ipni
urn:lsid:ipni.org:names:459137-1;Sideritis × xavieri Sennen;name;NA;NA;Sideritis ×xavieri Sennen;ipni
urn:lsid:ipni.org:names:459139-1;Sideritis × yvesiana Font Quer & Sennen;name;NA;NA;Sideritis ×yvesiana Font Quer & Sennen;ipni
urn:lsid:ipni.org:names:459391-1;Stachys × burrii P.H.Davis;name;NA;NA;Stachys ×burrii P.H.Davis;ipni
urn:lsid:ipni.org:names:459394-1;Stachys × caballeroi Sennen & Mauricio;name;NA;NA;Stachys ×caballeroi Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:459455-1;Stachys × cryptadenia Rech.f.;name;NA;NA;Stachys ×cryptadenia Rech.f.;ipni
urn:lsid:ipni.org:names:459623-1;Stachys × hybrida Brügger;name;NA;NA;Stachys ×hybrida Brügger;ipni
urn:lsid:ipni.org:names:459700-1;Stachys × longepetiolata Beck;name;NA;NA;Stachys ×longepetiolata Beck;ipni
urn:lsid:ipni.org:names:459826-1;Stachys × paradoxa Rouy;name;NA;NA;Stachys ×paradoxa Rouy;ipni
urn:lsid:ipni.org:names:459843-1;Stachys × petiolata Beck;name;NA;NA;Stachys ×petiolata Beck;ipni
urn:lsid:ipni.org:names:460097-1;Stachys × wirtgenii F.W.Schultz;name;NA;NA;Stachys ×wirtgenii F.W.Schultz;ipni
urn:lsid:ipni.org:names:460212-1;Teucrium × alexeenkoanum Juz.;name;NA;NA;Teucrium ×alexeenkoanum Juz.;ipni
urn:lsid:ipni.org:names:460240-1;Teucrium × arisitense H.J.Coste & Sennen;name;NA;NA;Teucrium ×arisitense H.J.Coste & Sennen;ipni
urn:lsid:ipni.org:names:460268-1;Teucrium × bicoloreum Pau ex C.Vicioso;name;Teucrium aureum Schreb.;urn:lsid:ipni.org:names:460251-1;Teucrium ×bicoloreum Pau ex C.Vicioso;ipni
urn:lsid:ipni.org:names:460268-1;Teucrium × bicoloreum Pau ex C.Vicioso;name;Teucrium aragonense Loscos & J.Pardo;urn:lsid:ipni.org:names:460234-1;Teucrium ×bicoloreum Pau ex C.Vicioso;ipni
urn:lsid:ipni.org:names:460303-1;Teucrium × cavanillesianum Font Quer & Jeronimo;name;NA;NA;Teucrium ×cavanillesianum Font Quer & Jeronimo;ipni
urn:lsid:ipni.org:names:460306-1;Teucrium × cebennense H.J.Coste & Sennen.;name;NA;NA;Teucrium ×cebennense H.J.Coste & Sennen.;ipni
urn:lsid:ipni.org:names:460337-1;Teucrium × contejeani Giraudias;name;NA;NA;Teucrium ×contejeani Giraudias;ipni
urn:lsid:ipni.org:names:460340-1;Teucrium × corbariense H.J.Coste & Sennen;name;NA;NA;Teucrium ×corbariense H.J.Coste & Sennen;ipni
urn:lsid:ipni.org:names:460375-1;Teucrium × djebalicum Font Quer;name;NA;NA;Teucrium ×djebalicum Font Quer;ipni
urn:lsid:ipni.org:names:460376-1;Teucrium × dopii Sennen;name;NA;NA;Teucrium ×dopii Sennen;ipni
urn:lsid:ipni.org:names:460377-1;Teucrium × doumerguei Sennen;name;NA;NA;Teucrium ×doumerguei Sennen;ipni
urn:lsid:ipni.org:names:460378-1;Teucrium × doumerguei Sennen;name;NA;NA;Teucrium ×doumerguei Sennen;ipni
urn:lsid:ipni.org:names:460387-1;Teucrium × embergeri Sennen;name;NA;NA;Teucrium ×embergeri Sennen;ipni
urn:lsid:ipni.org:names:460421-1;Teucrium × gadorense Sennen;name;NA;NA;Teucrium ×gadorense Sennen;ipni
urn:lsid:ipni.org:names:460422-1;Teucrium × garciae Sennen & Mauricio;name;NA;NA;Teucrium ×garciae Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:460423-1;Teucrium × garciae Sennen & Mauricio;name;NA;NA;Teucrium ×garciae Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:460427-1;Teucrium × gautieri Fouc. ex H.J.Coste & Sennen;name;NA;NA;Teucrium ×gautieri Fouc. ex H.J.Coste & Sennen;ipni
urn:lsid:ipni.org:names:460458-1;Teucrium × hieronymi Sennen;name;NA;NA;Teucrium ×hieronymi Sennen;ipni
urn:lsid:ipni.org:names:460477-1;Teucrium × isabelis Sennen;name;NA;NA;Teucrium ×isabelis Sennen;ipni
urn:lsid:ipni.org:names:460484-1;Teucrium × joannis Sennen & Mauricio;name;NA;NA;Teucrium ×joannis Sennen & Mauricio;ipni
urn:lsid:ipni.org:names:460520-1;Teucrium × lucidrys Boom;name;NA;NA;Teucrium ×lucidrys Boom;ipni
urn:lsid:ipni.org:names:460532-1;Teucrium × mailhoi Giraudias;name;NA;NA;Teucrium ×mailhoi Giraudias;ipni
urn:lsid:ipni.org:names:460686-1;Teucrium × rohlenae K.Malý;name;NA;NA;Teucrium ×rohlenae K.Malý;ipni
urn:lsid:ipni.org:names:460694-1;Teucrium × rubrovirens Font Quer;name;NA;NA;Teucrium ×rubrovirens Font Quer;ipni
urn:lsid:ipni.org:names:460696-1;Teucrium × ruthenense H.J.Coste & Sennen;name;NA;NA;Teucrium ×ruthenense H.J.Coste & Sennen;ipni
urn:lsid:ipni.org:names:460698-1;Teucrium × salgadoi Sennen;name;NA;NA;Teucrium ×salgadoi Sennen;ipni
urn:lsid:ipni.org:names:460843-1;Thymus × adpressus Ferd.Weber;name;NA;NA;Thymus ×adpressus Ferd.Weber;ipni
urn:lsid:ipni.org:names:460887-1;Thymus × applii Domin;name;NA;NA;Thymus ×applii Domin;ipni
urn:lsid:ipni.org:names:460907-1;Thymus × athous Ronniger in Rech.f.;name;NA;NA;Thymus ×athous Ronniger in Rech.f.;ipni
urn:lsid:ipni.org:names:460917-1;Thymus × austro-moravicus Ferd.Weber;name;NA;NA;Thymus ×austro-moravicus Ferd.Weber;ipni
urn:lsid:ipni.org:names:460929-1;Thymus × baumgartenii Gușul.;name;NA;NA;Thymus ×baumgartenii Gușul.;ipni
urn:lsid:ipni.org:names:460930-1;Thymus × beckianus Ronniger ex Machule;name;NA;NA;Thymus ×beckianus Ronniger ex Machule;ipni
urn:lsid:ipni.org:names:460938-1;Thymus × bermius Ronniger;name;NA;NA;Thymus ×bermius Ronniger;ipni
urn:lsid:ipni.org:names:460965-1;Thymus × braunii Borbás;name;NA;NA;Thymus ×braunii Borbás;ipni
urn:lsid:ipni.org:names:460971-1;Thymus × briquetianus Ronniger ex Machule;name;NA;NA;Thymus ×briquetianus Ronniger ex Machule;ipni
urn:lsid:ipni.org:names:460977-1;Thymus × bulsanensis (Ronniger) Machule;name;NA;NA;Thymus ×bulsanensis (Ronniger) Machule;ipni
urn:lsid:ipni.org:names:461010-1;Thymus × carpato-pulcherrimus Pawł.;name;NA;NA;Thymus ×carpato-pulcherrimus Pawł.;ipni
urn:lsid:ipni.org:names:461028-1;Thymus × chribensis Ferd.Weber;name;NA;NA;Thymus ×chribensis Ferd.Weber;ipni
urn:lsid:ipni.org:names:461041-1;Thymus × citriodorus (Pers.) Schreb.;name;NA;NA;Thymus ×citriodorus (Pers.) Schreb.;ipni
urn:lsid:ipni.org:names:461048-1;Thymus × cohrsianus Ronniger;name;NA;NA;Thymus ×cohrsianus Ronniger;ipni
urn:lsid:ipni.org:names:461063-1;Thymus × corrensii Machule;name;NA;NA;Thymus ×corrensii Machule;ipni
urn:lsid:ipni.org:names:461083-1;Thymus × cyricus Ronniger;name;NA;NA;Thymus ×cyricus Ronniger;ipni
urn:lsid:ipni.org:names:461085-1;Thymus × czorsztynensis Pawł.;name;NA;NA;Thymus ×czorsztynensis Pawł.;ipni
urn:lsid:ipni.org:names:461100-1;Thymus × deserto-stepposus Ferd.Weber;name;NA;NA;Thymus ×deserto-stepposus Ferd.Weber;ipni
urn:lsid:ipni.org:names:461102-1;Thymus × deylii Ferd.Weber;name;NA;NA;Thymus ×deylii Ferd.Weber;ipni
urn:lsid:ipni.org:names:461103-1;Thymus × dichtlianus Ronniger ex Ferd.Weber;name;NA;NA;Thymus ×dichtlianus Ronniger ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461125-1;Thymus × effusoides Ferd.Weber;name;NA;NA;Thymus ×effusoides Ferd.Weber;ipni
urn:lsid:ipni.org:names:461127-1;Thymus × eggleri Machule;name;NA;NA;Thymus ×eggleri Machule;ipni
urn:lsid:ipni.org:names:461132-1;Thymus × eliasii Sennen & Pau;name;NA;NA;Thymus ×eliasii Sennen & Pau;ipni
urn:lsid:ipni.org:names:461145-1;Thymus × erioclados Borbás;name;NA;NA;Thymus ×erioclados Borbás;ipni
urn:lsid:ipni.org:names:461161-1;Thymus × faurei Maire;name;NA;NA;Thymus ×faurei Maire;ipni
urn:lsid:ipni.org:names:461184-1;Thymus × georgescui Prodan;name;NA;NA;Thymus ×georgescui Prodan;ipni
urn:lsid:ipni.org:names:461185-1;Thymus × georgicus Ronniger;name;NA;NA;Thymus ×georgicus Ronniger;ipni
urn:lsid:ipni.org:names:461199-1;Thymus × gouraudi Sennen;name;NA;NA;Thymus ×gouraudi Sennen;ipni
urn:lsid:ipni.org:names:461216-1;Thymus × hainburgensis Machule;name;NA;NA;Thymus ×hainburgensis Machule;ipni
urn:lsid:ipni.org:names:461224-1;Thymus × henryi Ronniger;name;Thymus pulegioides L.;urn:lsid:ipni.org:names:461562-1;Thymus ×henryi Ronniger;ipni
urn:lsid:ipni.org:names:461224-1;Thymus × henryi Ronniger;name;Thymus pycnotrichus (Uechtr.) Ronniger;urn:lsid:ipni.org:names:461577-1;Thymus ×henryi Ronniger;ipni
urn:lsid:ipni.org:names:461225-1;Thymus × heppii Machule;name;NA;NA;Thymus ×heppii Machule;ipni
urn:lsid:ipni.org:names:461234-1;Thymus × hieronymi Sennen;name;NA;NA;Thymus ×hieronymi Sennen;ipni
urn:lsid:ipni.org:names:461257-1;Thymus × hybridus Ronniger;name;NA;NA;Thymus ×hybridus Ronniger;ipni
urn:lsid:ipni.org:names:461282-1;Thymus × intercalatus Ronniger;name;NA;NA;Thymus ×intercalatus Ronniger;ipni
urn:lsid:ipni.org:names:461289-1;Thymus × jacksonii Ronniger;name;NA;NA;Thymus ×jacksonii Ronniger;ipni
urn:lsid:ipni.org:names:461313-1;Thymus × klasterskyi Ferd.Weber;name;NA;NA;Thymus ×klasterskyi Ferd.Weber;ipni
urn:lsid:ipni.org:names:461318-1;Thymus × korneckii Machule;name;NA;NA;Thymus ×korneckii Machule;ipni
urn:lsid:ipni.org:names:461403-1;Thymus × marvanii Ferd.Weber;name;NA;NA;Thymus ×marvanii Ferd.Weber;ipni
urn:lsid:ipni.org:names:461412-1;Thymus × melzeri Machule;name;NA;NA;Thymus ×melzeri Machule;ipni
urn:lsid:ipni.org:names:461432-1;Thymus × montanoides Ferd.Weber;name;NA;NA;Thymus ×montanoides Ferd.Weber;ipni
urn:lsid:ipni.org:names:461436-1;Thymus × monteilii Sennen ex Machule;name;NA;NA;Thymus ×monteilii Sennen ex Machule;ipni
urn:lsid:ipni.org:names:461438-1;Thymus × moravicus Ronniger ex Ferd.Weber;name;NA;NA;Thymus ×moravicus Ronniger ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461471-1;Thymus × nuriensis Sennen & Pau;name;NA;NA;Thymus ×nuriensis Sennen & Pau;ipni
urn:lsid:ipni.org:names:461481-1;Thymus × opizii Ferd.Weber;name;NA;NA;Thymus ×opizii Ferd.Weber;ipni
urn:lsid:ipni.org:names:461490-1;Thymus × otrubae Ferd.Weber;name;NA;NA;Thymus ×otrubae Ferd.Weber;ipni
urn:lsid:ipni.org:names:461499-1;Thymus × paradoxus Rouy ex Nyman;name;NA;NA;Thymus ×paradoxus Rouy ex Nyman;ipni
urn:lsid:ipni.org:names:461500-1;Thymus × paradoxus Rouy;name;NA;NA;Thymus ×paradoxus Rouy;ipni
urn:lsid:ipni.org:names:461501-1;Thymus × paradoxus Rech.f. & Ronniger;name;NA;NA;Thymus ×paradoxus Rech.f. & Ronniger;ipni
urn:lsid:ipni.org:names:461502-1;Thymus × parilis Machule;name;NA;NA;Thymus ×parilis Machule;ipni
urn:lsid:ipni.org:names:461549-1;Thymus × pseudothracicus Ronniger in Rech.f.;name;NA;NA;Thymus ×pseudothracicus Ronniger in Rech.f.;ipni
urn:lsid:ipni.org:names:461550-1;Thymus × pseudoalpestris Ronniger ex Ferd.Weber;name;NA;NA;Thymus ×pseudoalpestris Ronniger ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461551-1;Thymus × pseudocarpaticus Pawł.;name;NA;NA;Thymus ×pseudocarpaticus Pawł.;ipni
urn:lsid:ipni.org:names:461557-1;Thymus × pseudopulcherrimus Pawł.;name;NA;NA;Thymus ×pseudopulcherrimus Pawł.;ipni
urn:lsid:ipni.org:names:461580-1;Thymus × quadicus Ronniger ex Ferd.Weber;name;NA;NA;Thymus ×quadicus Ronniger ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461585-1;Thymus × raimundii Machule;name;NA;NA;Thymus ×raimundii Machule;ipni
urn:lsid:ipni.org:names:461586-1;Thymus × rapaicsii Ronniger ex Ferd.Weber;name;NA;NA;Thymus ×rapaicsii Ronniger ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461590-1;Thymus × rechingeri Ronniger;name;NA;NA;Thymus ×rechingeri Ronniger;ipni
urn:lsid:ipni.org:names:461617-1;Thymus × rubioi Font Quer;name;NA;NA;Thymus ×rubioi Font Quer;ipni
urn:lsid:ipni.org:names:461620-1;Thymus × rupicola Heinr.Braun ex Ferd.Weber;name;NA;NA;Thymus ×rupicola Heinr.Braun ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461625-1;Thymus × sanioi Borbás;name;Thymus chamaedrys Fr.;urn:lsid:ipni.org:names:461022-1;Thymus ×sanioi Borbás;ipni
urn:lsid:ipni.org:names:461625-1;Thymus × sanioi Borbás;name;Thymus serpyllum L.;urn:lsid:ipni.org:names:30066276-2;Thymus ×sanioi Borbás;ipni
urn:lsid:ipni.org:names:461628-1;Thymus × saxicola Heinr.Braun ex Ferd.Weber;name;NA;NA;Thymus ×saxicola Heinr.Braun ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461635-1;Thymus × schurii Gușul.;name;NA;NA;Thymus ×schurii Gușul.;ipni
urn:lsid:ipni.org:names:461636-1;Thymus × schwindii Machule;name;NA;NA;Thymus ×schwindii Machule;ipni
urn:lsid:ipni.org:names:461660-1;Thymus × silvi-stepposus Ferd.Weber;name;NA;NA;Thymus ×silvi-stepposus Ferd.Weber;ipni
urn:lsid:ipni.org:names:461668-1;Thymus × sooi Lyka ex Soó;name;NA;NA;Thymus ×sooi Lyka ex Soó;ipni
urn:lsid:ipni.org:names:461676-1;Thymus × spitzneri Ferd.Weber;name;NA;NA;Thymus ×spitzneri Ferd.Weber;ipni
urn:lsid:ipni.org:names:461695-1;Thymus × sublanuginosus Heinr.Braun ex Ferd.Weber;name;NA;NA;Thymus ×sublanuginosus Heinr.Braun ex Ferd.Weber;ipni
urn:lsid:ipni.org:names:461699-1;Thymus × subramosus Ronniger;name;NA;NA;Thymus ×subramosus Ronniger;ipni
urn:lsid:ipni.org:names:461718-1;Thymus × thermarum Machule;name;NA;NA;Thymus ×thermarum Machule;ipni
urn:lsid:ipni.org:names:461723-1;Thymus × toletanus Ladero;name;NA;NA;Thymus ×toletanus Ladero;ipni
urn:lsid:ipni.org:names:461742-1;Thymus × valentinus Rouy;name;NA;NA;Thymus ×valentinus Rouy;ipni
urn:lsid:ipni.org:names:461772-1;Thymus × weisenbeckii Machule;name;NA;NA;Thymus ×weisenbeckii Machule;ipni
urn:lsid:ipni.org:names:461778-1;Thymus × wolfgangii Ronniger;name;NA;NA;Thymus ×wolfgangii Ronniger;ipni
urn:lsid:ipni.org:names:461785-1;Thymus × zedelmejeri Ronniger;name;NA;NA;Thymus ×zedelmejeri Ronniger;ipni
urn:lsid:ipni.org:names:461790-1;Thymus × zimmermannii Ferd.Weber;name;NA;NA;Thymus ×zimmermannii Ferd.Weber;ipni
urn:lsid:ipni.org:names:461791-1;Thymus × zirnichianus Cohrs;name;NA;NA;Thymus ×zirnichianus Cohrs;ipni
urn:lsid:ipni.org:names:472210-1;Adenocarpus × subdecorticans Humbert & Maire;name;Adenocarpus decorticans Boiss.;urn:lsid:ipni.org:names:472192-1;Adenocarpus ×subdecorticans Humbert & Maire;ipni
urn:lsid:ipni.org:names:472210-1;Adenocarpus × subdecorticans Humbert & Maire;name;Adenocarpus intermedius DC. var. tazzekanus Humbert & Maire;urn:lsid:ipni.org:names:77100969-1;Adenocarpus ×subdecorticans Humbert & Maire;ipni
urn:lsid:ipni.org:names:473829-1;Amorpha × notha E.J.Palmer;name;NA;NA;Amorpha ×notha E.J.Palmer;ipni
urn:lsid:ipni.org:names:474659-1;Anthyllis × cazulensis Rivas Goday & Esteve;name;NA;NA;Anthyllis ×cazulensis Rivas Goday & Esteve;ipni
urn:lsid:ipni.org:names:474747-1;Anthyllis × polyphylloides Juz.;name;NA;NA;Anthyllis ×polyphylloides Juz.;ipni
urn:lsid:ipni.org:names:475983-1;Astragalus × afyonicus (Ponert) Ponert;name;NA;NA;Astragalus ×afyonicus (Ponert) Ponert;ipni
urn:lsid:ipni.org:names:476254-1;Astragalus × arnaudii (Petitm) E.P.Perrier;name;NA;NA;Astragalus ×arnaudii (Petitm) E.P.Perrier;ipni
urn:lsid:ipni.org:names:479366-1;Astragalus × pseudoparnassi Ponert;name;NA;NA;Astragalus ×pseudoparnassi Ponert;ipni
urn:lsid:ipni.org:names:480954-1;Baptisia × bicolor Greenm. & Larisey;name;NA;NA;Baptisia ×bicolor Greenm. & Larisey;ipni
urn:lsid:ipni.org:names:480963-1;Baptisia × deamii Larisey;name;NA;NA;Baptisia ×deamii Larisey;ipni
urn:lsid:ipni.org:names:480966-1;Baptisia × fragilis Larisey;name;NA;NA;Baptisia ×fragilis Larisey;ipni
urn:lsid:ipni.org:names:480968-1;Baptisia × fulva Larisey;name;NA;NA;Baptisia ×fulva Larisey;ipni
urn:lsid:ipni.org:names:480994-1;Baptisia × pinetorum Larisey;name;NA;NA;Baptisia ×pinetorum Larisey;ipni
urn:lsid:ipni.org:names:481003-1;Baptisia × stricta Larisey;name;NA;NA;Baptisia ×stricta Larisey;ipni
urn:lsid:ipni.org:names:483878-1;Caragana × prestonae R.J.Moore;name;NA;NA;Caragana ×prestonae R.J.Moore;ipni
urn:lsid:ipni.org:names:485695-1;Cercis × yaltirikii Ponert;name;NA;NA;Cercis ×yaltirikii Ponert;ipni
urn:lsid:ipni.org:names:486271-1;Chorozema × lowii hort.;name;NA;NA;Chorozema ×lowii hort.;ipni
urn:lsid:ipni.org:names:486885-1;Colutea × variabilis Browicz;name;NA;NA;Colutea ×variabilis Browicz;ipni
urn:lsid:ipni.org:names:489597-1;Cytisus × adami Poit.;name;NA;NA;Cytisus ×adami Poit.;ipni
urn:lsid:ipni.org:names:489688-1;Cytisus × cetius Beck;name;NA;NA;Cytisus ×cetius Beck;ipni
urn:lsid:ipni.org:names:489706-1;Cytisus × czerniaevii V.I.Krecz.;name;NA;NA;Cytisus ×czerniaevii V.I.Krecz.;ipni
urn:lsid:ipni.org:names:489791-1;Cytisus × kewensis Bean;name;Cytisus albus Link;urn:lsid:ipni.org:names:489609-1;Cytisus ×kewensis Bean;ipni
urn:lsid:ipni.org:names:489791-1;Cytisus × kewensis Bean;name;Cytisus ardoinoi E.Fourn.;urn:lsid:ipni.org:names:489625-1;Cytisus ×kewensis Bean;ipni
urn:lsid:ipni.org:names:489907-1;Cytisus × praecox hort.;name;NA;NA;Cytisus ×praecox hort.;ipni
urn:lsid:ipni.org:names:489997-1;Cytisus × ssyreiszczikovii V.I.Krecz.;name;NA;NA;Cytisus ×ssyreiszczikovii V.I.Krecz.;ipni
urn:lsid:ipni.org:names:490031-1;Cytisus × versicolor Briq.;name;NA;NA;Cytisus ×versicolor Briq.;ipni
urn:lsid:ipni.org:names:490037-1;Cytisus × virescens (Kovács ex Neilr.) Beck;name;NA;NA;Cytisus ×virescens (Kovács ex Neilr.) Beck;ipni
urn:lsid:ipni.org:names:490046-1;Cytisus × watereri Wettst.;name;NA;NA;Cytisus ×watereri Wettst.;ipni
urn:lsid:ipni.org:names:494362-1;Erythrina × bidwillii Lindl.;name;NA;NA;Erythrina ×bidwillii Lindl.;ipni
urn:lsid:ipni.org:names:494386-1;Erythrina × coddii Barneby & Krukoff;name;NA;NA;Erythrina ×coddii Barneby & Krukoff;ipni
urn:lsid:ipni.org:names:494448-1;Erythrina × hennessyae Barneby & Krukoff;name;NA;NA;Erythrina ×hennessyae Barneby & Krukoff;ipni
urn:lsid:ipni.org:names:494477-1;Erythrina × lanigera P.A.Duvign. & Rochez ex Barneby & Krukoff;name;NA;NA;Erythrina ×lanigera P.A.Duvign. & Rochez ex Barneby & Krukoff;ipni
urn:lsid:ipni.org:names:494522-1;Erythrina × orba Barneby & Krukoff;name;NA;NA;Erythrina ×orba Barneby & Krukoff;ipni
urn:lsid:ipni.org:names:494604-1;Erythrina × sykesii Barneby & Krukoff;name;NA;NA;Erythrina ×sykesii Barneby & Krukoff;ipni
urn:lsid:ipni.org:names:494623-1;Erythrina × vlissengensis hort. ex Krukoff;name;NA;NA;Erythrina ×vlissengensis hort. ex Krukoff;ipni
urn:lsid:ipni.org:names:494675-1;Euchresta × strigillosa C.Y.Wu;name;NA;NA;Euchresta ×strigillosa C.Y.Wu;ipni
urn:lsid:ipni.org:names:4960255-1;Gaultheria × wisleyensis Marchant ex D.J.Middleton;name;NA;NA;Gaultheria ×wisleyensis Marchant ex D.J.Middleton;ipni
urn:lsid:ipni.org:names:496231-1;Genista × oweniana hort.;name;NA;NA;Genista ×oweniana hort.;ipni
urn:lsid:ipni.org:names:501423-1;Laburnum × adami Lavalle;name;NA;NA;Laburnum ×adami Lavalle;ipni
