verbatim;edited;parent
Spiranthes cernua x S. odorata;Spiranthes cernua × S. odorata;Spiranthes odorata
Dovyalis hebecarpa × D. abyssinica;Dovyalis hebecarpa × D. abyssinica;Dovyalis hebecarpa
Dovyalis hebecarpa × D. abyssinica;Dovyalis hebecarpa × D. abyssinica;Dovyalis abyssinica
Citrus limon × Citrus paradisi;Citrus limon × Citrus paradisi;Citrus limon
Citrus limon × Citrus paradisi;Citrus limon × Citrus paradisi;Citrus paradisi
Citrus cavaleriei × Citrus maxima;Citrus cavaleriei × Citrus maxima;Citrus cavaleriei
Citrus cavaleriei × Citrus maxima;Citrus cavaleriei × Citrus maxima;Citrus maxima
Citrus reticulata × sinensis;Citrus reticulata × sinensis;Citrus reticulata
Citrus reticulata × sinensis;Citrus reticulata × sinensis;Citrus sinensis
Prunus persica × P. americana;Prunus persica × P. americana;Prunus persica
Prunus persica × P. americana;Prunus persica × P. americana;Prunus americana
Abies cephalonica x nordmanniana;Abies cephalonica × nordmanniana;Abies cephalonica
Abies cephalonica x nordmanniana;Abies cephalonica × nordmanniana;Abies nordmanniana
Abies bornmuelleriana Mattf.;Abies bornmuelleriana Mattf.;NA
Hapalidiales sp. X_Twist-2019;Hapalidiales sp. X_Twist-2019;NA
Orchis maculatus × morio;Orchis maculatus × morio;Orchis maculatus
Orchis maculatus × morio;Orchis maculatus × morio;Orchis morio
Orchis neustriaca A. & G.;Orchis neustriaca A. & G.;NA
Draba verna subsp. spathulata x verna subsp. verna;Draba verna subsp. spathulata × verna subsp. verna;Draba verna subsp. spathulata
Draba verna subsp. spathulata x verna subsp. verna;Draba verna subsp. spathulata × verna subsp. verna;Draba verna subsp. verna
Draba boerhaavii x verna;Draba boerhaavii × verna;Draba boerhaavii
Draba boerhaavii x verna;Draba boerhaavii × verna;Draba verna
Draba praecox x verna subsp. verna;Draba praecox × verna subsp. verna;Draba praecox
Draba praecox x verna subsp. verna;Draba praecox × verna subsp. verna;Draba verna subsp. verna
Draba praecox x verna;Draba praecox × verna;Draba praecox
Draba praecox x verna;Draba praecox × verna;Draba verna
Draba pseudonivalis x N.Busch;Draba × pseudonivalis N.Busch;NA
Rorippa stenophylla x Borbás ex Nyman;Rorippa × stenophylla Borbás ex Nyman;NA
Rorippa podolica x Zapal.;Rorippa × podolica Zapal.;NA
Rorippa sodalis x Zapal.;Rorippa × sodalis Zapal.;NA
Rorippa viaria x Zapal.;Rorippa × viaria Zapal.;NA
Rorippa austriaca (Crantz) Besser;Rorippa austriaca (Crantz) Besser;NA
Pilosella ×blyttiana (Fr.) F.W.Schultz & Sch.Bip.;Pilosella × blyttiana (Fr.) F.W.Schultz & Sch.Bip.;NA
Pilosella ×glomerata (Froel.) Arv.-Touv.;Pilosella × glomerata (Froel.) Arv.-Touv.;NA
Pilosella ×scandinavica (Dahlst.) Schljakov;Pilosella × scandinavica (Dahlst.) Schljakov;NA
Mahonia aquifolium x  M.repens;Mahonia aquifolium × M.repens;Mahonia aquifolium
Mahonia aquifolium x  M.repens;Mahonia aquifolium × M.repens;Mahonia repens
Prunus avium (L.) L.;Prunus avium (L.) L.;NA
Sorbus latifolia (Lam.) Pers.;Sorbus latifolia (Lam.) Pers.;NA
Gaillardia pulchella Foug.;Gaillardia pulchella Foug.;NA
Verbascum nigrum L. × Verbascum thapsus L.;Verbascum nigrum L. × Verbascum thapsus L.;Verbascum nigrum L.
Verbascum nigrum L. × Verbascum thapsus L.;Verbascum nigrum L. × Verbascum thapsus L.;Verbascum thapsus L.
Galium mollugo L. × Galium verum L.;Galium mollugo L. × Galium verum L.;Galium mollugo L.
Galium mollugo L. × Galium verum L.;Galium mollugo L. × Galium verum L.;Galium verum L.
Galium boreale L. × Galium rubioides L.;Galium boreale L. × Galium rubioides L.;Galium boreale L.
Galium boreale L. × Galium rubioides L.;Galium boreale L. × Galium rubioides L.;Galium rubioides L.
Lotus arvensis Pers. × Lotus zhegulensis Klok.;Lotus arvensis Pers. × Lotus zhegulensis Klok.;Lotus arvensis Pers.
Lotus arvensis Pers. × Lotus zhegulensis Klok.;Lotus arvensis Pers. × Lotus zhegulensis Klok.;Lotus zhegulensis Klok.
Geranium pratense L. × Geranium sylvaticum L.;Geranium pratense L. × Geranium sylvaticum L.;Geranium pratense L.
Geranium pratense L. × Geranium sylvaticum L.;Geranium pratense L. × Geranium sylvaticum L.;Geranium sylvaticum L.
Potentilla argentea L. × Potentilla intermedia L.;Potentilla argentea L. × Potentilla intermedia L.;Potentilla argentea L.
Potentilla argentea L. × Potentilla intermedia L.;Potentilla argentea L. × Potentilla intermedia L.;Potentilla intermedia L.
Potentilla norvegica L. × Potentilla intermedia L.;Potentilla norvegica L. × Potentilla intermedia L.;Potentilla norvegica L.
Potentilla norvegica L. × Potentilla intermedia L.;Potentilla norvegica L. × Potentilla intermedia L.;Potentilla intermedia L.
Rosa acicularis Lindl. × Rosa glabrifolia C.A. Mey. ex Rupr.;Rosa acicularis Lindl. × Rosa glabrifolia C.A. Mey. ex Rupr.;Rosa acicularis Lindl.
Rosa acicularis Lindl. × Rosa glabrifolia C.A. Mey. ex Rupr.;Rosa acicularis Lindl. × Rosa glabrifolia C.A. Mey. ex Rupr.;Rosa glabrifolia C.A. Mey. ex Rupr.
Nymphaea candida J. Presl × Nymphaea alba L.;Nymphaea candida J. Presl × Nymphaea alba L.;Nymphaea candida J. Presl
Nymphaea candida J. Presl × Nymphaea alba L.;Nymphaea candida J. Presl × Nymphaea alba L.;Nymphaea alba L.
Polygonum aviculare L. × Polygonum monspeliense Tieb. ex Pers.;Polygonum aviculare L. × Polygonum monspeliense Tieb. ex Pers.;Polygonum aviculare L.
Polygonum aviculare L. × Polygonum monspeliense Tieb. ex Pers.;Polygonum aviculare L. × Polygonum monspeliense Tieb. ex Pers.;Polygonum monspeliense Tieb. ex Pers.
Salix viminalis L. × Salix alba L.;Salix viminalis L. × Salix alba L.;Salix viminalis L.
Salix viminalis L. × Salix alba L.;Salix viminalis L. × Salix alba L.;Salix alba L.
Salix xerophila B. Floder × Salix myrtilloides L.;Salix xerophila B. Floder × Salix myrtilloides L.;Salix xerophila B. Floder
Salix xerophila B. Floder × Salix myrtilloides L.;Salix xerophila B. Floder × Salix myrtilloides L.;Salix myrtilloides L.
Dactylorhiza incarnata (L.) Soó × Dactylorhiza maculata (L.) Soó;Dactylorhiza incarnata (L.) Soó × Dactylorhiza maculata (L.) Soó;Dactylorhiza incarnata (L.) Soó
Dactylorhiza incarnata (L.) Soó × Dactylorhiza maculata (L.) Soó;Dactylorhiza incarnata (L.) Soó × Dactylorhiza maculata (L.) Soó;Dactylorhiza maculata (L.) Soó
Salix myrtilloides L. × Salix aurita L.;Salix myrtilloides L. × Salix aurita L.;Salix myrtilloides L.
Salix myrtilloides L. × Salix aurita L.;Salix myrtilloides L. × Salix aurita L.;Salix aurita L.
Salix myrsinifolia Salisb. × Salix caprea L.;Salix myrsinifolia Salisb. × Salix caprea L.;Salix myrsinifolia Salisb.
Salix myrsinifolia Salisb. × Salix caprea L.;Salix myrsinifolia Salisb. × Salix caprea L.;Salix caprea L.
Salix caprea L. × Salix aurita L.;Salix caprea L. × Salix aurita L.;Salix caprea L.
Salix caprea L. × Salix aurita L.;Salix caprea L. × Salix aurita L.;Salix aurita L.
Salix caprea L. × Salix cinerea L.;Salix caprea L. × Salix cinerea L.;Salix caprea L.
Salix caprea L. × Salix cinerea L.;Salix caprea L. × Salix cinerea L.;Salix cinerea L.
Salix fragilis L. × Salix alba L.;Salix fragilis L. × Salix alba L.;Salix fragilis L.
Salix fragilis L. × Salix alba L.;Salix fragilis L. × Salix alba L.;Salix alba L.
Potamogeton graminifolius × biformis;Potamogeton graminifolius × biformis;Potamogeton graminifolius
Potamogeton graminifolius × biformis;Potamogeton graminifolius × biformis;Potamogeton biformis
Potamogeton berchtoldii × lacunatus;Potamogeton berchtoldii × lacunatus;Potamogeton berchtoldii
Potamogeton berchtoldii × lacunatus;Potamogeton berchtoldii × lacunatus;Potamogeton lacunatus
Orchis maculata × Platanthera bifolia;Orchis maculata × Platanthera bifolia;Orchis maculata
Orchis maculata × Platanthera bifolia;Orchis maculata × Platanthera bifolia;Platanthera bifolia
Orchiplanthera chevallieriana E.G.Camus;Orchiplanthera chevallieriana E.G.Camus;NA
Ophioglossum ×pseudoazoricum Peruzzi, Pierini, Magrini, Marchetti & Viane, 2015;Ophioglossum × pseudoazoricum Peruzzi, Pierini, Magrini, Marchetti & Viane, 2015;NA
Epilobium ×vicinum Smejkal, 1995;Epilobium × vicinum Smejkal, 1995;NA
Epilobium ×mentiens Smejkal, 1995;Epilobium × mentiens Smejkal, 1995;NA
Asplenium trichomanes quadrivalens x trichomanes trichomanes;Asplenium trichomanes quadrivalens × trichomanes trichomanes;Asplenium trichomanes quadrivalens
Asplenium trichomanes quadrivalens x trichomanes trichomanes;Asplenium trichomanes quadrivalens × trichomanes trichomanes;Asplenium trichomanes trichomanes
Asplenium trichomanes quadrivalens x trichomanes pachyrachis;Asplenium trichomanes quadrivalens × trichomanes pachyrachis;Asplenium trichomanes quadrivalens
Asplenium trichomanes quadrivalens x trichomanes pachyrachis;Asplenium trichomanes quadrivalens × trichomanes pachyrachis;Asplenium trichomanes pachyrachis
Asplenium trichomanes nothossp. x staufferi;Asplenium trichomanes nothosubsp. × staufferi;Asplenium trichomanes nothosubsp.
Asplenium trichomanes nothossp. x staufferi;Asplenium trichomanes nothosubsp. × staufferi;Asplenium staufferi
Asplenium trichomanes nothossp. x lusaticum;Asplenium trichomanes nothosubsp. × lusaticum;Asplenium trichomanes nothosubsp.
Asplenium trichomanes nothossp. x lusaticum;Asplenium trichomanes nothosubsp. × lusaticum;Asplenium lusaticum
Rosa caesia subsp. caesia x canina;Rosa caesia subsp. caesia × canina;Rosa caesia subsp. caesia
Rosa caesia subsp. caesia x canina;Rosa caesia subsp. caesia × canina;Rosa canina
Rosa caesia vosagiaca x stylosa;Rosa caesia vosagiaca × stylosa;Rosa caesia vosagiaca
Rosa caesia vosagiaca x stylosa;Rosa caesia vosagiaca × stylosa;Rosa stylosa
Rosa caesia vosagiaca x stylosa (female x male);Rosa caesia vosagiaca × stylosa;Rosa caesia vosagiaca
Rosa caesia vosagiaca x stylosa (female x male);Rosa caesia vosagiaca × stylosa;Rosa stylosa
Rosa caesia vosagiaca x sherardii;Rosa caesia vosagiaca × sherardii;Rosa caesia vosagiaca
Rosa caesia vosagiaca x sherardii;Rosa caesia vosagiaca × sherardii;Rosa sherardii
Rosa sherardii x caesia vosagiaca (female x male);Rosa sherardii × caesia vosagiaca;Rosa sherardii
Rosa sherardii x caesia vosagiaca (female x male);Rosa sherardii × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x sherardii (female x male);Rosa caesia vosagiaca × sherardii;Rosa caesia vosagiaca
Rosa caesia vosagiaca x sherardii (female x male);Rosa caesia vosagiaca × sherardii;Rosa sherardii
Rosa caesia vosagiaca x rubiginosa;Rosa caesia vosagiaca × rubiginosa;Rosa caesia vosagiaca
Rosa caesia vosagiaca x rubiginosa;Rosa caesia vosagiaca × rubiginosa;Rosa rubiginosa
Rosa rubiginosa x caesia vosagiaca (female x male);Rosa rubiginosa × caesia vosagiaca;Rosa rubiginosa
Rosa rubiginosa x caesia vosagiaca (female x male);Rosa rubiginosa × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x rubiginosa (female x male);Rosa caesia vosagiaca × rubiginosa;Rosa caesia vosagiaca
Rosa caesia vosagiaca x rubiginosa (female x male);Rosa caesia vosagiaca × rubiginosa;Rosa rubiginosa
Rosa caesia vosagiaca x pimpinellifolia;Rosa caesia vosagiaca × pimpinellifolia;Rosa caesia vosagiaca
Rosa caesia vosagiaca x pimpinellifolia;Rosa caesia vosagiaca × pimpinellifolia;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia vosagiaca (female x male);Rosa pimpinellifolia × caesia vosagiaca;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia vosagiaca (female x male);Rosa pimpinellifolia × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x pimpinellifolia (female x male);Rosa caesia vosagiaca × pimpinellifolia;Rosa caesia vosagiaca
Rosa caesia vosagiaca x pimpinellifolia (female x male);Rosa caesia vosagiaca × pimpinellifolia;Rosa pimpinellifolia
Rosa caesia vosagiaca x obtusifolia;Rosa caesia vosagiaca × obtusifolia;Rosa caesia vosagiaca
Rosa caesia vosagiaca x obtusifolia;Rosa caesia vosagiaca × obtusifolia;Rosa obtusifolia
Rosa obtusifolia x caesia vosagiaca (female x male);Rosa obtusifolia × caesia vosagiaca;Rosa obtusifolia
Rosa obtusifolia x caesia vosagiaca (female x male);Rosa obtusifolia × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x obtusifolia (female x male);Rosa caesia vosagiaca × obtusifolia;Rosa caesia vosagiaca
Rosa caesia vosagiaca x obtusifolia (female x male);Rosa caesia vosagiaca × obtusifolia;Rosa obtusifolia
Rosa caesia vosagiaca x mollis;Rosa caesia vosagiaca × mollis;Rosa caesia vosagiaca
Rosa caesia vosagiaca x mollis;Rosa caesia vosagiaca × mollis;Rosa mollis
Rosa mollis x caesia vosagiaca (female x male);Rosa mollis × caesia vosagiaca;Rosa mollis
Rosa mollis x caesia vosagiaca (female x male);Rosa mollis × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x mollis (female x male);Rosa caesia vosagiaca × mollis;Rosa caesia vosagiaca
Rosa caesia vosagiaca x mollis (female x male);Rosa caesia vosagiaca × mollis;Rosa mollis
Rosa caesia vosagiaca x micrantha (female x male);Rosa caesia vosagiaca × micrantha;Rosa caesia vosagiaca
Rosa caesia vosagiaca x micrantha (female x male);Rosa caesia vosagiaca × micrantha;Rosa micrantha
Rosa caesia vosagiaca x micrantha;Rosa caesia vosagiaca × micrantha;Rosa caesia vosagiaca
Rosa caesia vosagiaca x micrantha;Rosa caesia vosagiaca × micrantha;Rosa micrantha
Rosa caesia vosagiaca x canina;Rosa caesia vosagiaca × canina;Rosa caesia vosagiaca
Rosa caesia vosagiaca x canina;Rosa caesia vosagiaca × canina;Rosa canina
Rosa canina x caesia vosagiaca (female x male);Rosa canina × caesia vosagiaca;Rosa canina
Rosa canina x caesia vosagiaca (female x male);Rosa canina × caesia vosagiaca;Rosa caesia vosagiaca
Rosa caesia vosagiaca x canina (female x male);Rosa caesia vosagiaca × canina;Rosa caesia vosagiaca
Rosa caesia vosagiaca x canina (female x male);Rosa caesia vosagiaca × canina;Rosa canina
Rosa caesia glauca x tomentosa;Rosa caesia glauca × tomentosa;Rosa caesia glauca
Rosa caesia glauca x tomentosa;Rosa caesia glauca × tomentosa;Rosa tomentosa
Rosa tomentosa x caesia glauca (f x m);Rosa tomentosa × caesia glauca;Rosa tomentosa
Rosa tomentosa x caesia glauca (f x m);Rosa tomentosa × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x tomentosa (f x m);Rosa caesia glauca × tomentosa;Rosa caesia glauca
Rosa caesia glauca x tomentosa (f x m);Rosa caesia glauca × tomentosa;Rosa tomentosa
Rosa caesia glauca x stylosa;Rosa caesia glauca × stylosa;Rosa caesia glauca
Rosa caesia glauca x stylosa;Rosa caesia glauca × stylosa;Rosa stylosa
Rosa caesia subsp. glauca x Rosa stylosa;Rosa caesia subsp. glauca × Rosa stylosa;Rosa caesia subsp. glauca
Rosa caesia subsp. glauca x Rosa stylosa;Rosa caesia subsp. glauca × Rosa stylosa;Rosa stylosa
Rosa stylosa x caesia glauca (f x m);Rosa stylosa × caesia glauca;Rosa stylosa
Rosa stylosa x caesia glauca (f x m);Rosa stylosa × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x stylosa (f x m);Rosa caesia glauca × stylosa;Rosa caesia glauca
Rosa caesia glauca x stylosa (f x m);Rosa caesia glauca × stylosa;Rosa stylosa
Rosa caesia glauca x sherardii;Rosa caesia glauca × sherardii;Rosa caesia glauca
Rosa caesia glauca x sherardii;Rosa caesia glauca × sherardii;Rosa sherardii
Rosa sherardii x caesia glauca (f x m);Rosa sherardii × caesia glauca;Rosa sherardii
Rosa sherardii x caesia glauca (f x m);Rosa sherardii × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x sherardii (f x m);Rosa caesia glauca × sherardii;Rosa caesia glauca
Rosa caesia glauca x sherardii (f x m);Rosa caesia glauca × sherardii;Rosa sherardii
Rosa caesia glauca x rubiginosa;Rosa caesia glauca × rubiginosa;Rosa caesia glauca
Rosa caesia glauca x rubiginosa;Rosa caesia glauca × rubiginosa;Rosa rubiginosa
Rosa rubiginosa x caesia glauca (f x m);Rosa rubiginosa × caesia glauca;Rosa rubiginosa
Rosa rubiginosa x caesia glauca (f x m);Rosa rubiginosa × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x rubiginosa (f x m);Rosa caesia glauca × rubiginosa;Rosa caesia glauca
Rosa caesia glauca x rubiginosa (f x m);Rosa caesia glauca × rubiginosa;Rosa rubiginosa
Rosa caesia glauca x pimpinellifolia;Rosa caesia glauca × pimpinellifolia;Rosa caesia glauca
Rosa caesia glauca x pimpinellifolia;Rosa caesia glauca × pimpinellifolia;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia glauca (f x m);Rosa pimpinellifolia × caesia glauca;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia glauca (f x m);Rosa pimpinellifolia × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x pimpinellifolia (f x m);Rosa caesia glauca × pimpinellifolia;Rosa caesia glauca
Rosa caesia glauca x pimpinellifolia (f x m);Rosa caesia glauca × pimpinellifolia;Rosa pimpinellifolia
Rosa caesia glauca x obtusifolia;Rosa caesia glauca × obtusifolia;Rosa caesia glauca
Rosa caesia glauca x obtusifolia;Rosa caesia glauca × obtusifolia;Rosa obtusifolia
Rosa obtusifolia x caesia glauca (f x m);Rosa obtusifolia × caesia glauca;Rosa obtusifolia
Rosa obtusifolia x caesia glauca (f x m);Rosa obtusifolia × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x obtusifolia (f x m);Rosa caesia glauca × obtusifolia;Rosa caesia glauca
Rosa caesia glauca x obtusifolia (f x m);Rosa caesia glauca × obtusifolia;Rosa obtusifolia
Rosa caesia glauca x mollis;Rosa caesia glauca × mollis;Rosa caesia glauca
Rosa caesia glauca x mollis;Rosa caesia glauca × mollis;Rosa mollis
Rosa mollis x caesia glauca (f x m);Rosa mollis × caesia glauca;Rosa mollis
Rosa mollis x caesia glauca (f x m);Rosa mollis × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x mollis (f x m);Rosa caesia glauca × mollis;Rosa caesia glauca
Rosa caesia glauca x mollis (f x m);Rosa caesia glauca × mollis;Rosa mollis
Rosa caesia glauca x micrantha;Rosa caesia glauca × micrantha;Rosa caesia glauca
Rosa caesia glauca x micrantha;Rosa caesia glauca × micrantha;Rosa micrantha
Rosa micrantha x caesia glauca (f x m);Rosa micrantha × caesia glauca;Rosa micrantha
Rosa micrantha x caesia glauca (f x m);Rosa micrantha × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x micrantha (f x m);Rosa caesia glauca × micrantha;Rosa caesia glauca
Rosa caesia glauca x micrantha (f x m);Rosa caesia glauca × micrantha;Rosa micrantha
Rosa caesia glauca x canina;Rosa caesia glauca × canina;Rosa caesia glauca
Rosa caesia glauca x canina;Rosa caesia glauca × canina;Rosa canina
Rosa caesia subsp. glauca x Rosa canina;Rosa caesia subsp. glauca × Rosa canina;Rosa caesia subsp. glauca
Rosa caesia subsp. glauca x Rosa canina;Rosa caesia subsp. glauca × Rosa canina;Rosa canina
Rosa canina x caesia glauca (f x m);Rosa canina × caesia glauca;Rosa canina
Rosa canina x caesia glauca (f x m);Rosa canina × caesia glauca;Rosa caesia glauca
Rosa caesia glauca x canina (f x m);Rosa caesia glauca × canina;Rosa caesia glauca
Rosa caesia glauca x canina (f x m);Rosa caesia glauca × canina;Rosa canina
Rosa caesia caesia x tomentosa;Rosa caesia caesia × tomentosa;Rosa caesia caesia
Rosa caesia caesia x tomentosa;Rosa caesia caesia × tomentosa;Rosa tomentosa
Rosa tomentosa x caesia caesia (f x m);Rosa tomentosa × caesia caesia;Rosa tomentosa
Rosa tomentosa x caesia caesia (f x m);Rosa tomentosa × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x tomentosa (f x m);Rosa caesia caesia × tomentosa;Rosa caesia caesia
Rosa caesia caesia x tomentosa (f x m);Rosa caesia caesia × tomentosa;Rosa tomentosa
Rosa caesia caesia x sherardii;Rosa caesia caesia × sherardii;Rosa caesia caesia
Rosa caesia caesia x sherardii;Rosa caesia caesia × sherardii;Rosa sherardii
Rosa sherardii x caesia caesia (f x m);Rosa sherardii × caesia caesia;Rosa sherardii
Rosa sherardii x caesia caesia (f x m);Rosa sherardii × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x sherardii (f x m);Rosa caesia caesia × sherardii;Rosa caesia caesia
Rosa caesia caesia x sherardii (f x m);Rosa caesia caesia × sherardii;Rosa sherardii
Rosa caesia caesia x rubiginosa;Rosa caesia caesia × rubiginosa;Rosa caesia caesia
Rosa caesia caesia x rubiginosa;Rosa caesia caesia × rubiginosa;Rosa rubiginosa
Rosa rubiginosa x caesia caesia (f x m);Rosa rubiginosa × caesia caesia;Rosa rubiginosa
Rosa rubiginosa x caesia caesia (f x m);Rosa rubiginosa × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x rubiginosa (f x m);Rosa caesia caesia × rubiginosa;Rosa caesia caesia
Rosa caesia caesia x rubiginosa (f x m);Rosa caesia caesia × rubiginosa;Rosa rubiginosa
Rosa caesia caesia x pimpinellifolia;Rosa caesia caesia × pimpinellifolia;Rosa caesia caesia
Rosa caesia caesia x pimpinellifolia;Rosa caesia caesia × pimpinellifolia;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia caesia (f x m);Rosa pimpinellifolia × caesia caesia;Rosa pimpinellifolia
Rosa pimpinellifolia x caesia caesia (f x m);Rosa pimpinellifolia × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x pimpinellifolia (f x m);Rosa caesia caesia × pimpinellifolia;Rosa caesia caesia
Rosa caesia caesia x pimpinellifolia (f x m);Rosa caesia caesia × pimpinellifolia;Rosa pimpinellifolia
Rosa caesia caesia x mollis;Rosa caesia caesia × mollis;Rosa caesia caesia
Rosa caesia caesia x mollis;Rosa caesia caesia × mollis;Rosa mollis
Rosa mollis x caesia caesia (f x m);Rosa mollis × caesia caesia;Rosa mollis
Rosa mollis x caesia caesia (f x m);Rosa mollis × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x mollis (f x m);Rosa caesia caesia × mollis;Rosa caesia caesia
Rosa caesia caesia x mollis (f x m);Rosa caesia caesia × mollis;Rosa mollis
Rosa caesia caesia x canina;Rosa caesia caesia × canina;Rosa caesia caesia
Rosa caesia caesia x canina;Rosa caesia caesia × canina;Rosa canina
Rosa canina x caesia caesia (f x m);Rosa canina × caesia caesia;Rosa canina
Rosa canina x caesia caesia (f x m);Rosa canina × caesia caesia;Rosa caesia caesia
Rosa caesia caesia x canina (f x m);Rosa caesia caesia × canina;Rosa caesia caesia
Rosa caesia caesia x canina (f x m);Rosa caesia caesia × canina;Rosa canina
Medicago sativa nothosubsp. varia (Martyn) Arcang.;Medicago sativa nothosubsp. varia (Martyn) Arcang.;NA
Platanthera chlorantha x Pseudorchis albida;Platanthera chlorantha × Pseudorchis albida;Platanthera chlorantha
Platanthera chlorantha x Pseudorchis albida;Platanthera chlorantha × Pseudorchis albida;Pseudorchis albida
Platanthera chlorantha (Custer) Rchb.;Platanthera chlorantha (Custer) Rchb.;NA
Euphorbia boissieriana x esula;Euphorbia boissieriana × esula;Euphorbia boissieriana
Euphorbia boissieriana x esula;Euphorbia boissieriana × esula;Euphorbia esula
Arum italicum subsp. italicum x subsp. neglectum;Arum italicum subsp. italicum × subsp. neglectum;Arum italicum subsp. italicum
Arum italicum subsp. italicum x subsp. neglectum;Arum italicum subsp. italicum × subsp. neglectum;Arum italicum subsp. neglectum
Tropaeolum majus x peltophorum;Tropaeolum majus × peltophorum;Tropaeolum majus
Tropaeolum majus x peltophorum;Tropaeolum majus × peltophorum;Tropaeolum peltophorum
Raphanus raphanistrum subsp. maritimus x subsp. raphanistrum;Raphanus raphanistrum subsp. maritimus × subsp. raphanistrum;Raphanus raphanistrum subsp. maritimus
Raphanus raphanistrum subsp. maritimus x subsp. raphanistrum;Raphanus raphanistrum subsp. maritimus × subsp. raphanistrum;Raphanus raphanistrum subsp. raphanistrum
Raphanus raphanistrum subsp. maritimus x raphanistrum sub raphanistrum;Raphanus raphanistrum subsp. maritimus × raphanistrum sub raphanistrum;Raphanus raphanistrum subsp. maritimus
Raphanus raphanistrum subsp. maritimus x raphanistrum sub raphanistrum;Raphanus raphanistrum subsp. maritimus × raphanistrum sub raphanistrum;Raphanus raphanistrum sub raphanistrum
Euphrasia arctica subsp. borealis x nemorosa;Euphrasia arctica subsp. borealis × nemorosa;Euphrasia arctica subsp. borealis
Euphrasia arctica subsp. borealis x nemorosa;Euphrasia arctica subsp. borealis × nemorosa;Euphrasia nemorosa
Chara contraria x hispida;Chara contraria × hispida;Chara contraria
Chara contraria x hispida;Chara contraria × hispida;Chara hispida
Pilosella ×sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.;Pilosella × sphaerocephala (Froel. ex Rchb.) F.W.Schultz & Sch.Bip.;NA
Pilosella ×fuscoatra (Nägeli & Peter) Soják;Pilosella × fuscoatra (Nägeli & Peter) Soják;NA
Silene ×hampeana Meusel & K.Werner;Silene × hampeana Meusel & K.Werner;NA
Asplenium ruta-muraria subsp. ruta-muraria x septentrionale;Asplenium ruta-muraria subsp. ruta-muraria × septentrionale;Asplenium ruta-muraria subsp. ruta-muraria
Asplenium ruta-muraria subsp. ruta-muraria x septentrionale;Asplenium ruta-muraria subsp. ruta-muraria × septentrionale;Asplenium septentrionale
Potamogeton suecicus_x K.Richt.;Potamogeton suecicus K.Richt.;NA
Stuckenia suecica;Stuckenia suecica;NA
Potamogeton meinshausenii_x Juz.;Potamogeton meinshausenii Juz.;NA
Stuckenia fennica;Stuckenia fennica;NA
Potamogeton fennicus_x Hagstr.;Potamogeton fennicus Hagstr.;NA
Potamogeton bottnicus_x Hagstr.;Potamogeton bottnicus Hagstr.;NA
Stuckenia bottnica;Stuckenia bottnica;NA
Potamogeton decipiens_x var. torssandrii Tiselius;Potamogeton decipiens var. torssandrii Tiselius;NA
Potamogeton torssandrii;Potamogeton torssandrii;NA
Potamogeton pseudozizii_x Hagstr.;Potamogeton pseudozizii Hagstr.;NA
Potamogeton spathuliformis (J.W.Robbins) Morong;Potamogeton spathuliformis (J.W.Robbins) Morong;NA
Potamogeton pseudolucens_x Hagstr.;Potamogeton pseudolucens Hagstr.;NA
Potamogeton deminutus_x Hagstr.;Potamogeton deminutus Hagstr.;NA
Potamogeton fluitans_x var. stagnatilis W.D.J.Koch;Potamogeton fluitans var. stagnatilis W.D.J.Koch;NA
Potamogeton nodosus Poir.;Potamogeton nodosus Poir.;NA
Potamogeton fluitans_x var. robustus Tab.Morais;Potamogeton fluitans var. robustus Tab.Morais;NA
Potamogeton fluitans_x var. novaeboracensis (Morong) Graebn.;Potamogeton fluitans var. novaeboracensis (Morong) Graebn.;NA
Potamogeton fluitans_x subsp. americanus Graebn.;Potamogeton fluitans subsp. americanus Graebn.;NA
Potamogeton fluitans_x forma spathulifolius G.Fisch.;Potamogeton fluitans f. spathulifolius G.Fisch.;NA
Potamogeton fluitans_x forma latifolius G.Fisch.;Potamogeton fluitans f. latifolius G.Fisch.;NA
