verbatim;edited;parent
Phyteuma orbiculare × spicatum;Phyteuma orbiculare × spicatum;Phyteuma spicatum
Hieracium pilosella × zizianum;Hieracium pilosella × zizianum;Hieracium pilosella
Hieracium pilosella × zizianum;Hieracium pilosella × zizianum;Hieracium zizianum
Hieracium pilosella × piloselloides;Hieracium pilosella × piloselloides;Hieracium pilosella
Hieracium pilosella × piloselloides;Hieracium pilosella × piloselloides;Hieracium piloselloides
Hieracium bifurcum M. Bieb.;Hieracium bifurcum M. Bieb.;NA
Hieracium calomastix Peter;Hieracium calomastix Peter;NA
Hieracium × chaetocephalum H. Hofm.;Hieracium × chaetocephalum H. Hofm.;NA
Hieracium sciadophorum Nägeli & Peter;Hieracium sciadophorum Nägeli & Peter;NA
Hieracium aurantiacum × piloselloides;Hieracium aurantiacum × piloselloides;Hieracium aurantiacum
Hieracium aurantiacum × piloselloides;Hieracium aurantiacum × piloselloides;Hieracium piloselloides
Hieracium euchaetium Nägeli & Peter;Hieracium euchaetium Nägeli & Peter;NA
Hieracium fallacinum F. W. Schultz;Hieracium fallacinum F. W. Schultz;NA
Hieracium atramentarium (Nägeli & Peter) Zahn;Hieracium atramentarium (Nägeli & Peter) Zahn;NA
Hieracium floribundum Wimm. & Grab.;Hieracium floribundum Wimm. & Grab.;NA
Hieracium × fuernrohrii Vollm.;Hieracium × fuernrohrii Vollm.;NA
Hieracium fuscum Vill.;Hieracium fuscum Vill.;NA
Hieracium hypeuryum Peter;Hieracium hypeuryum Peter;NA
Hieracium koernickeanum (Nägeli & Peter) Soják;Hieracium koernickeanum (Nägeli & Peter) Soják;NA
Hieracium longisquamum Peter;Hieracium longisquamum Peter;NA
Hieracium macranthelum Nägeli & Peter;Hieracium macranthelum Nägeli & Peter;NA
Hieracium × pseudoparagogum A. Schlick. & Touton;Hieracium × pseudoparagogum A. Schlick. & Touton;NA
Hieracium paragogum Nägeli & Peter;Hieracium paragogum Nägeli & Peter;NA
Hieracium piloselliflorum Nägeli & Peter;Hieracium piloselliflorum Nägeli & Peter;NA
Hieracium poliodermum Dahlst.;Hieracium poliodermum Dahlst.;NA
Hieracium polymastix Peter;Hieracium polymastix Peter;NA
Hieracium schultesii F. W. Schultz;Hieracium schultesii F. W. Schultz;NA
Hieracium × setifolium Touton;Hieracium × setifolium Touton;NA
Hieracium stoloniflorum Waldst. & Kit.;Hieracium stoloniflorum Waldst. & Kit.;NA
Hieracium sulphureum Döll;Hieracium sulphureum Döll;NA
Hieracium viridifolium Peter;Hieracium viridifolium Peter;NA
Hieracium zizianum Tausch;Hieracium zizianum Tausch;NA
Pimpinella major subsp. major × P. saxifraga;Pimpinella major subsp. major × P. saxifraga;Pimpinella major subsp. major
Pimpinella major subsp. major × P. saxifraga;Pimpinella major subsp. major × P. saxifraga;Pimpinella  saxifraga
Pimpinella major × saxifraga;Pimpinella major × saxifraga;Pimpinella major
Pimpinella major × saxifraga;Pimpinella major × saxifraga;Pimpinella saxifraga
Plantago lanceolata × media;Plantago lanceolata × media;Plantago lanceolata
Plantago lanceolata × media;Plantago lanceolata × media;Plantago media
Plantago major × media;Plantago major × media;Plantago major
Plantago major × media;Plantago major × media;Plantago media
Platanthera hybrida Brügger;Platanthera hybrida Brügger;NA
Platanus × hispanica Mill. ex Münchh.;Platanus × hispanica Mill. ex Münchh.;NA
Poa angustifolia × humilis;Poa angustifolia × humilis;Poa angustifolia
Poa angustifolia × humilis;Poa angustifolia × humilis;Poa humilis
Poa angustifolia × pratensis;Poa angustifolia × pratensis;Poa angustifolia
Poa angustifolia × pratensis;Poa angustifolia × pratensis;Poa pratensis
Poa compressa × pratensis;Poa compressa × pratensis;Poa compressa
Poa compressa × pratensis;Poa compressa × pratensis;Poa pratensis
Poa × figertii;Poa × figertii;NA
Poa compressa × palustris;Poa compressa × palustris;Poa compressa
Poa compressa × palustris;Poa compressa × palustris;Poa palustris
Poa annua × supina;Poa annua × supina;Poa annua
Poa annua × supina;Poa annua × supina;Poa supina
Polygonatum × hybridum;Polygonatum × hybridum;NA
Polygonum × braunianum;Polygonum × braunianum;NA
Polygonum × lenticulare;Polygonum × lenticulare;NA
Polygonum × silesiacum;Polygonum × silesiacum;NA
Polygonum × subglandulosum;Polygonum × subglandulosum;NA
Polypodium interjectum × vulgare;Polypodium interjectum × vulgare;Polypodium interjectum
Polypodium interjectum × vulgare;Polypodium interjectum × vulgare;Polypodium vulgare
Polystichum aculeatum × lonchitis;Polystichum aculeatum × lonchitis;Polystichum aculeatum
Polystichum aculeatum × lonchitis;Polystichum aculeatum × lonchitis;Polystichum lonchitis
Polystichum aculeatum × setiferum;Polystichum aculeatum × setiferum;Polystichum aculeatum
Polystichum aculeatum × setiferum;Polystichum aculeatum × setiferum;Polystichum setiferum
Polystichum × luerssenii (Dörfl.) Hahne;Polystichum × luerssenii (Dörfl.) Hahne;NA
Populus × androscoggin Stout & Schreiner;Populus × androscoggin Stout & Schreiner;NA
Populus balsamifera × trichocarpa;Populus balsamifera × trichocarpa;Populus balsamifera
Populus balsamifera × trichocarpa;Populus balsamifera × trichocarpa;Populus trichocarpa
Populus × berolinensis Dippel;Populus × berolinensis Dippel;NA
Populus × robusta Schneid.;Populus × robusta Schneid.;NA
Populus canadensis Moench;Populus canadensis Moench;NA
Populus candicans;Populus candicans;NA
Populus canescens (Aiton) Sm.;Populus canescens (Aiton) Sm.;NA
Populus gileadensis;Populus gileadensis;NA
Populus × generosa;Populus × generosa;NA
Populus maximowiczii × trichocarpa;Populus maximowiczii × trichocarpa;Populus maximowiczii
Populus maximowiczii × trichocarpa;Populus maximowiczii × trichocarpa;Populus trichocarpa
Populus maximowiczii-Hybriden;Populus maximowiczii-Hybriden;NA
Potamogeton alpinus × crispus;Potamogeton alpinus × crispus;Potamogeton alpinus
Potamogeton alpinus × crispus;Potamogeton alpinus × crispus;Potamogeton crispus
Potamogeton alpinus × polygonifolius;Potamogeton alpinus × polygonifolius;Potamogeton alpinus
Potamogeton alpinus × polygonifolius;Potamogeton alpinus × polygonifolius;Potamogeton polygonifolius
Potamogeton angustifolius J. Presl;Potamogeton angustifolius J. Presl;NA
Potamogeton × cooperi (Fryer) Fryer;Potamogeton × cooperi (Fryer) Fryer;NA
Potamogeton crispus × obtusifolius;Potamogeton crispus × obtusifolius;Potamogeton crispus
Potamogeton crispus × obtusifolius;Potamogeton crispus × obtusifolius;Potamogeton obtusifolius
Potamogeton crispus × praelongus;Potamogeton crispus × praelongus;Potamogeton crispus
Potamogeton crispus × praelongus;Potamogeton crispus × praelongus;Potamogeton praelongus
Potamogeton lucens × natans;Potamogeton lucens × natans;Potamogeton lucens
Potamogeton lucens × natans;Potamogeton lucens × natans;Potamogeton natans
Potamogeton × gessnacensis G. Fisch.;Potamogeton × gessnacensis G. Fisch.;NA
Potamogeton lucens × polygonifolius;Potamogeton lucens × polygonifolius;Potamogeton lucens
Potamogeton lucens × polygonifolius;Potamogeton lucens × polygonifolius;Potamogeton polygonifolius
Potamogeton lucens × praelongus;Potamogeton lucens × praelongus;Potamogeton lucens
Potamogeton lucens × praelongus;Potamogeton lucens × praelongus;Potamogeton praelongus
Potamogeton nitens Weber;Potamogeton nitens Weber;NA
Potamogeton perfoliatus × praelongus;Potamogeton perfoliatus × praelongus;Potamogeton perfoliatus
Potamogeton perfoliatus × praelongus;Potamogeton perfoliatus × praelongus;Potamogeton praelongus
Potamogeton salicifolius Wolfg.;Potamogeton salicifolius Wolfg.;NA
Potamogeton × schreberi G. Fisch.;Potamogeton × schreberi G. Fisch.;NA
Potamogeton sparganiifolius Laest. ex Fr.;Potamogeton sparganiifolius Laest. ex Fr.;NA
Potamogeton × variifolius;Potamogeton × variifolius;NA
Potentilla anglica × reptans;Potentilla anglica × reptans;Potentilla anglica
Potentilla anglica × reptans;Potentilla anglica × reptans;Potentilla reptans
Potentilla × aurulenta Gremli;Potentilla × aurulenta Gremli;NA
Potentilla × boetzkesii J. Murr;Potentilla × boetzkesii J. Murr;NA
Potentilla × castriferrei Borbás & Waisb.;Potentilla × castriferrei Borbás & Waisb.;NA
Potentilla collina Wibel, s. str.;Potentilla collina Wibel, s. str.;NA
Potentilla heptaphylla × incana;Potentilla heptaphylla × incana;Potentilla heptaphylla
Potentilla heptaphylla × incana;Potentilla heptaphylla × incana;Potentilla incana
Potentilla heptaphylla × subarenaria;Potentilla heptaphylla × subarenaria;Potentilla heptaphylla
Potentilla heptaphylla × subarenaria;Potentilla heptaphylla × subarenaria;Potentilla subarenaria
Potentilla × hybrida Wallr.;Potentilla × hybrida Wallr.;NA
Potentilla erecta × reptans;Potentilla erecta × reptans;Potentilla erecta
Potentilla erecta × reptans;Potentilla erecta × reptans;Potentilla reptans
Potentilla norvegica × supina;Potentilla norvegica × supina;Potentilla norvegica
Potentilla norvegica × supina;Potentilla norvegica × supina;Potentilla supina
Potentilla × subacauli-opaca Lasch;Potentilla × subacauli-opaca Lasch;NA
Potentilla subarenaria Borbás ex Zimmeter;Potentilla subarenaria Borbás ex Zimmeter;NA
Potentilla suberecta Zimmeter;Potentilla suberecta Zimmeter;NA
Primula × digenea A. Kern.;Primula × digenea A. Kern.;NA
Primula × polyantha;Primula × polyantha;NA
Primula elatior × veris;Primula elatior × veris;Primula elatior
Primula elatior × veris;Primula elatior × veris;Primula veris
Primula pubescens Wulfen;Primula pubescens Wulfen;NA
Primula × tommasinii Gren. et Godr.;Primula × tommasinii Gren. et Godr.;NA
Prunella grandiflora × laciniata;Prunella grandiflora × laciniata;Prunella grandiflora
Prunella grandiflora × laciniata;Prunella grandiflora × laciniata;Prunella laciniata
Prunella laciniata × vulgaris;Prunella laciniata × vulgaris;Prunella laciniata
Prunella laciniata × vulgaris;Prunella laciniata × vulgaris;Prunella vulgaris
Prunella grandiflora × vulgaris;Prunella grandiflora × vulgaris;Prunella grandiflora
Prunella grandiflora × vulgaris;Prunella grandiflora × vulgaris;Prunella vulgaris
Prunus avium × cerasus;Prunus avium × cerasus;Prunus avium
Prunus avium × cerasus;Prunus avium × cerasus;Prunus cerasus
Prunus cerasifera × domestica;Prunus cerasifera × domestica;Prunus cerasifera
Prunus cerasifera × domestica;Prunus cerasifera × domestica;Prunus domestica
Prunus × eminens Beck;Prunus × eminens Beck;NA
Prunus fruticans Weihe;Prunus fruticans Weihe;NA
Pulmonaria collina × obscura;Pulmonaria collina × obscura;Pulmonaria collina
Pulmonaria collina × obscura;Pulmonaria collina × obscura;Pulmonaria obscura
Pulmonaria collina × officinalis;Pulmonaria collina × officinalis;Pulmonaria collina
Pulmonaria collina × officinalis;Pulmonaria collina × officinalis;Pulmonaria officinalis
Pulmonaria × digenea Kern.;Pulmonaria × digenea Kern.;NA
Pulmonaria angustifolia × officinalis;Pulmonaria angustifolia × officinalis;Pulmonaria angustifolia
Pulmonaria angustifolia × officinalis;Pulmonaria angustifolia × officinalis;Pulmonaria officinalis
Pulmonaria mollis subsp. alpigena × P. officinalis;Pulmonaria mollis subsp. alpigena × P. officinalis;Pulmonaria mollis subsp. alpigena
Pulmonaria mollis subsp. alpigena × P. officinalis;Pulmonaria mollis subsp. alpigena × P. officinalis;Pulmonaria  officinalis
Pulmonaria angustifolia × obscura;Pulmonaria angustifolia × obscura;Pulmonaria angustifolia
Pulmonaria angustifolia × obscura;Pulmonaria angustifolia × obscura;Pulmonaria obscura
Pulsatilla patens × vernalis;Pulsatilla patens × vernalis;Pulsatilla patens
Pulsatilla patens × vernalis;Pulsatilla patens × vernalis;Pulsatilla vernalis
Pulsatilla pratensis × vernalis;Pulsatilla pratensis × vernalis;Pulsatilla pratensis
Pulsatilla pratensis × vernalis;Pulsatilla pratensis × vernalis;Pulsatilla vernalis
Pulsatilla pratensis × vulgaris;Pulsatilla pratensis × vulgaris;Pulsatilla pratensis
Pulsatilla pratensis × vulgaris;Pulsatilla pratensis × vulgaris;Pulsatilla vulgaris
Pulsatilla vernalis × vulgaris;Pulsatilla vernalis × vulgaris;Pulsatilla vernalis
Pulsatilla vernalis × vulgaris;Pulsatilla vernalis × vulgaris;Pulsatilla vulgaris
Pyrus communis × pyraster;Pyrus communis × pyraster;Pyrus communis
Pyrus communis × pyraster;Pyrus communis × pyraster;Pyrus pyraster
Quercus × bedoei;Quercus × bedoei;NA
Quercus petraea × robur Bechst.;Quercus petraea × robur Bechst.;Quercus petraea
Quercus petraea × robur Bechst.;Quercus petraea × robur Bechst.;Quercus robur Bechst.
Quercus calvescens Vuk.;Quercus calvescens Vuk.;NA
Ranunculus acris × repens;Ranunculus acris × repens;Ranunculus acris
Ranunculus acris × repens;Ranunculus acris × repens;Ranunculus repens
Ranunculus peltatus × trichophyllus;Ranunculus peltatus × trichophyllus;Ranunculus peltatus
Ranunculus peltatus × trichophyllus;Ranunculus peltatus × trichophyllus;Ranunculus trichophyllus
Ranunculus biformis × stellaris;Ranunculus biformis × stellaris;Ranunculus biformis
Ranunculus biformis × stellaris;Ranunculus biformis × stellaris;Ranunculus stellaris
Ranunculus × glueckii A. Félix ex C. Cook;Ranunculus × glueckii A. Félix ex C. Cook;NA
Ranunculus penicillatus × trichophyllus;Ranunculus penicillatus × trichophyllus;Ranunculus penicillatus
Ranunculus penicillatus × trichophyllus;Ranunculus penicillatus × trichophyllus;Ranunculus trichophyllus
Fallopia bohemica (Chrtek & Chrtková) J. P. Bailey;Fallopia bohemica (Chrtek & Chrtková) J. P. Bailey;NA
Rhamnus intermedia Steud. & Hochst.;Rhamnus intermedia Steud. & Hochst.;NA
Rheum × hybridum Murray;Rheum × hybridum Murray;NA
Rheum rhabarbarum L.;Rheum rhabarbarum L.;NA
Rhinanthus minor × serotinus;Rhinanthus minor × serotinus;Rhinanthus minor
Rhinanthus minor × serotinus;Rhinanthus minor × serotinus;Rhinanthus serotinus
Rhododendron ferrugineum × hirsutum;Rhododendron ferrugineum × hirsutum;Rhododendron ferrugineum
Rhododendron ferrugineum × hirsutum;Rhododendron ferrugineum × hirsutum;Rhododendron hirsutum
Ribes × nidigrolaria;Ribes × nidigrolaria;NA
Ribes rubrum × spicatum;Ribes rubrum × spicatum;Ribes rubrum
Ribes rubrum × spicatum;Ribes rubrum × spicatum;Ribes spicatum
Rorippa anceps (Wahlenb.) Rchb.;Rorippa anceps (Wahlenb.) Rchb.;NA
Rorippa armoracioides (Tausch) Fuss;Rorippa armoracioides (Tausch) Fuss;NA
Rorippa × astyla (Rchb.) Rchb.;Rorippa × astyla (Rchb.) Rchb.;NA
Rorippa × erythrocaulis Borbás;Rorippa × erythrocaulis Borbás;NA
Rorippa palustris × sylvestris;Rorippa palustris × sylvestris;Rorippa palustris
Rorippa palustris × sylvestris;Rorippa palustris × sylvestris;Rorippa sylvestris
Rosa agrestis × elliptica;Rosa agrestis × elliptica;Rosa agrestis
Rosa agrestis × elliptica;Rosa agrestis × elliptica;Rosa elliptica
Rosa agrestis × gallica;Rosa agrestis × gallica;Rosa agrestis
Rosa agrestis × gallica;Rosa agrestis × gallica;Rosa gallica
Rosa agrestis × rubiginosa;Rosa agrestis × rubiginosa;Rosa agrestis
Rosa agrestis × rubiginosa;Rosa agrestis × rubiginosa;Rosa rubiginosa
Rosa alba;Rosa alba;NA
Rosa arvensis × gallica;Rosa arvensis × gallica;Rosa arvensis
Rosa arvensis × gallica;Rosa arvensis × gallica;Rosa gallica
Rosa balsamica × gallica;Rosa balsamica × gallica;Rosa balsamica
Rosa balsamica × gallica;Rosa balsamica × gallica;Rosa gallica
Rosa × biturigensis Boreau;Rosa × biturigensis Boreau;NA
Rosa caesia × gallica;Rosa caesia × gallica;Rosa caesia
Rosa caesia × gallica;Rosa caesia × gallica;Rosa gallica
Rosa canina × marginata;Rosa canina × marginata;Rosa canina
Rosa canina × marginata;Rosa canina × marginata;Rosa marginata
Rosa canina × rubiginosa;Rosa canina × rubiginosa;Rosa canina
Rosa canina × rubiginosa;Rosa canina × rubiginosa;Rosa rubiginosa
Rosa canina × sherardii;Rosa canina × sherardii;Rosa canina
Rosa canina × sherardii;Rosa canina × sherardii;Rosa sherardii
Rosa centifolia;Rosa centifolia;NA
Rosa corymbifera × gallica;Rosa corymbifera × gallica;Rosa corymbifera
Rosa corymbifera × gallica;Rosa corymbifera × gallica;Rosa gallica
Rosa damascena;Rosa damascena;NA
Rosa dumalis × gallica;Rosa dumalis × gallica;Rosa dumalis
Rosa dumalis × gallica;Rosa dumalis × gallica;Rosa gallica
Rosa dumalis × jundzillii;Rosa dumalis × jundzillii;Rosa dumalis
Rosa dumalis × jundzillii;Rosa dumalis × jundzillii;Rosa jundzillii
Rosa dumalis × rubiginosa;Rosa dumalis × rubiginosa;Rosa dumalis
Rosa dumalis × rubiginosa;Rosa dumalis × rubiginosa;Rosa rubiginosa
Rosa dumalis × sherardii;Rosa dumalis × sherardii;Rosa dumalis
Rosa dumalis × sherardii;Rosa dumalis × sherardii;Rosa sherardii
Rosa dumalis × spinosissima;Rosa dumalis × spinosissima;Rosa dumalis
Rosa dumalis × spinosissima;Rosa dumalis × spinosissima;Rosa spinosissima
Rosa dumalis × tomentosa;Rosa dumalis × tomentosa;Rosa dumalis
Rosa dumalis × tomentosa;Rosa dumalis × tomentosa;Rosa tomentosa
Rosa dumalis Bechst.;Rosa dumalis Bechst.;NA
Rosa subcollina (Christ) Vuk.;Rosa subcollina (Christ) Vuk.;NA
Rosa subcanina (Christ) Vuk.;Rosa subcanina (Christ) Vuk.;NA
Rosa elliptica × rubiginosa;Rosa elliptica × rubiginosa;Rosa elliptica
Rosa elliptica × rubiginosa;Rosa elliptica × rubiginosa;Rosa rubiginosa
Rosa elliptica × tomentosa;Rosa elliptica × tomentosa;Rosa elliptica
Rosa elliptica × tomentosa;Rosa elliptica × tomentosa;Rosa tomentosa
Rosa foetida Herrm., non Bast. 1812;Rosa foetida Herrm., non Bast. 1812;NA
Rosa francofurtana Muenchh.;Rosa francofurtana Muenchh.;NA
Rosa gallica × majalis;Rosa gallica × majalis;Rosa gallica
Rosa gallica × majalis;Rosa gallica × majalis;Rosa majalis
Rosa gallica × marginata;Rosa gallica × marginata;Rosa gallica
Rosa gallica × marginata;Rosa gallica × marginata;Rosa marginata
Rosa gallica × pseudoscabriuscula;Rosa gallica × pseudoscabriuscula;Rosa gallica
Rosa gallica × pseudoscabriuscula;Rosa gallica × pseudoscabriuscula;Rosa pseudoscabriuscula
Rosa gallica × rubiginosa;Rosa gallica × rubiginosa;Rosa gallica
Rosa gallica × rubiginosa;Rosa gallica × rubiginosa;Rosa rubiginosa
Rosa gallica × sherardii;Rosa gallica × sherardii;Rosa gallica
Rosa gallica × sherardii;Rosa gallica × sherardii;Rosa sherardii
Rosa gallica × tomentosa;Rosa gallica × tomentosa;Rosa gallica
Rosa gallica × tomentosa;Rosa gallica × tomentosa;Rosa tomentosa
Rosa kamtschatica Vent.;Rosa kamtschatica Vent.;NA
Rosa × kosinsciana Besser;Rosa × kosinsciana Besser;NA
Rosa × mangii Eigner & Wissemann;Rosa × mangii Eigner & Wissemann;NA
Rosa × glabra;Rosa × glabra;NA
Rosa × polliniana Spreng.;Rosa × polliniana Spreng.;NA
Rosa × reichenbachiana;Rosa × reichenbachiana;NA
Rosa rubiginosa × sherardii;Rosa rubiginosa × sherardii;Rosa rubiginosa
Rosa rubiginosa × sherardii;Rosa rubiginosa × sherardii;Rosa sherardii
Rosa × silvicola;Rosa × silvicola;NA
Rosa × therebinthacea;Rosa × therebinthacea;NA
Rosa × scabriuscula Heinr. Braun, nom. inval.;Rosa × scabriuscula Heinr. Braun, nom. inval.;NA
Rosa × turbinata Aiton;Rosa × turbinata Aiton;NA
Rubus friderichsenii;Rubus friderichsenii;NA
Rubus caesius × idaeus;Rubus caesius × idaeus;Rubus caesius
Rubus caesius × idaeus;Rubus caesius × idaeus;Rubus idaeus
Rubus mortensenii Frid. & Gelert ex E. H. L. Krause;Rubus mortensenii Frid. & Gelert ex E. H. L. Krause;NA
Rubus vaniloquus A. Schumach. ex H. E. Weber;Rubus vaniloquus A. Schumach. ex H. E. Weber;NA
Rubus delectus P. J. Müll. & Wirtgen;Rubus delectus P. J. Müll. & Wirtgen;NA
Rubus hastifer H. E. Weber;Rubus hastifer H. E. Weber;NA
Rubus conspicuus P. J. Müll.;Rubus conspicuus P. J. Müll.;NA
Rubus opacus Focke;Rubus opacus Focke;NA
Rubus platyacanthus P. J. Müll. & Lefèvre;Rubus platyacanthus P. J. Müll. & Lefèvre;NA
Rumex conglomeratus × obtusifolius;Rumex conglomeratus × obtusifolius;Rumex conglomeratus
Rumex conglomeratus × obtusifolius;Rumex conglomeratus × obtusifolius;Rumex obtusifolius
Rumex acetosa × acetosella;Rumex acetosa × acetosella;Rumex acetosa
Rumex acetosa × acetosella;Rumex acetosa × acetosella;Rumex acetosella
Rumex aquaticus × conglomeratus;Rumex aquaticus × conglomeratus;Rumex aquaticus
Rumex aquaticus × conglomeratus;Rumex aquaticus × conglomeratus;Rumex conglomeratus
Rumex aquaticus × conglomeratus × obtusifolius;Rumex aquaticus × conglomeratus × obtusifolius;Rumex aquaticus
Rumex aquaticus × conglomeratus × obtusifolius;Rumex aquaticus × conglomeratus × obtusifolius;Rumex conglomeratus
Rumex aquaticus × conglomeratus × obtusifolius;Rumex aquaticus × conglomeratus × obtusifolius;Rumex obtusifolius
Rumex aquaticus × sanguineus;Rumex aquaticus × sanguineus;Rumex aquaticus
Rumex aquaticus × sanguineus;Rumex aquaticus × sanguineus;Rumex sanguineus
Rumex × callianthemus Danser;Rumex × callianthemus Danser;NA
Rumex crispus × patientia;Rumex crispus × patientia;Rumex crispus
Rumex crispus × patientia;Rumex crispus × patientia;Rumex patientia
Rumex × conspersus;Rumex × conspersus;NA
Rumex crispus × maritimus;Rumex crispus × maritimus;Rumex crispus
Rumex crispus × maritimus;Rumex crispus × maritimus;Rumex maritimus
Rumex obtusifolius × sanguineus;Rumex obtusifolius × sanguineus;Rumex obtusifolius
Rumex obtusifolius × sanguineus;Rumex obtusifolius × sanguineus;Rumex sanguineus
Rumex crispus × palustris;Rumex crispus × palustris;Rumex crispus
Rumex crispus × palustris;Rumex crispus × palustris;Rumex palustris
Rumex heterophyllus Schultz;Rumex heterophyllus Schultz;NA
Rumex hydrolapathum × obtusifolius;Rumex hydrolapathum × obtusifolius;Rumex hydrolapathum
Rumex hydrolapathum × obtusifolius;Rumex hydrolapathum × obtusifolius;Rumex obtusifolius
Rumex × knafii;Rumex × knafii;NA
Rumex × steinii Becker;Rumex × steinii Becker;NA
Rumex aquaticus × obtusifolius;Rumex aquaticus × obtusifolius;Rumex aquaticus
Rumex aquaticus × obtusifolius;Rumex aquaticus × obtusifolius;Rumex obtusifolius
Rumex × platyphyllos Aresch.;Rumex × platyphyllos Aresch.;NA
Rumex pratensis Mert. & W. D. J. Koch;Rumex pratensis Mert. & W. D. J. Koch;NA
Rumex conglomeratus × sanguineus;Rumex conglomeratus × sanguineus;Rumex conglomeratus
Rumex conglomeratus × sanguineus;Rumex conglomeratus × sanguineus;Rumex sanguineus
Rumex crispus × sanguineus;Rumex crispus × sanguineus;Rumex crispus
Rumex crispus × sanguineus;Rumex crispus × sanguineus;Rumex sanguineus
Rumex × schmidtii Hausskn.;Rumex × schmidtii Hausskn.;NA
Rumex crispus × hydrolapathum;Rumex crispus × hydrolapathum;Rumex crispus
Rumex crispus × hydrolapathum;Rumex crispus × hydrolapathum;Rumex hydrolapathum
Rumex conglomeratus × crispus;Rumex conglomeratus × crispus;Rumex conglomeratus
Rumex conglomeratus × crispus;Rumex conglomeratus × crispus;Rumex crispus
Sagina normaniana Lagerh.;Sagina normaniana Lagerh.;NA
Salix acutifolia × viminalis;Salix acutifolia × viminalis;Salix acutifolia
Salix acutifolia × viminalis;Salix acutifolia × viminalis;Salix viminalis
Salix alba × cinerea;Salix alba × cinerea;Salix alba
Salix alba × cinerea;Salix alba × cinerea;Salix cinerea
Salix alba × cinerea × viminalis;Salix alba × cinerea × viminalis;Salix alba
Salix alba × cinerea × viminalis;Salix alba × cinerea × viminalis;Salix cinerea
Salix alba × cinerea × viminalis;Salix alba × cinerea × viminalis;Salix viminalis
Salix alba × fragilis × pentandra;Salix alba × fragilis × pentandra;Salix alba
Salix alba × fragilis × pentandra;Salix alba × fragilis × pentandra;Salix fragilis
Salix alba × fragilis × pentandra;Salix alba × fragilis × pentandra;Salix pentandra
Salix alba × fragilis × triandra;Salix alba × fragilis × triandra;Salix alba
Salix alba × fragilis × triandra;Salix alba × fragilis × triandra;Salix fragilis
Salix alba × fragilis × triandra;Salix alba × fragilis × triandra;Salix triandra
Salix alba × purpurea;Salix alba × purpurea;Salix alba
Salix alba × purpurea;Salix alba × purpurea;Salix purpurea
Salix alba × viminalis;Salix alba × viminalis;Salix alba
Salix alba × viminalis;Salix alba × viminalis;Salix viminalis
Salix ambigua Ehrh.;Salix ambigua Ehrh.;NA
Salix aurita × bicolor × caprea;Salix aurita × bicolor × caprea;Salix aurita
Salix aurita × bicolor × caprea;Salix aurita × bicolor × caprea;Salix bicolor
Salix aurita × bicolor × caprea;Salix aurita × bicolor × caprea;Salix caprea
Salix aurita × laurina;Salix aurita × laurina;Salix aurita
Salix aurita × laurina;Salix aurita × laurina;Salix laurina
Salix daphnoides × purpurea;Salix daphnoides × purpurea;Salix daphnoides
Salix daphnoides × purpurea;Salix daphnoides × purpurea;Salix purpurea
Salix × calodendron Wimm.;Salix × calodendron Wimm.;NA
Salix × seringeana Ser.;Salix × seringeana Ser.;NA
Salix caprea × eleagnos;Salix caprea × eleagnos;Salix caprea
Salix caprea × eleagnos;Salix caprea × eleagnos;Salix eleagnos
Salix aurita × caprea × cinerea;Salix aurita × caprea × cinerea;Salix aurita
Salix aurita × caprea × cinerea;Salix aurita × caprea × cinerea;Salix caprea
Salix aurita × caprea × cinerea;Salix aurita × caprea × cinerea;Salix cinerea
Salix × capreola;Salix × capreola;NA
Salix cinerea × rosmarinifolia;Salix cinerea × rosmarinifolia;Salix cinerea
Salix cinerea × rosmarinifolia;Salix cinerea × rosmarinifolia;Salix rosmarinifolia
Salix cinerea × triandra;Salix cinerea × triandra;Salix cinerea
Salix cinerea × triandra;Salix cinerea × triandra;Salix triandra
Salix cinerea subsp. cinerea × S. oleifolia;Salix cinerea subsp. cinerea × S. oleifolia;Salix cinerea subsp. cinerea
Salix cinerea subsp. cinerea × S. oleifolia;Salix cinerea subsp. cinerea × S. oleifolia;Salix  oleifolia
Salix × dichroa Döll;Salix × dichroa Döll;NA
Salix × discolor (L.) Schübl. & Martens;Salix × discolor (L.) Schübl. & Martens;NA
Salix purpurea × repens;Salix purpurea × repens;Salix purpurea
Salix purpurea × repens;Salix purpurea × repens;Salix repens
Salix × ehrhartiana Sm.;Salix × ehrhartiana Sm.;NA
Salix eleagnos × purpurea;Salix eleagnos × purpurea;Salix eleagnos
Salix eleagnos × purpurea;Salix eleagnos × purpurea;Salix purpurea
Salix caprea × daphnoides;Salix caprea × daphnoides;Salix caprea
Salix caprea × daphnoides;Salix caprea × daphnoides;Salix daphnoides
Salix × erythroclados Simonk.;Salix × erythroclados Simonk.;NA
Salix × erythroflexuosa;Salix × erythroflexuosa;NA
Salix rubens Schrank;Salix rubens Schrank;NA
Salix repens × viminalis;Salix repens × viminalis;Salix repens
Salix repens × viminalis;Salix repens × viminalis;Salix viminalis
Salix aurita × viminalis;Salix aurita × viminalis;Salix aurita
Salix aurita × viminalis;Salix aurita × viminalis;Salix viminalis
Salix × dasyclados;Salix × dasyclados;NA
Salix × holosericea Willd.;Salix × holosericea Willd.;NA
Salix × guinieri;Salix × guinieri;NA
Salix rubra Huds.;Salix rubra Huds.;NA
Salix caprea × repens;Salix caprea × repens;Salix caprea
Salix caprea × repens;Salix caprea × repens;Salix repens
