id;verbatim;parent;parent_taxonID;edited
urn:lsid:ipni.org:names:194941-1;Cirsio-carduus × hohenackeri Arènes;NA;NA;Cirsio-carduus × hohenackeri Arènes
urn:lsid:ipni.org:names:194942-1;Cirsio-carduus × jaubertianus (Sennen & Septimin) Arènes;NA;NA;Cirsio-carduus × jaubertianus (Sennen & Septimin) Arènes
urn:lsid:ipni.org:names:194943-1;Cirsio-carduus × lutetianus Arènes;NA;NA;Cirsio-carduus × lutetianus Arènes
urn:lsid:ipni.org:names:194945-1;Cirsium × breviscapum Eichenf.;NA;NA;Cirsium × breviscapum Eichenf.
urn:lsid:ipni.org:names:194946-1;Cirsium × kornhuberi Heimerl;Cirsium pannonicum Link;urn:lsid:ipni.org:names:195798-1;Cirsium × kornhuberi Heimerl
urn:lsid:ipni.org:names:194946-1;Cirsium × kornhuberi Heimerl;Cirsium rivulare (Jacq.) All.;urn:lsid:ipni.org:names:195931-1;Cirsium × kornhuberi Heimerl
urn:lsid:ipni.org:names:194947-1;Cirsium × sennholzii Eichenf.;NA;NA;Cirsium × sennholzii Eichenf.
urn:lsid:ipni.org:names:194984-1;Cirsium × alpestre Treuinf.;NA;NA;Cirsium × alpestre Treuinf.
urn:lsid:ipni.org:names:195000-1;Cirsium × andreanszkyanum Kárpáti;NA;NA;Cirsium × andreanszkyanum Kárpáti
urn:lsid:ipni.org:names:195022-1;Cirsium × arenesii Milliat;NA;NA;Cirsium × arenesii Milliat
urn:lsid:ipni.org:names:195035-1;Cirsium × aschersonii Čelak.;NA;NA;Cirsium × aschersonii Čelak.
urn:lsid:ipni.org:names:195042-1;Cirsium × ausserdorferi Hausm. ex Treuinf.;NA;NA;Cirsium × ausserdorferi Hausm. ex Treuinf.
urn:lsid:ipni.org:names:195064-1;Cirsium × benzii Murr;NA;NA;Cirsium × benzii Murr
urn:lsid:ipni.org:names:195065-1;Cirsium × bernadense Pavarino;NA;NA;Cirsium × bernadense Pavarino
urn:lsid:ipni.org:names:195088-1;Cirsium × boulayi E.G.Camus;NA;NA;Cirsium × boulayi E.G.Camus
urn:lsid:ipni.org:names:195095-1;Cirsium × branquinhoi Rothm.;NA;NA;Cirsium × branquinhoi Rothm.
urn:lsid:ipni.org:names:195096-1;Cirsium × braun-blanquetianum Lawalrée;NA;NA;Cirsium × braun-blanquetianum Lawalrée
urn:lsid:ipni.org:names:195108-1;Cirsium × brueggeri Kill. ex Brügger;NA;NA;Cirsium × brueggeri Kill. ex Brügger
urn:lsid:ipni.org:names:195109-1;Cirsium × brunneri A.Braun;Cirsium tuberosum All.;urn:lsid:ipni.org:names:196145-1;Cirsium × brunneri A.Braun
urn:lsid:ipni.org:names:195109-1;Cirsium × brunneri A.Braun;Cirsium rivulare Link;urn:lsid:ipni.org:names:195930-1;Cirsium × brunneri A.Braun
urn:lsid:ipni.org:names:195123-1;Cirsium × cadubricum Pamp.;NA;NA;Cirsium × cadubricum Pamp.
urn:lsid:ipni.org:names:195158-1;Cirsium × carolorum C.Jenner ex Nyman;NA;NA;Cirsium × carolorum C.Jenner ex Nyman
urn:lsid:ipni.org:names:195164-1;Cirsium × castriferrei Borbás;NA;NA;Cirsium × castriferrei Borbás
urn:lsid:ipni.org:names:195169-1;Cirsium × celakovskianum K.Knaf;Cirsium palustre Scop.;urn:lsid:ipni.org:names:195790-1;Cirsium × celakovskianum K.Knaf
urn:lsid:ipni.org:names:195169-1;Cirsium × celakovskianum K.Knaf;Cirsium arvense (L.) Scop.;urn:lsid:ipni.org:names:195034-1;Cirsium × celakovskianum K.Knaf
urn:lsid:ipni.org:names:195220-1;Cirsium × connexum Kitam.;NA;NA;Cirsium × connexum Kitam.
urn:lsid:ipni.org:names:195244-1;Cirsium × czepeliense Herb.Rouy ex E.G.Camus;NA;NA;Cirsium × czepeliense Herb.Rouy ex E.G.Camus
urn:lsid:ipni.org:names:195264-1;Cirsium × didieri Arènes;NA;NA;Cirsium × didieri Arènes
urn:lsid:ipni.org:names:195266-1;Cirsium × digeneum Burnat ex Verl., Arv.-Touv. & Faure;NA;NA;Cirsium × digeneum Burnat ex Verl., Arv.-Touv. & Faure
urn:lsid:ipni.org:names:195320-1;Cirsium × erisithaloides Huter ex Treuinf.;NA;NA;Cirsium × erisithaloides Huter ex Treuinf.
urn:lsid:ipni.org:names:195328-1;Cirsium × exaltatum Brügger;NA;NA;Cirsium × exaltatum Brügger
urn:lsid:ipni.org:names:195332-1;Cirsium × extraneum Beck;NA;NA;Cirsium × extraneum Beck
urn:lsid:ipni.org:names:195333-1;Cirsium × fabium Porta ex Kern.;NA;NA;Cirsium × fabium Porta ex Kern.
urn:lsid:ipni.org:names:195352-1;Cirsium × fissum Ausserd. ex Treuinf.;NA;NA;Cirsium × fissum Ausserd. ex Treuinf.
urn:lsid:ipni.org:names:195362-1;Cirsium × foliosum Rhiner;NA;NA;Cirsium × foliosum Rhiner
urn:lsid:ipni.org:names:195368-1;Cirsium × fraserianum Druce;NA;NA;Cirsium × fraserianum Druce
urn:lsid:ipni.org:names:195380-2;Physalis × elliottii Kunze;Physalis angustifolia Nutt.;urn:lsid:ipni.org:names:817328-1;Physalis × elliottii Kunze
urn:lsid:ipni.org:names:195380-2;Physalis × elliottii Kunze;Physalis walteri Nutt.;urn:lsid:ipni.org:names:817623-1;Physalis × elliottii Kunze
urn:lsid:ipni.org:names:195386-1;Cirsium × ganderi Huter ex Treuinf.;NA;NA;Cirsium × ganderi Huter ex Treuinf.
urn:lsid:ipni.org:names:195399-1;Cirsium × glaucescens Treuinf.;NA;NA;Cirsium × glaucescens Treuinf.
urn:lsid:ipni.org:names:195411-1;Cirsium × grandiflorum Kitt.;NA;NA;Cirsium × grandiflorum Kitt.
urn:lsid:ipni.org:names:195420-1;Cirsium × gremblichii Treuinf.;NA;NA;Cirsium × gremblichii Treuinf.
urn:lsid:ipni.org:names:195421-1;Cirsium × grenieri Rouy;NA;NA;Cirsium × grenieri Rouy
urn:lsid:ipni.org:names:195430-1;Cirsium × gutnickianum M.Loehr;NA;NA;Cirsium × gutnickianum M.Loehr
urn:lsid:ipni.org:names:195444-1;Cirsium × hargitanum Nyár.;NA;NA;Cirsium × hargitanum Nyár.
urn:lsid:ipni.org:names:195450-1;Cirsium × haynaldii Borbás;NA;NA;Cirsium × haynaldii Borbás
urn:lsid:ipni.org:names:195460-1;Cirsium × heteroanthum Kitam.;NA;NA;Cirsium × heteroanthum Kitam.
urn:lsid:ipni.org:names:195463-1;Cirsium × heterophylloides Treuinf.;NA;NA;Cirsium × heterophylloides Treuinf.
urn:lsid:ipni.org:names:195483-1;Cirsium × hugueninii Brügger;NA;NA;Cirsium × hugueninii Brügger
urn:lsid:ipni.org:names:195487-1;Cirsium × huteri Hausm. ex Treuinf.;NA;NA;Cirsium × huteri Hausm. ex Treuinf.
urn:lsid:ipni.org:names:195524-1;Cirsium × ispolatovi Iljin;NA;NA;Cirsium × ispolatovi Iljin
urn:lsid:ipni.org:names:195526-1;Cirsium × jaegeri F.Schultz;NA;NA;Cirsium × jaegeri F.Schultz
urn:lsid:ipni.org:names:195530-1;Cirsium × jeanjeanii Arènes;NA;NA;Cirsium × jeanjeanii Arènes
urn:lsid:ipni.org:names:195535-1;Cirsium × jouffroyi Neyra & E.G.Camus;NA;NA;Cirsium × jouffroyi Neyra & E.G.Camus
urn:lsid:ipni.org:names:195538-1;Cirsium × juratzkae Reichardt;NA;NA;Cirsium × juratzkae Reichardt
urn:lsid:ipni.org:names:195546-1;Cirsium × kerneri Ausserd. ex Treuinf.;NA;NA;Cirsium × kerneri Ausserd. ex Treuinf.
urn:lsid:ipni.org:names:195548-1;Cirsium × khekii Murr;NA;NA;Cirsium × khekii Murr
urn:lsid:ipni.org:names:195561-1;Cirsium × kretschmeri Rothm. & O.Schwarz;NA;NA;Cirsium × kretschmeri Rothm. & O.Schwarz
urn:lsid:ipni.org:names:195572-1;Cirsium × lacteum Ruhmer;NA;NA;Cirsium × lacteum Ruhmer
urn:lsid:ipni.org:names:195577-1;Cirsium × lamottei Neyra & G.Camus.;NA;NA;Cirsium × lamottei Neyra & G.Camus.
urn:lsid:ipni.org:names:195613-1;Cirsium × linkianum M.Loehr;NA;NA;Cirsium × linkianum M.Loehr
urn:lsid:ipni.org:names:195666-1;Cirsium × masferreri Cadevall;NA;NA;Cirsium × masferreri Cadevall
urn:lsid:ipni.org:names:195672-1;Cirsium × mazanderanicum Petr. in Rech.f.;NA;NA;Cirsium × mazanderanicum Petr. in Rech.f.
urn:lsid:ipni.org:names:195681-1;Cirsium × micranthum Treuinf.;NA;NA;Cirsium × micranthum Treuinf.
urn:lsid:ipni.org:names:195688-1;Cirsium × milliati Arènes;NA;NA;Cirsium × milliati Arènes
urn:lsid:ipni.org:names:195696-1;Cirsium × mitissimum Pamp.;NA;NA;Cirsium × mitissimum Pamp.
urn:lsid:ipni.org:names:195701-1;Cirsium × moldavicum Dobrescu & Nyár.;NA;NA;Cirsium × moldavicum Dobrescu & Nyár.
urn:lsid:ipni.org:names:195710-1;Cirsium × moravicum Petr.;NA;NA;Cirsium × moravicum Petr.
urn:lsid:ipni.org:names:195715-1;Cirsium × morrisii C.Bicknell;NA;NA;Cirsium × morrisii C.Bicknell
urn:lsid:ipni.org:names:195723-1;Cirsium × naegelianum M.Loehr;NA;NA;Cirsium × naegelianum M.Loehr
urn:lsid:ipni.org:names:195738-1;Cirsium × neyrae E.G.Camus;NA;NA;Cirsium × neyrae E.G.Camus
urn:lsid:ipni.org:names:195749-1;Cirsium × noli-tangere Borbás;NA;NA;Cirsium × noli-tangere Borbás
urn:lsid:ipni.org:names:195755-1;Cirsium × obscurum Kern. ex Treuinf.;NA;NA;Cirsium × obscurum Kern. ex Treuinf.
urn:lsid:ipni.org:names:195763-1;Cirsium × oenanum Treuinf.;NA;NA;Cirsium × oenanum Treuinf.
urn:lsid:ipni.org:names:195764-1;Cirsium × oenipontanum Treuinf.;NA;NA;Cirsium × oenipontanum Treuinf.
urn:lsid:ipni.org:names:195766-1;Cirsium × okamotoi Kitam.;NA;NA;Cirsium × okamotoi Kitam.
urn:lsid:ipni.org:names:195799-1;Cirsium × paradoxum Wallr.;NA;NA;Cirsium × paradoxum Wallr.
urn:lsid:ipni.org:names:195822-1;Cirsium × perplexissimum Kitam.;NA;NA;Cirsium × perplexissimum Kitam.
urn:lsid:ipni.org:names:195823-1;Cirsium × perpungens Schur ex Nyár.;NA;NA;Cirsium × perpungens Schur ex Nyár.
urn:lsid:ipni.org:names:195825-1;Cirsium × persimile Beck;NA;NA;Cirsium × persimile Beck
urn:lsid:ipni.org:names:195827-1;Cirsium × petrakii Kozl. & Woronow ex Grossh.;NA;NA;Cirsium × petrakii Kozl. & Woronow ex Grossh.
urn:lsid:ipni.org:names:195873-1;Cirsium × przybylskii Eichenf.;NA;NA;Cirsium × przybylskii Eichenf.
urn:lsid:ipni.org:names:195889-1;Cirsium × pulchrum E.G.Camus;NA;NA;Cirsium × pulchrum E.G.Camus
urn:lsid:ipni.org:names:195897-1;Cirsium × pustariacum Ausserd. ex Treuinf.;NA;NA;Cirsium × pustariacum Ausserd. ex Treuinf.
urn:lsid:ipni.org:names:195906-1;Cirsium × reichardtii Jurotzka;NA;NA;Cirsium × reichardtii Jurotzka
urn:lsid:ipni.org:names:195907-1;Cirsium × reichenbachianum M.Loehr;NA;NA;Cirsium × reichenbachianum M.Loehr
urn:lsid:ipni.org:names:195933-1;Cirsium × rodnense Nyár.;NA;NA;Cirsium × rodnense Nyár.
urn:lsid:ipni.org:names:195948-1;Cirsium × sabaudum Ruhmer;NA;NA;Cirsium × sabaudum Ruhmer
urn:lsid:ipni.org:names:195949-1;Cirsium × sabaudum M.Loehr;NA;NA;Cirsium × sabaudum M.Loehr
urn:lsid:ipni.org:names:195962-1;Cirsium × schefferi Boros;NA;NA;Cirsium × schefferi Boros
urn:lsid:ipni.org:names:195968-1;Cirsium × schultzianum M.Loehr;NA;NA;Cirsium × schultzianum M.Loehr
urn:lsid:ipni.org:names:195997-1;Cirsium × sextenum Ausserd. ex Huter;Cirsium arvense (L.) Scop.;urn:lsid:ipni.org:names:195034-1;Cirsium × sextenum Ausserd. ex Huter
urn:lsid:ipni.org:names:195997-1;Cirsium × sextenum Ausserd. ex Huter;Cirsium acaule (L.) Scop.;urn:lsid:ipni.org:names:30076919-2;Cirsium × sextenum Ausserd. ex Huter
urn:lsid:ipni.org:names:196012-1;Cirsium × simonii Komlodi;NA;NA;Cirsium × simonii Komlodi
urn:lsid:ipni.org:names:196036-1;Cirsium × spinifolium Beck;NA;NA;Cirsium × spinifolium Beck
urn:lsid:ipni.org:names:196037-1;Cirsium × spinosissimoides Ausserd. ex Treuinf.;NA;NA;Cirsium × spinosissimoides Ausserd. ex Treuinf.
urn:lsid:ipni.org:names:196053-1;Cirsium × stoderianum Dürrnb.;NA;NA;Cirsium × stoderianum Dürrnb.
urn:lsid:ipni.org:names:196054-1;Cirsium × stonum Porta ex Kern.;NA;NA;Cirsium × stonum Porta ex Kern.
urn:lsid:ipni.org:names:196066-1;Cirsium × subcanum Beck;NA;NA;Cirsium × subcanum Beck
urn:lsid:ipni.org:names:196068-1;Cirsium × suberisithales Beck;NA;NA;Cirsium × suberisithales Beck
urn:lsid:ipni.org:names:196073-1;Cirsium × submedium Hy;NA;NA;Cirsium × submedium Hy
urn:lsid:ipni.org:names:196075-1;Cirsium × subrivulare Beck;NA;NA;Cirsium × subrivulare Beck
urn:lsid:ipni.org:names:196081-1;Cirsium × sugimotoi Kitam.;NA;NA;Cirsium × sugimotoi Kitam.
urn:lsid:ipni.org:names:196084-1;Cirsium × suspiciosum Beck;NA;NA;Cirsium × suspiciosum Beck
urn:lsid:ipni.org:names:196088-1;Cirsium × svidovicense Domin;NA;NA;Cirsium × svidovicense Domin
urn:lsid:ipni.org:names:196117-1;Cirsium × tirolense Treuinf.;NA;NA;Cirsium × tirolense Treuinf.
urn:lsid:ipni.org:names:196129-1;Cirsium × treuinfelsianum Ausserd.;NA;NA;Cirsium × treuinfelsianum Ausserd.
urn:lsid:ipni.org:names:196144-1;Cirsium × tryphilinum Treuinf.;NA;NA;Cirsium × tryphilinum Treuinf.
urn:lsid:ipni.org:names:196148-1;Cirsium × tuzsonianum Kárpáti;NA;NA;Cirsium × tuzsonianum Kárpáti
urn:lsid:ipni.org:names:196159-1;Cirsium × urbanum Beck;NA;NA;Cirsium × urbanum Beck
urn:lsid:ipni.org:names:196164-1;Cirsium × vancouverense R.J.Moore & Frankton;NA;NA;Cirsium × vancouverense R.J.Moore & Frankton
urn:lsid:ipni.org:names:196176-1;Cirsium × vimariense Bornm.;NA;NA;Cirsium × vimariense Bornm.
urn:lsid:ipni.org:names:196178-1;Cirsium × vindobonense Halácsy;NA;NA;Cirsium × vindobonense Halácsy
urn:lsid:ipni.org:names:196187-1;Cirsium × vittozi Milliat ex Arènes;NA;NA;Cirsium × vittozi Milliat ex Arènes
urn:lsid:ipni.org:names:196189-1;Cirsium × vodicense Morariu;NA;NA;Cirsium × vodicense Morariu
urn:lsid:ipni.org:names:196193-1;Cirsium × waisbeckeri Simonk.;NA;NA;Cirsium × waisbeckeri Simonk.
urn:lsid:ipni.org:names:196197-1;Cirsium × wankelii Reichardt;NA;NA;Cirsium × wankelii Reichardt
urn:lsid:ipni.org:names:196203-1;Cirsium × wilhelmii Petr.;NA;NA;Cirsium × wilhelmii Petr.
urn:lsid:ipni.org:names:196208-1;Cirsium × winklerianum Čelak.;NA;NA;Cirsium × winklerianum Čelak.
urn:lsid:ipni.org:names:196209-1;Cirsium × wirtgenii M.Loehr;NA;NA;Cirsium × wirtgenii M.Loehr
urn:lsid:ipni.org:names:196215-1;Cirsium × xenogenum Petr.;NA;NA;Cirsium × xenogenum Petr.
urn:lsid:ipni.org:names:196468-1;Cnicus × carolorum Jenner ex Hook.f.;NA;NA;Cnicus × carolorum Jenner ex Hook.f.
urn:lsid:ipni.org:names:196488-1;Cnicus × clarkei H.C.Watson ex F.E.Hanb.;NA;NA;Cnicus × clarkei H.C.Watson ex F.E.Hanb.
urn:lsid:ipni.org:names:196765-1;Cnicus × woodwardii Wats. ex F.Hanb.;NA;NA;Cnicus × woodwardii Wats. ex F.Hanb.
urn:lsid:ipni.org:names:196912-1;Colymbacosta × grabowskiana (J.Wagner) Rauschert;NA;NA;Colymbacosta × grabowskiana (J.Wagner) Rauschert
urn:lsid:ipni.org:names:197009-1;Colymbada × sylvatica (Pourr.) Holub;NA;NA;Colymbada × sylvatica (Pourr.) Holub
urn:lsid:ipni.org:names:197082-1;Conygeron × huelsenii (Vatke) Holub;NA;NA;Conygeron × huelsenii (Vatke) Holub
urn:lsid:ipni.org:names:197515-1;Conyza × mixta Foucaud & Neyraut;NA;NA;Conyza × mixta Foucaud & Neyraut
urn:lsid:ipni.org:names:197882-1;Conyzigeron × huelsenii (Vatke) Rauschert;NA;NA;Conyzigeron × huelsenii (Vatke) Rauschert
urn:lsid:ipni.org:names:198311-1;Cosmidium × burridgeanum hort. ex Regel;NA;NA;Cosmidium × burridgeanum hort. ex Regel
urn:lsid:ipni.org:names:198316-1;Cosmos × spectabilis hort.;NA;NA;Cosmos × spectabilis hort.
urn:lsid:ipni.org:names:198395-1;Cota × ochroleuca (Celak.f.) Holub;NA;NA;Cota × ochroleuca (Celak.f.) Holub
urn:lsid:ipni.org:names:198659-1;Cousinia × androssowii Juz.;NA;NA;Cousinia × androssowii Juz.
urn:lsid:ipni.org:names:198687-1;Cousinia × atripurpurea Juz.;NA;NA;Cousinia × atripurpurea Juz.
urn:lsid:ipni.org:names:198838-1;Cousinia × dualis Juz.;NA;NA;Cousinia × dualis Juz.
urn:lsid:ipni.org:names:198970-1;Cousinia × hybrida Rech.f.;NA;NA;Cousinia × hybrida Rech.f.
urn:lsid:ipni.org:names:199000-1;Cousinia × kamarbandensis Rech.f.;NA;NA;Cousinia × kamarbandensis Rech.f.
urn:lsid:ipni.org:names:199097-1;Cousinia × mesomorpha Rech.f.;NA;NA;Cousinia × mesomorpha Rech.f.
urn:lsid:ipni.org:names:199172-1;Cousinia × paraatripurpurea Kamelin;NA;NA;Cousinia × paraatripurpurea Kamelin
urn:lsid:ipni.org:names:199604-1;Crepidiastrixeris × denticulato-lanceolata Kitam.;NA;NA;Crepidiastrixeris × denticulato-lanceolata Kitam.
urn:lsid:ipni.org:names:199797-1;Crepis × curiensis Brügger;NA;NA;Crepis × curiensis Brügger
urn:lsid:ipni.org:names:199920-1;Crepis × helvetica Brügger;NA;NA;Crepis × helvetica Brügger
urn:lsid:ipni.org:names:199946-1;Crepis × holubyana Domin;NA;NA;Crepis × holubyana Domin
urn:lsid:ipni.org:names:199952-1;Crepis × hybrida A.Kern.;NA;NA;Crepis × hybrida A.Kern.
urn:lsid:ipni.org:names:199970-1;Crepis × intermixta Rech.f.;NA;NA;Crepis × intermixta Rech.f.
urn:lsid:ipni.org:names:20000107-1;Pinus × istratovae L.V.Orlova;Pinus pityusa;urn:lsid:ipni.org:names:51025262-1;Pinus × istratovae L.V.Orlova
urn:lsid:ipni.org:names:20000107-1;Pinus × istratovae L.V.Orlova;Pinus stankewiczii (Sukaczev) Fomin;urn:lsid:ipni.org:names:677106-1;Pinus × istratovae L.V.Orlova
urn:lsid:ipni.org:names:20000111-1;Pinus × litvinovii L.V.Orlova;Pinus tabuliformis;urn:lsid:ipni.org:names:51024956-1;Pinus × litvinovii L.V.Orlova
urn:lsid:ipni.org:names:20000111-1;Pinus × litvinovii L.V.Orlova;Pinus sylvestris;urn:lsid:ipni.org:names:50881893-1;Pinus × litvinovii L.V.Orlova
urn:lsid:ipni.org:names:20000281-1;Fallopia × conollyana J.P.Bailey;Fallopia japonica (Houtt.) Ronse Decr.;urn:lsid:ipni.org:names:945906-1;Fallopia × conollyana J.P.Bailey
urn:lsid:ipni.org:names:20000281-1;Fallopia × conollyana J.P.Bailey;Fallopia baldschuanica (Regel) Holub;urn:lsid:ipni.org:names:694561-1;Fallopia × conollyana J.P.Bailey
urn:lsid:ipni.org:names:20000282-1;Elytrigia × drucei Stace;Elytrigia repens (L.) Nevski;urn:lsid:ipni.org:names:400585-1;Elytrigia × drucei Stace
urn:lsid:ipni.org:names:20000282-1;Elytrigia × drucei Stace;Elytrigia atherica (Link) Kerguélen;urn:lsid:ipni.org:names:999764-1;Elytrigia × drucei Stace
urn:lsid:ipni.org:names:20000284-1;Paphiopedilum × dalatense Aver.;Paphiopedilum villosum (Lindl.) Stein;urn:lsid:ipni.org:names:649852-1;Paphiopedilum × dalatense Aver.
urn:lsid:ipni.org:names:20000284-1;Paphiopedilum × dalatense Aver.;Paphiopedilum callosum (Rchb.f.) Stein;urn:lsid:ipni.org:names:649729-1;Paphiopedilum × dalatense Aver.
urn:lsid:ipni.org:names:20000321-1;Otites × klopotovii Tzvelev;Otites densiflorus (d'Urv.) Grossh.;urn:lsid:ipni.org:names:20000324-1;Otites × klopotovii Tzvelev
urn:lsid:ipni.org:names:20000321-1;Otites × klopotovii Tzvelev;Otites borysthenicus Klokov;urn:lsid:ipni.org:names:155869-1;Otites × klopotovii Tzvelev
urn:lsid:ipni.org:names:20000355-1;Pimpinella × subnigra Tzvelev;NA;NA;Pimpinella × subnigra Tzvelev
urn:lsid:ipni.org:names:20000713-1;Bulbophyllum × chikukwa Fibeck & Mavi;Bulbophyllum maximum (Lindl.) Rchb.f.;urn:lsid:ipni.org:names:619471-1;Bulbophyllum × chikukwa Fibeck & Mavi
urn:lsid:ipni.org:names:20000713-1;Bulbophyllum × chikukwa Fibeck & Mavi;Bulbophyllum scaberulum (Rolfe) Bolus var. scaberulum;urn:lsid:ipni.org:names:20000712-1;Bulbophyllum × chikukwa Fibeck & Mavi
urn:lsid:ipni.org:names:20001027-1;Galanthus × valentinei Beck;NA;NA;Galanthus × valentinei Beck
urn:lsid:ipni.org:names:20001160-1;Galanthus × valentinei nothosubsp. subplicatus (Zeybek) A.P.Davis;Galanthus plicatus M.Bieb. subsp. byzantinus (Baker) D.A.Webb;urn:lsid:ipni.org:names:874160-1;Galanthus × valentinei nothosubsp. subplicatus (Zeybek) A.P.Davis
urn:lsid:ipni.org:names:20001160-1;Galanthus × valentinei nothosubsp. subplicatus (Zeybek) A.P.Davis;Galanthus nivalis L.;urn:lsid:ipni.org:names:64496-1;Galanthus × valentinei nothosubsp. subplicatus (Zeybek) A.P.Davis
urn:lsid:ipni.org:names:20001216-1;Miscanthus × giganteus J.M.Greef & Deuter ex Hodk. & Renvoize;NA;NA;Miscanthus × giganteus J.M.Greef & Deuter ex Hodk. & Renvoize
urn:lsid:ipni.org:names:20001416-1;Trichocereus × mendocinus Méndez;Trichocereus candicans Britton & Rose;urn:lsid:ipni.org:names:138908-1;Trichocereus × mendocinus Méndez
urn:lsid:ipni.org:names:20001416-1;Trichocereus × mendocinus Méndez;Trichocereus strigosus Britton & Rose;urn:lsid:ipni.org:names:138968-1;Trichocereus × mendocinus Méndez
urn:lsid:ipni.org:names:20001448-1;Cryptocoryne × timahensis Bastm.;Cryptocoryne cordata Griff.;urn:lsid:ipni.org:names:86676-1;Cryptocoryne × timahensis Bastm.
urn:lsid:ipni.org:names:20001448-1;Cryptocoryne × timahensis Bastm.;Cryptocoryne nurii Furtado;urn:lsid:ipni.org:names:86717-1;Cryptocoryne × timahensis Bastm.
urn:lsid:ipni.org:names:20001718-1;Thalictrum spurium nothosubsp. pseudomorisonii Hand;Thalictrum simplex L. subsp. galioides (DC.) Korsh.;urn:lsid:ipni.org:names:20001717-1;Thalictrum spurium nothosubsp. pseudomorisonii Hand
urn:lsid:ipni.org:names:20001718-1;Thalictrum spurium nothosubsp. pseudomorisonii Hand;Thalictrum flavum L.;urn:lsid:ipni.org:names:714432-1;Thalictrum spurium nothosubsp. pseudomorisonii Hand
urn:lsid:ipni.org:names:20001719-1;Thalictrum × timeroyi nothosubsp. karuizawaense (Emura) Hand;Thalictrum minus L. subsp. thunbergii (DC.) Vorosch.;urn:lsid:ipni.org:names:987763-1;Thalictrum × timeroyi nothosubsp. karuizawaense (Emura) Hand
urn:lsid:ipni.org:names:20001719-1;Thalictrum × timeroyi nothosubsp. karuizawaense (Emura) Hand;Thalictrum simplex L. subsp. amurense (Maxim.) Hand;urn:lsid:ipni.org:names:20001716-1;Thalictrum × timeroyi nothosubsp. karuizawaense (Emura) Hand
urn:lsid:ipni.org:names:20001979-1;Ophrys × provecta Benito & C.E.Hermos.;Ophrys dyris Maire;urn:lsid:ipni.org:names:647877-1;Ophrys × provecta Benito & C.E.Hermos.
urn:lsid:ipni.org:names:20001979-1;Ophrys × provecta Benito & C.E.Hermos.;Ophrys bilunulata Risso;urn:lsid:ipni.org:names:647795-1;Ophrys × provecta Benito & C.E.Hermos.
urn:lsid:ipni.org:names:20001982-1;Gymnadenia × sabandoi C.E.Hermos.;Gymnadenia densiflora A.Dietr.;urn:lsid:ipni.org:names:636518-1;Gymnadenia × sabandoi C.E.Hermos.
urn:lsid:ipni.org:names:20001982-1;Gymnadenia × sabandoi C.E.Hermos.;Gymnadenia odoratissima (L.) Rich. subsp. longicalcarata C.E.Hermos. & Sabando;urn:lsid:ipni.org:names:1004048-1;Gymnadenia × sabandoi C.E.Hermos.
