id;verbatim;parent;parent_taxonID;edited
urn:lsid:ipni.org:names:936910-1;Ophrys × pauliana C.Alibertis & A.Alibertis;Ophrys fleischmannii Hayek;urn:lsid:ipni.org:names:647896-1;Ophrys × pauliana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936911-1;Ophrys × lithinensis C.Alibertis & A.Alibertis;Ophrys sitiaca Paulus, C.Alibertis & A.Alibertis;urn:lsid:ipni.org:names:935785-1;Ophrys × lithinensis C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936911-1;Ophrys × lithinensis C.Alibertis & A.Alibertis;Ophrys omegaifera H.Fleischm.;urn:lsid:ipni.org:names:648034-1;Ophrys × lithinensis C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936912-1;Ophrys × alibertiana C.Alibertis & A.Alibertis;Ophrys spruneri Nyman;urn:lsid:ipni.org:names:648132-1;Ophrys × alibertiana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936912-1;Ophrys × alibertiana C.Alibertis & A.Alibertis;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys × alibertiana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936913-1;Ophrys × burneriana C.Alibertis & A.Alibertis;Ophrys spruneri Nyman;urn:lsid:ipni.org:names:648132-1;Ophrys × burneriana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936913-1;Ophrys × burneriana C.Alibertis & A.Alibertis;Ophrys cretensis (H.Baumann & Künkele) Paulus;urn:lsid:ipni.org:names:945855-1;Ophrys × burneriana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:936914-1;Ophrys × costei Looken;Ophrys aveyronensis (J.J.Wood) H.Baumann & Künkele;urn:lsid:ipni.org:names:942893-1;Ophrys × costei Looken
urn:lsid:ipni.org:names:936914-1;Ophrys × costei Looken;Ophrys sphegodes Mill.;urn:lsid:ipni.org:names:648128-1;Ophrys × costei Looken
urn:lsid:ipni.org:names:936925-1;Jankaeberlea × panayotii Halda;Haberlea rhodopensis Friv.;urn:lsid:ipni.org:names:381327-1;Jankaeberlea × panayotii Halda
urn:lsid:ipni.org:names:936925-1;Jankaeberlea × panayotii Halda;Jankaea heldreichii Boiss.;urn:lsid:ipni.org:names:381525-1;Jankaeberlea × panayotii Halda
urn:lsid:ipni.org:names:936926-1;Jankaendron × stevensiae Halda;Jankaea heldreichii Boiss.;urn:lsid:ipni.org:names:381525-1;Jankaendron × stevensiae Halda
urn:lsid:ipni.org:names:936926-1;Jankaendron × stevensiae Halda;Conandron ramondioides Siebold & Zucc.;urn:lsid:ipni.org:names:379068-1;Jankaendron × stevensiae Halda
urn:lsid:ipni.org:names:936927-1;Jankaessandra × bluemelii Halda;Jankaea heldreichii Boiss.;urn:lsid:ipni.org:names:381525-1;Jankaessandra × bluemelii Halda
urn:lsid:ipni.org:names:936927-1;Jankaessandra × bluemelii Halda;Didissandra lanuginosa;urn:lsid:ipni.org:names:50936633-1;Jankaessandra × bluemelii Halda
urn:lsid:ipni.org:names:936928-1;Ramberlea × kistlerae Halda;Haberlea rhodopensis Friv.;urn:lsid:ipni.org:names:381327-1;Ramberlea × kistlerae Halda
urn:lsid:ipni.org:names:936928-1;Ramberlea × kistlerae Halda;Ramonda myconii;urn:lsid:ipni.org:names:50936636-1;Ramberlea × kistlerae Halda
urn:lsid:ipni.org:names:936941-1;Veronica × cantiana D.C.McClint.;Veronica dabneyi Hochst. ex Seub.;urn:lsid:ipni.org:names:811885-1;Veronica × cantiana D.C.McClint.
urn:lsid:ipni.org:names:936941-1;Veronica × cantiana D.C.McClint.;Veronica officinalis L.;urn:lsid:ipni.org:names:812402-1;Veronica × cantiana D.C.McClint.
urn:lsid:ipni.org:names:937037-1;Paphiopedilum × expansum J.Atwood;Paphiopedilum hennisianum (M.W.Wood) Fowlie;urn:lsid:ipni.org:names:649773-1;Paphiopedilum × expansum J.Atwood
urn:lsid:ipni.org:names:937037-1;Paphiopedilum × expansum J.Atwood;Paphiopedilum philippinense (Rchb.f.) Stein;urn:lsid:ipni.org:names:649811-1;Paphiopedilum × expansum J.Atwood
urn:lsid:ipni.org:names:937113-1;Ophrys × domus-maria M.P.Grasso;Ophrys arachnitiformis Gren. & M.Philippe;urn:lsid:ipni.org:names:647755-1;Ophrys × domus-maria M.P.Grasso
urn:lsid:ipni.org:names:937113-1;Ophrys × domus-maria M.P.Grasso;Ophrys apifera Huds.;urn:lsid:ipni.org:names:647746-1;Ophrys × domus-maria M.P.Grasso
urn:lsid:ipni.org:names:937114-1;Ophrys × littoralis J.Baláž & M.Baláž;Ophrys oestrifera M.Bieb. subsp. oestrifera;urn:lsid:ipni.org:names:50910130-1;Ophrys × littoralis J.Baláž & M.Baláž
urn:lsid:ipni.org:names:937114-1;Ophrys × littoralis J.Baláž & M.Baláž;Ophrys bertolonii Moretti;urn:lsid:ipni.org:names:647787-1;Ophrys × littoralis J.Baláž & M.Baláž
urn:lsid:ipni.org:names:937115-1;Pyrus × amphigenea Domin ex Dostálek;Pyrus pyraster Medik.;urn:lsid:ipni.org:names:731157-1;Pyrus × amphigenea Domin ex Dostálek
urn:lsid:ipni.org:names:937115-1;Pyrus × amphigenea Domin ex Dostálek;Pyrus communis Gouan;urn:lsid:ipni.org:names:730777-1;Pyrus × amphigenea Domin ex Dostálek
urn:lsid:ipni.org:names:937348-1;Orchis × mackaensis Kreutz;Orchis simia Vill.;urn:lsid:ipni.org:names:649129-1;Orchis × mackaensis Kreutz
urn:lsid:ipni.org:names:937348-1;Orchis × mackaensis Kreutz;Orchis stevenii;urn:lsid:ipni.org:names:50916117-1;Orchis × mackaensis Kreutz
urn:lsid:ipni.org:names:937359-1;Populus × wettsteinii Hämet-Ahti;Populus tremuloides Michx.;urn:lsid:ipni.org:names:776886-1;Populus × wettsteinii Hämet-Ahti
urn:lsid:ipni.org:names:937359-1;Populus × wettsteinii Hämet-Ahti;Populus tremula L.;urn:lsid:ipni.org:names:776884-1;Populus × wettsteinii Hämet-Ahti
urn:lsid:ipni.org:names:937360-1;Orchis × hermaniana C.Alibertis & A.Alibertis;Orchis anatolica Boiss.;urn:lsid:ipni.org:names:648356-1;Orchis × hermaniana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:937360-1;Orchis × hermaniana C.Alibertis & A.Alibertis;Orchis tridentata Muhl. ex Willd.;urn:lsid:ipni.org:names:649215-1;Orchis × hermaniana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:937361-1;Orchis × salkowskiana C.Alibertis & A.Alibertis;Orchis anatolica Boiss. subsp. sitiaca Renz;urn:lsid:ipni.org:names:50937076-1;Orchis × salkowskiana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:937361-1;Orchis × salkowskiana C.Alibertis & A.Alibertis;Orchis collina Banks & Sol.;urn:lsid:ipni.org:names:648493-1;Orchis × salkowskiana C.Alibertis & A.Alibertis
urn:lsid:ipni.org:names:937479-1;Narcissus × montsiccianus Romo;Narcissus palearensis Romo;urn:lsid:ipni.org:names:2937478-1;Narcissus × montsiccianus Romo
urn:lsid:ipni.org:names:937479-1;Narcissus × montsiccianus Romo;Narcissus assoanus Dufour;urn:lsid:ipni.org:names:65905-1;Narcissus × montsiccianus Romo
urn:lsid:ipni.org:names:937499-1;Rubus × masakii Naruh.;Rubus hirsutus Hayata;urn:lsid:ipni.org:names:737362-1;Rubus × masakii Naruh.
urn:lsid:ipni.org:names:937499-1;Rubus × masakii Naruh.;Rubus crataegifolius Bunge;urn:lsid:ipni.org:names:736083-1;Rubus × masakii Naruh.
urn:lsid:ipni.org:names:937581-1;Catasetum × dunstervillei G.A.Romero & Carnevali;Catasetum pileatum Rchb.f.;urn:lsid:ipni.org:names:621891-1;Catasetum × dunstervillei G.A.Romero & Carnevali
urn:lsid:ipni.org:names:937581-1;Catasetum × dunstervillei G.A.Romero & Carnevali;Catasetum discolor Lindl.;urn:lsid:ipni.org:names:621811-1;Catasetum × dunstervillei G.A.Romero & Carnevali
urn:lsid:ipni.org:names:937611-1;Ulmus × mesocarpa M.Kim & S.Lee;Ulmus davidiana Planch. var. japonica (Rehder) Nakai;urn:lsid:ipni.org:names:50937329-1;Ulmus × mesocarpa M.Kim & S.Lee
urn:lsid:ipni.org:names:937611-1;Ulmus × mesocarpa M.Kim & S.Lee;Ulmus macrocarpa;urn:lsid:ipni.org:names:50885888-1;Ulmus × mesocarpa M.Kim & S.Lee
urn:lsid:ipni.org:names:937793-1;Rhododendron × charadzeae A.P.Khokhr. & Mazurenko;Rhododendron ungernii Trautv;urn:lsid:ipni.org:names:333531-1;Rhododendron × charadzeae A.P.Khokhr. & Mazurenko
urn:lsid:ipni.org:names:937793-1;Rhododendron × charadzeae A.P.Khokhr. & Mazurenko;Rhododendron smirnovii;urn:lsid:ipni.org:names:50937512-1;Rhododendron × charadzeae A.P.Khokhr. & Mazurenko
urn:lsid:ipni.org:names:937842-1;Dactylorhiza × salictina B.Willing & E.Willing;Dactylorhiza smolikana B.Willing & E.Willing;urn:lsid:ipni.org:names:937841-1;Dactylorhiza × salictina B.Willing & E.Willing
urn:lsid:ipni.org:names:937842-1;Dactylorhiza × salictina B.Willing & E.Willing;Dactylorhiza pindica B.Willing & E.Willing;urn:lsid:ipni.org:names:931616-1;Dactylorhiza × salictina B.Willing & E.Willing
urn:lsid:ipni.org:names:937843-1;Dactylorhiza × koutsourana B.Willing & E.Willing;Dactylorhiza smolikana B.Willing & E.Willing;urn:lsid:ipni.org:names:937841-1;Dactylorhiza × koutsourana B.Willing & E.Willing
urn:lsid:ipni.org:names:937843-1;Dactylorhiza × koutsourana B.Willing & E.Willing;Dactylorhiza baumanniana J.Hölz. & Künkele;urn:lsid:ipni.org:names:901854-1;Dactylorhiza × koutsourana B.Willing & E.Willing
urn:lsid:ipni.org:names:937881-1;Acalypha × cristata Radcl.-Sm.;Acalypha ciliata Wall.;urn:lsid:ipni.org:names:337267-1;Acalypha × cristata Radcl.-Sm.
urn:lsid:ipni.org:names:937881-1;Acalypha × cristata Radcl.-Sm.;Acalypha fimbriata Schumach. & Thonn.;urn:lsid:ipni.org:names:337388-1;Acalypha × cristata Radcl.-Sm.
urn:lsid:ipni.org:names:937882-1;Acalypha × malawiensis Radcl.-Sm.;Acalypha chirindica S.Moore;urn:lsid:ipni.org:names:337261-1;Acalypha × malawiensis Radcl.-Sm.
urn:lsid:ipni.org:names:937882-1;Acalypha × malawiensis Radcl.-Sm.;Acalypha ornata Hochst. ex A.Rich.;urn:lsid:ipni.org:names:337657-1;Acalypha × malawiensis Radcl.-Sm.
urn:lsid:ipni.org:names:937972-1;Serapias × euxina H.Baumann & Künkele;Serapias feldwegiana H.Baumann & Künkele;urn:lsid:ipni.org:names:937969-1;Serapias × euxina H.Baumann & Künkele
urn:lsid:ipni.org:names:937972-1;Serapias × euxina H.Baumann & Künkele;Serapias bergonii;urn:lsid:ipni.org:names:50937693-1;Serapias × euxina H.Baumann & Künkele
urn:lsid:ipni.org:names:937973-1;Serapias × cypria H.Baumann & Künkele;Serapias bergonii;urn:lsid:ipni.org:names:50937693-1;Serapias × cypria H.Baumann & Künkele
urn:lsid:ipni.org:names:937973-1;Serapias × cypria H.Baumann & Künkele;Serapias levantina H.Baumann & Künkele;urn:lsid:ipni.org:names:937970-1;Serapias × cypria H.Baumann & Künkele
urn:lsid:ipni.org:names:937974-1;Serapias × provincialis H.Baumann & Künkele;Serapias olbia Verg.;urn:lsid:ipni.org:names:657675-1;Serapias × provincialis H.Baumann & Künkele
urn:lsid:ipni.org:names:937974-1;Serapias × provincialis H.Baumann & Künkele;Serapias cordigera M.Bieb.;urn:lsid:ipni.org:names:657593-1;Serapias × provincialis H.Baumann & Künkele
urn:lsid:ipni.org:names:937975-1;Serapias × oulmesiaca H.Baumann & Künkele;Serapias lorenziana H.Baumann & Künkele;urn:lsid:ipni.org:names:937971-1;Serapias × oulmesiaca H.Baumann & Künkele
urn:lsid:ipni.org:names:937975-1;Serapias × oulmesiaca H.Baumann & Künkele;Serapias lingua Merl. ex Steud.;urn:lsid:ipni.org:names:657646-1;Serapias × oulmesiaca H.Baumann & Künkele
urn:lsid:ipni.org:names:937976-1;Serapias × garganica H.Baumann & Künkele;Serapias orientalis E.Nelson;urn:lsid:ipni.org:names:657676-1;Serapias × garganica H.Baumann & Künkele
urn:lsid:ipni.org:names:937976-1;Serapias × garganica H.Baumann & Künkele;Serapias vomeracea (Burm.f.) Briq.;urn:lsid:ipni.org:names:657735-1;Serapias × garganica H.Baumann & Künkele
urn:lsid:ipni.org:names:938026-1;Ophrys × clapensis Balayer;Ophrys lutea Biv.;urn:lsid:ipni.org:names:647979-1;Ophrys × clapensis Balayer
urn:lsid:ipni.org:names:938026-1;Ophrys × clapensis Balayer;Ophrys bombyliflora Link;urn:lsid:ipni.org:names:647801-1;Ophrys × clapensis Balayer
urn:lsid:ipni.org:names:938057-1;Dactylorhiza × prochazkana Businský;Dactylorhiza bohemica Businský;urn:lsid:ipni.org:names:938056-1;Dactylorhiza × prochazkana Businský
urn:lsid:ipni.org:names:938057-1;Dactylorhiza × prochazkana Businský;Dactylorhiza maculata (L.) Soó subsp. maculata;urn:lsid:ipni.org:names:50937779-1;Dactylorhiza × prochazkana Businský
urn:lsid:ipni.org:names:938058-1;Dactylorhiza × jestrebiensis Businský;Dactylorhiza majalis (Rchb.) Rauschert subsp. majalis;urn:lsid:ipni.org:names:50937781-1;Dactylorhiza × jestrebiensis Businský
urn:lsid:ipni.org:names:938058-1;Dactylorhiza × jestrebiensis Businský;Dactylorhiza bohemica Businský;urn:lsid:ipni.org:names:938056-1;Dactylorhiza × jestrebiensis Businský
urn:lsid:ipni.org:names:938327-1;Teucrium × scorolepis Pajarón & A.Molina;Teucrium scorodonia L.;urn:lsid:ipni.org:names:460717-1;Teucrium × scorolepis Pajarón & A.Molina
urn:lsid:ipni.org:names:938327-1;Teucrium × scorolepis Pajarón & A.Molina;Teucrium oxylepis Font Quer;urn:lsid:ipni.org:names:460601-1;Teucrium × scorolepis Pajarón & A.Molina
urn:lsid:ipni.org:names:938336-1;× Gymnigritella runei Teppner & E.Klein;NA;NA;× Gymnigritella runei Teppner & E.Klein
urn:lsid:ipni.org:names:938555-1;Quercus × alienocrispula H.Ohba;Quercus crispula;urn:lsid:ipni.org:names:50938278-1;Quercus × alienocrispula H.Ohba
urn:lsid:ipni.org:names:938555-1;Quercus × alienocrispula H.Ohba;Quercus aliena J.G.Jack;urn:lsid:ipni.org:names:359340-1;Quercus × alienocrispula H.Ohba
urn:lsid:ipni.org:names:938557-1;Ophrys × rasettii W.Rossi & F.Minutillo;Ophrys lacaitae Lojac.;urn:lsid:ipni.org:names:647962-1;Ophrys × rasettii W.Rossi & F.Minutillo
urn:lsid:ipni.org:names:938557-1;Ophrys × rasettii W.Rossi & F.Minutillo;Ophrys sphegodes Mill.;urn:lsid:ipni.org:names:648128-1;Ophrys × rasettii W.Rossi & F.Minutillo
urn:lsid:ipni.org:names:938558-1;Ophrys × terrae-laboris W.Rossi & F.Minutillo;Ophrys sphegodes Mill.;urn:lsid:ipni.org:names:648128-1;Ophrys × terrae-laboris W.Rossi & F.Minutillo
urn:lsid:ipni.org:names:938558-1;Ophrys × terrae-laboris W.Rossi & F.Minutillo;Ophrys promontorii O.Danesch & E.Danesch;urn:lsid:ipni.org:names:648061-1;Ophrys × terrae-laboris W.Rossi & F.Minutillo
urn:lsid:ipni.org:names:938562-1;Typha × suwensis T.Shimizu;Typha orientalis C.Presl;urn:lsid:ipni.org:names:836892-1;Typha × suwensis T.Shimizu
urn:lsid:ipni.org:names:938562-1;Typha × suwensis T.Shimizu;Typha latifolia Krauss;urn:lsid:ipni.org:names:836871-1;Typha × suwensis T.Shimizu
urn:lsid:ipni.org:names:938609-1;Dactylorhiza × estonica Jagiełło & V.Kuusk;Dactylorhiza fuchsii (Druce) Soó;urn:lsid:ipni.org:names:626606-1;Dactylorhiza × estonica Jagiełło & V.Kuusk
urn:lsid:ipni.org:names:938609-1;Dactylorhiza × estonica Jagiełło & V.Kuusk;Dactylorhiza ruthei;urn:lsid:ipni.org:names:50938333-1;Dactylorhiza × estonica Jagiełło & V.Kuusk
urn:lsid:ipni.org:names:938664-1;Glyceria × tokitana S.Masumura;Glyceria ischyromeura;urn:lsid:ipni.org:names:50938389-1;Glyceria × tokitana S.Masumura
urn:lsid:ipni.org:names:938664-1;Glyceria × tokitana S.Masumura;Glyceria leptolepis Ohwi;urn:lsid:ipni.org:names:404130-1;Glyceria × tokitana S.Masumura
urn:lsid:ipni.org:names:938908-1;Viola × eclipes H.E.Ballard;Viola striata Hook.;urn:lsid:ipni.org:names:869309-1;Viola × eclipes H.E.Ballard
urn:lsid:ipni.org:names:938908-1;Viola × eclipes H.E.Ballard;Viola conspersa Rchb.;urn:lsid:ipni.org:names:867939-1;Viola × eclipes H.E.Ballard
urn:lsid:ipni.org:names:938923-1;Brachychiton × roseus Guymer;Brachychiton acerifolius;urn:lsid:ipni.org:names:50938649-1;Brachychiton × roseus Guymer
urn:lsid:ipni.org:names:938923-1;Brachychiton × roseus Guymer;Brachychiton populneus;urn:lsid:ipni.org:names:50938650-1;Brachychiton × roseus Guymer
urn:lsid:ipni.org:names:938924-1;Brachychiton × turgidulus Guymer;Brachychiton populneus;urn:lsid:ipni.org:names:50938650-1;Brachychiton × turgidulus Guymer
urn:lsid:ipni.org:names:938924-1;Brachychiton × turgidulus Guymer;Brachychiton rupestris (Lindl.) K.Schum.;urn:lsid:ipni.org:names:822270-1;Brachychiton × turgidulus Guymer
urn:lsid:ipni.org:names:938925-1;Brachychiton × vinicolor Guymer;Brachychiton acerifolius;urn:lsid:ipni.org:names:50938649-1;Brachychiton × vinicolor Guymer
urn:lsid:ipni.org:names:938925-1;Brachychiton × vinicolor Guymer;Brachychiton discolor F.Muell.;urn:lsid:ipni.org:names:822259-1;Brachychiton × vinicolor Guymer
urn:lsid:ipni.org:names:938926-1;Brachychiton × incarnatus Guymer;Brachychiton discolor F.Muell.;urn:lsid:ipni.org:names:822259-1;Brachychiton × incarnatus Guymer
urn:lsid:ipni.org:names:938926-1;Brachychiton × incarnatus Guymer;Brachychiton populneus;urn:lsid:ipni.org:names:50938650-1;Brachychiton × incarnatus Guymer
urn:lsid:ipni.org:names:938927-1;Brachychiton × excellens Guymer;Brachychiton bidwillii;urn:lsid:ipni.org:names:50938655-1;Brachychiton × excellens Guymer
urn:lsid:ipni.org:names:938927-1;Brachychiton × excellens Guymer;Brachychiton discolor F.Muell.;urn:lsid:ipni.org:names:822259-1;Brachychiton × excellens Guymer
urn:lsid:ipni.org:names:938928-1;Brachychiton × carneus Guymer;Brachychiton garawayae;urn:lsid:ipni.org:names:50938657-1;Brachychiton × carneus Guymer
urn:lsid:ipni.org:names:938928-1;Brachychiton × carneus Guymer;Brachychiton grandiflorus Guymer;urn:lsid:ipni.org:names:938913-1;Brachychiton × carneus Guymer
urn:lsid:ipni.org:names:938929-1;Brachychiton × allochrous Guymer;Brachychiton muellerianus Guymer;urn:lsid:ipni.org:names:938921-1;Brachychiton × allochrous Guymer
urn:lsid:ipni.org:names:938929-1;Brachychiton × allochrous Guymer;Brachychiton grandiflorus Guymer;urn:lsid:ipni.org:names:938913-1;Brachychiton × allochrous Guymer
urn:lsid:ipni.org:names:938930-1;Brachychiton × hirtellus Guymer;Brachychiton multicaulis Guymer;urn:lsid:ipni.org:names:938922-1;Brachychiton × hirtellus Guymer
urn:lsid:ipni.org:names:938930-1;Brachychiton × hirtellus Guymer;Brachychiton megaphyllus Guymer;urn:lsid:ipni.org:names:938918-1;Brachychiton × hirtellus Guymer
urn:lsid:ipni.org:names:938977-1;Erodium × bolosii Romo;Erodium rupestre (Pourr.) Guitt.;urn:lsid:ipni.org:names:372413-1;Erodium × bolosii Romo
urn:lsid:ipni.org:names:938977-1;Erodium × bolosii Romo;Erodium glandulosum Dumort.;urn:lsid:ipni.org:names:372264-1;Erodium × bolosii Romo
urn:lsid:ipni.org:names:939010-1;Rhamnus × colmeiroi D.Rivera, Obón & Selma;Rhamnus lycioides Brot.;urn:lsid:ipni.org:names:718467-1;Rhamnus × colmeiroi D.Rivera, Obón & Selma
urn:lsid:ipni.org:names:939010-1;Rhamnus × colmeiroi D.Rivera, Obón & Selma;Rhamnus saxatilis Jacq.;urn:lsid:ipni.org:names:718640-1;Rhamnus × colmeiroi D.Rivera, Obón & Selma
urn:lsid:ipni.org:names:939011-1;Thymus × genesianus Galán Cela;Thymus praecox Opiz subsp. britannicus (Ronniger) Holub;urn:lsid:ipni.org:names:884394-1;Thymus × genesianus Galán Cela
urn:lsid:ipni.org:names:939011-1;Thymus × genesianus Galán Cela;Thymus mastichina L. subsp. mastichina;urn:lsid:ipni.org:names:50899923-1;Thymus × genesianus Galán Cela
urn:lsid:ipni.org:names:939018-1;Ribes × nidigrolaria Rud.Bauer & A.Bauer;NA;NA;Ribes × nidigrolaria Rud.Bauer & A.Bauer
urn:lsid:ipni.org:names:939019-1;Fragaria × vescana Rud.Bauer & A.Bauer;NA;NA;Fragaria × vescana Rud.Bauer & A.Bauer
urn:lsid:ipni.org:names:939024-1;Cymbidium × pseudoballianum Aver.;NA;NA;Cymbidium × pseudoballianum Aver.
urn:lsid:ipni.org:names:939157-1;Tritihaynaldia × hexaploidea J.Fu & S.Y.Chen;NA;NA;Tritihaynaldia × hexaploidea J.Fu & S.Y.Chen
urn:lsid:ipni.org:names:939158-1;Tritihaynaldia × octoploidea J.Fu & S.Y.Chen;NA;NA;Tritihaynaldia × octoploidea J.Fu & S.Y.Chen
urn:lsid:ipni.org:names:939251-1;Eriochrysis × concepcionensis Killeen;Eriochrysis cayanensis P.Beauv.;urn:lsid:ipni.org:names:402073-1;Eriochrysis × concepcionensis Killeen
urn:lsid:ipni.org:names:939251-1;Eriochrysis × concepcionensis Killeen;Eriochrysis laxa Swallen;urn:lsid:ipni.org:names:402078-1;Eriochrysis × concepcionensis Killeen
urn:lsid:ipni.org:names:939530-1;Sideritis × edetana Pau ex Peris, Figuerola & Stübing;Sideritis incana L. subsp. virgata;urn:lsid:ipni.org:names:50939262-1;Sideritis × edetana Pau ex Peris, Figuerola & Stübing
urn:lsid:ipni.org:names:939530-1;Sideritis × edetana Pau ex Peris, Figuerola & Stübing;Sideritis sericea Pers.;urn:lsid:ipni.org:names:459093-1;Sideritis × edetana Pau ex Peris, Figuerola & Stübing
urn:lsid:ipni.org:names:939569-1;Ophrys × kattaviensis Riech. & Schöb.;Ophrys holoserica subsp. maxima;urn:lsid:ipni.org:names:50939302-1;Ophrys × kattaviensis Riech. & Schöb.
urn:lsid:ipni.org:names:939569-1;Ophrys × kattaviensis Riech. & Schöb.;Ophrys oestrifera M.Bieb. subsp. oestrifera;urn:lsid:ipni.org:names:50910130-1;Ophrys × kattaviensis Riech. & Schöb.
urn:lsid:ipni.org:names:939571-1;Ophrys × agustinii Kreutz;Ophrys catalaunica O.Danesch & E.Danesch;urn:lsid:ipni.org:names:647825-1;Ophrys × agustinii Kreutz
urn:lsid:ipni.org:names:939571-1;Ophrys × agustinii Kreutz;Ophrys sphegodes Mill.;urn:lsid:ipni.org:names:648128-1;Ophrys × agustinii Kreutz
urn:lsid:ipni.org:names:939745-1;Gagea × turanica Levichev;Gagea stipitata Mercklin;urn:lsid:ipni.org:names:928063-1;Gagea × turanica Levichev
urn:lsid:ipni.org:names:939745-1;Gagea × turanica Levichev;Gagea ova Stapf;urn:lsid:ipni.org:names:535603-1;Gagea × turanica Levichev
urn:lsid:ipni.org:names:939746-1;Gagea × vaga Levichev;Gagea rufidula Levichev;urn:lsid:ipni.org:names:935749-1;Gagea × vaga Levichev
urn:lsid:ipni.org:names:939746-1;Gagea × vaga Levichev;Gagea bulbifera Salisb.;urn:lsid:ipni.org:names:535459-1;Gagea × vaga Levichev
urn:lsid:ipni.org:names:939747-1;Gagea × absurda Levichev;Gagea subtilis Vved.;urn:lsid:ipni.org:names:535669-1;Gagea × absurda Levichev
urn:lsid:ipni.org:names:939747-1;Gagea × absurda Levichev;Gagea chomutovae;urn:lsid:ipni.org:names:50939482-1;Gagea × absurda Levichev
urn:lsid:ipni.org:names:940038-1;Pilosella × tremedalis Mateo;Pilosella tardans (Peter) Soják;urn:lsid:ipni.org:names:238342-1;Pilosella × tremedalis Mateo
urn:lsid:ipni.org:names:940038-1;Pilosella × tremedalis Mateo;Pilosella pseudovahlii (de Retz) Mateo;urn:lsid:ipni.org:names:948122-1;Pilosella × tremedalis Mateo
urn:lsid:ipni.org:names:940039-1;Pilosella × gudarica Mateo;Pilosella pseudopilosella (Ten.) Soják;urn:lsid:ipni.org:names:238271-1;Pilosella × gudarica Mateo
urn:lsid:ipni.org:names:940039-1;Pilosella × gudarica Mateo;Pilosella pseudovahlii (de Retz) Mateo;urn:lsid:ipni.org:names:948122-1;Pilosella × gudarica Mateo
urn:lsid:ipni.org:names:940073-1;Ranunculus × novae-forestae S.D.Webster;Ranunculus tripartitus DC.;urn:lsid:ipni.org:names:714018-1;Ranunculus × novae-forestae S.D.Webster
urn:lsid:ipni.org:names:940073-1;Ranunculus × novae-forestae S.D.Webster;Ranunculus omiophyllus Ten.;urn:lsid:ipni.org:names:713371-1;Ranunculus × novae-forestae S.D.Webster
urn:lsid:ipni.org:names:940074-1;Ranunculus × kelchoensis S.D.Webster;Ranunculus peltatus Moench;urn:lsid:ipni.org:names:713479-1;Ranunculus × kelchoensis S.D.Webster
urn:lsid:ipni.org:names:940074-1;Ranunculus × kelchoensis S.D.Webster;Ranunculus fluitans Lam.;urn:lsid:ipni.org:names:712741-1;Ranunculus × kelchoensis S.D.Webster
urn:lsid:ipni.org:names:940075-1;Spiraea × pseudosalicifolia Silverside;Spiraea salicifolia Schangin;urn:lsid:ipni.org:names:742512-1;Spiraea × pseudosalicifolia Silverside
urn:lsid:ipni.org:names:940075-1;Spiraea × pseudosalicifolia Silverside;Spiraea douglasii Hook.;urn:lsid:ipni.org:names:742226-1;Spiraea × pseudosalicifolia Silverside
urn:lsid:ipni.org:names:940081-1;Mimulus × robertsii Silverside;Mimulus luteus L. var. rivularis;urn:lsid:ipni.org:names:50939818-1;Mimulus × robertsii Silverside
urn:lsid:ipni.org:names:940081-1;Mimulus × robertsii Silverside;Mimulus guttatus Fisch.;urn:lsid:ipni.org:names:805961-1;Mimulus × robertsii Silverside
urn:lsid:ipni.org:names:940123-1;Owenia × reliqua P.I.Forst.;Owenia venosa F.Muell.;urn:lsid:ipni.org:names:579108-1;Owenia × reliqua P.I.Forst.
urn:lsid:ipni.org:names:940123-1;Owenia × reliqua P.I.Forst.;Owenia acidula F.Muell.;urn:lsid:ipni.org:names:579103-1;Owenia × reliqua P.I.Forst.
urn:lsid:ipni.org:names:940136-1;× Elyhordeum arachleicum Peschkova;Hordeum brevisubulatum Link;urn:lsid:ipni.org:names:405167-1;× Elyhordeum arachleicum Peschkova
urn:lsid:ipni.org:names:940136-1;× Elyhordeum arachleicum Peschkova;Elymus sibiricus L.;urn:lsid:ipni.org:names:400434-1;× Elyhordeum arachleicum Peschkova
urn:lsid:ipni.org:names:940138-1;× Leymotrigia zarubinii Peschkova;Elytrigia repens (L.) Nevski;urn:lsid:ipni.org:names:400585-1;× Leymotrigia zarubinii Peschkova
urn:lsid:ipni.org:names:940138-1;× Leymotrigia zarubinii Peschkova;Leymus chinensis (Trin.) Tzvelev;urn:lsid:ipni.org:names:407312-1;× Leymotrigia zarubinii Peschkova
urn:lsid:ipni.org:names:940140-1;Agrostis × bodaibensis Peschkova;Agrostis sibirica Petrov;urn:lsid:ipni.org:names:386320-1;Agrostis × bodaibensis Peschkova
